# GD140 - 10A Spec50 (Moustakas) + M&G90 IR, tellurics censored
 3400.0 12.143 10.0
 3410.0 12.223 10.0
 3420.0 12.161 10.0
 3430.0 12.237 10.0
 3440.0 12.193 10.0
 3450.0 12.215 10.0
 3460.0 12.165 10.0
 3470.0 12.209 10.0
 3480.0 12.209 10.0
 3490.0 12.192 10.0
 3500.0 12.232 10.0
 3510.0 12.236 10.0
 3520.0 12.225 10.0
 3530.0 12.173 10.0
 3540.0 12.186 10.0
 3550.0 12.157 10.0
 3560.0 12.153 10.0
 3570.0 12.151 10.0
 3580.0 12.176 10.0
 3590.0 12.215 10.0
 3600.0 12.210 10.0
 3610.0 12.135 10.0
 3620.0 12.203 10.0
 3630.0 12.243 10.0
 3640.0 12.231 10.0
 3650.0 12.254 10.0
 3660.0 12.223 10.0
 3670.0 12.213 10.0
 3680.0 12.222 10.0
 3690.0 12.281 10.0
 3700.0 12.297 10.0
 3710.0 12.285 10.0
 3720.0 12.274 10.0
 3730.0 12.206 10.0
 3740.0 12.268 10.0
 3750.0 12.261 10.0
 3760.0 12.264 10.0
 3770.0 12.330 10.0
 3780.0 12.315 10.0
 3790.0 12.235 10.0
 3800.0 12.290 10.0
 3810.0 12.273 10.0
 3820.0 12.278 10.0
 3830.0 12.322 10.0
 3840.0 12.317 10.0
 3850.0 12.328 10.0
 3860.0 12.290 10.0
 3870.0 12.308 10.0
 3880.0 12.378 10.0
 3890.0 12.369 10.0
 3900.0 12.373 10.0
 3910.0 12.274 10.0
 3920.0 12.295 10.0
 3930.0 12.267 10.0
 3940.0 12.344 10.0
 3950.0 12.422 10.0
 3960.0 12.471 10.0
 3970.0 12.540 10.0
 3980.0 12.452 10.0
 3990.0 12.350 10.0
 4000.0 12.285 10.0
 4010.0 12.236 10.0
 4020.0 12.191 10.0
 4030.0 12.157 10.0
 4040.0 12.197 10.0
 4050.0 12.175 10.0
 4060.0 12.226 10.0
 4070.0 12.318 10.0
 4080.0 12.440 10.0
 4090.0 12.531 10.0
 4100.0 12.676 10.0
 4110.0 12.625 10.0
 4120.0 12.497 10.0
 4130.0 12.382 10.0
 4140.0 12.303 10.0
 4150.0 12.239 10.0
 4160.0 12.205 10.0
 4170.0 12.180 10.0
 4180.0 12.139 10.0
 4190.0 12.148 10.0
 4200.0 12.144 10.0
 4210.0 12.134 10.0
 4220.0 12.138 10.0
 4230.0 12.131 10.0
 4240.0 12.133 10.0
 4250.0 12.137 10.0
 4260.0 12.180 10.0
 4270.0 12.186 10.0
 4280.0 12.241 10.0
 4290.0 12.258 10.0
 4300.0 12.349 10.0
 4310.0 12.410 10.0
 4320.0 12.522 10.0
 4330.0 12.687 10.0
 4340.0 12.795 10.0
 4350.0 12.702 10.0
 4360.0 12.586 10.0
 4370.0 12.477 10.0
 4380.0 12.398 10.0
 4390.0 12.320 10.0
 4400.0 12.268 10.0
 4410.0 12.223 10.0
 4420.0 12.206 10.0
