# Wolf 1346 - 10A Spec50 + M&G90 IR extension, 
 3400.0   11.360   10.0
 3410.0   11.330   10.0
 3420.0   11.329   10.0
 3430.0   11.364   10.0
 3440.0   11.395   10.0
 3450.0   11.426   10.0
 3460.0   11.393   10.0
 3470.0   11.447   10.0
 3480.0   11.460   10.0
 3490.0   11.412   10.0
 3500.0   11.396   10.0
 3510.0   11.425   10.0
 3520.0   11.366   10.0
 3530.0   11.370   10.0
 3540.0   11.404   10.0
 3550.0   11.389   10.0
 3560.0   11.413   10.0
 3570.0   11.384   10.0
 3580.0   11.409   10.0
 3590.0   11.401   10.0
 3600.0   11.416   10.0
 3610.0   11.464   10.0
 3620.0   11.433   10.0
 3630.0   11.454   10.0
 3640.0   11.441   10.0
 3650.0   11.466   10.0
 3660.0   11.449   10.0
 3670.0   11.429   10.0
 3680.0   11.451   10.0
 3690.0   11.456   10.0
 3700.0   11.458   10.0
 3710.0   11.424   10.0
 3720.0   11.450   10.0
 3730.0   11.474   10.0
 3740.0   11.458   10.0
 3750.0   11.487   10.0
 3760.0   11.476   10.0
 3770.0   11.488   10.0
 3780.0   11.455   10.0
 3790.0   11.469   10.0
 3800.0   11.411   10.0
 3810.0   11.466   10.0
 3820.0   11.475   10.0
 3830.0   11.476   10.0
 3840.0   11.504   10.0
 3850.0   11.451   10.0
 3860.0   11.418   10.0
 3870.0   11.420   10.0
 3880.0   11.587   10.0
 3890.0   11.582   10.0
 3900.0   11.409   10.0
 3910.0   11.435   10.0
 3920.0   11.403   10.0
 3930.0   11.379   10.0
 3940.0   11.465   10.0
 3950.0   11.516   10.0
 3960.0   11.654   10.0
 3970.0   11.766   10.0
 3980.0   11.607   10.0
 3990.0   11.476   10.0
 4000.0   11.390   10.0
 4010.0   11.287   10.0
 4020.0   11.269   10.0
 4030.0   11.232   10.0
 4040.0   11.229   10.0
 4050.0   11.266   10.0
 4060.0   11.315   10.0
 4070.0   11.404   10.0
 4080.0   11.510   10.0
 4090.0   11.661   10.0
 4100.0   11.844   10.0
 4110.0   11.750   10.0
 4120.0   11.560   10.0
 4130.0   11.410   10.0
 4140.0   11.354   10.0
 4150.0   11.293   10.0
 4160.0   11.285   10.0
 4170.0   11.221   10.0
 4180.0   11.199   10.0
 4190.0   11.201   10.0
 4200.0   11.194   10.0
 4210.0   11.207   10.0
 4220.0   11.202   10.0
 4230.0   11.197   10.0
 4240.0   11.209   10.0
 4250.0   11.241   10.0
 4260.0   11.268   10.0
 4270.0   11.290   10.0
 4280.0   11.293   10.0
 4290.0   11.323   10.0
 4300.0   11.403   10.0
 4310.0   11.503   10.0
 4320.0   11.604   10.0
 4330.0   11.808   10.0
 4340.0   11.940   10.0
 4350.0   11.805   10.0
 4360.0   11.603   10.0
 4370.0   11.503   10.0
 4380.0   11.418   10.0
 4390.0   11.350   10.0
 4400.0   11.328   10.0
 4410.0   11.297   10.0
 4420.0   11.273   10.0
 4430.0   11.260   10.0
 4440.0   11.278   10.0
 4450.0   11.277   10.0
 4460.0   11.255   10.0
 4470.0   11.242   10.0
 4480.0   11.275   10.0
 4490.0   11.254   10.0
 4500.0   11.267   10.0
 4510.0   11.266   10.0
 4520.0   11.272   10.0
 4530.0   11.250   10.0
 4540.0   11.234   10.0
 4550.0   11.257   10.0
 4560.0   11.257   10.0
 4570.0   11.263   10.0
 4580.0   11.260   10.0
 4590.0   11.253   10.0
 4600.0   11.281   10.0
 4610.0   11.264   10.0
 4620.0   11.278   10.0
 4630.0   11.262   10.0
 4640.0   11.293   10.0
 4650.0   11.300   10.0
 4660.0   11.278   10.0
 4670.0   11.256   10.0
 4680.0   11.262   10.0
 4690.0   11.282   10.0
 4700.0   11.289   10.0
 4710.0   11.298   10.0
 4720.0   11.327   10.0
 4730.0   11.322   10.0
 4740.0   11.337   10.0
 4750.0   11.355   10.0
 4760.0   11.372   10.0
 4770.0   11.385   10.0
 4780.0   11.418   10.0
 4790.0   11.437   10.0
 4800.0   11.436   10.0
 4810.0   11.489   10.0
 4820.0   11.540   10.0
 4830.0   11.610   10.0
 4840.0   11.720   10.0
 4850.0   11.880   10.0
 4860.0   12.028   10.0
 4870.0   11.946   10.0
 4880.0   11.771   10.0
 4890.0   11.685   10.0
 4900.0   11.602   10.0
 4910.0   11.559   10.0
 4920.0   11.519   10.0
 4930.0   11.477   10.0
 4940.0   11.460   10.0
 4950.0   11.486   10.0
 4960.0   11.474   10.0
 4970.0   11.441   10.0
 4980.0   11.444   10.0
 4990.0   11.428   10.0
 5000.0   11.448   10.0
 5010.0   11.456   10.0
 5020.0   11.437   10.0
