|               wave | ion | NIST | Instr |           amplitude |       Source |
|  7752.773452066712 |  OH |    1 |    32 |  1.4792510007209396 | wavemodel.py |
|  7762.131287045968 |  OH |    1 |    32 |  0.6684954726127106 | wavemodel.py |
|  7775.509602681305 |  OH |    1 |    32 | 0.26406657774393294 | wavemodel.py |
|  7782.572195055223 |  OH |    1 |    32 | 0.34337725708267963 | wavemodel.py |
|  7796.255932115969 |  OH |    1 |    32 |   1.069540770414497 | wavemodel.py |
|  7810.615401116566 |  OH |    1 |    32 | 0.46585714340155393 | wavemodel.py |
|  7823.654899400869 |  OH |    1 |    32 |  1.4405954926253977 | wavemodel.py |
| 7843.4235216164925 |  OH |    1 |    32 | 0.42270713973040064 | wavemodel.py |
|  7855.590961977779 |  OH |    1 |    32 |  1.6217362278001932 | wavemodel.py |
|  7862.715306424335 |  OH |    1 |    32 |  0.8881148539038367 | wavemodel.py |
| 7872.8281208154995 |  OH |    1 |    32 |  1.1432619989719885 | wavemodel.py |
| 7881.5574765893225 |  OH |    1 |    32 | 0.29472579630371426 | wavemodel.py |
|  7883.488566541811 |  OH |    1 |    32 |  0.4147089556939893 | wavemodel.py |
|  7892.020990541721 |  OH |    1 |    32 |  0.6253003983918072 | wavemodel.py |
|  7915.797903285135 |  OH |    1 |    32 |  3.0160802690010557 | wavemodel.py |
|  7923.297941084992 |  OH |    1 |    32 |  1.1086418481007285 | wavemodel.py |
|  7933.658494753595 |  OH |    1 |    32 |   0.631530806866988 | wavemodel.py |
|  7951.390460794277 |  OH |    1 |    32 |   0.670978777121946 | wavemodel.py |
|  7966.841059152497 |  OH |    1 |    32 |  2.2588617788547216 | wavemodel.py |
|  7981.962827713174 |  OH |    1 |    32 |  0.8416482769345782 | wavemodel.py |
|  7995.530438157947 |  OH |    1 |    32 |  2.4262439755187404 | wavemodel.py |
|  8016.262956868503 |  OH |    1 |    32 |  0.6682531267784246 | wavemodel.py |
|  8028.017499331355 |  OH |    1 |    32 |  1.5232497167285493 | wavemodel.py |
|  8054.234188875108 |  OH |    1 |    32 |  0.3592294294637042 | wavemodel.py |
|  8064.394929951673 |  OH |    1 |    32 |  0.8380225286004006 | wavemodel.py |
|   8104.72767985902 |  OH |    1 |    32 |  0.3172480914473026 | wavemodel.py |
|  8283.775439823525 |  OH |    1 |    32 |   1.296831916643059 | wavemodel.py |
|   8290.73484188861 |  OH |    1 |    32 |  1.9864878991620496 | wavemodel.py |
|  8300.975124790613 |  OH |    1 |    32 |  2.4479494394931343 | wavemodel.py |
|  8313.003162200914 |  OH |    1 |    32 |  0.7839957693563837 | wavemodel.py |
|  8346.811137784522 |  OH |    1 |    32 |   5.907754653647184 | wavemodel.py |
|   8355.14193047085 |  OH |    1 |    32 |  2.3351053454313897 | wavemodel.py |
|  8367.019636269963 |  OH |    1 |    32 |  0.7522381487973646 | wavemodel.py |
|   8384.56922089949 |  OH |    1 |    32 |   1.339725430823598 | wavemodel.py |
|  8401.477995820242 |  OH |    1 |    32 |  4.6063918676013555 | wavemodel.py |
|  8417.542893309925 |  OH |    1 |    32 |  1.7337030197380328 | wavemodel.py |
|  8432.491000894639 |  OH |    1 |    32 |   5.001456631721522 | wavemodel.py |
|  8454.572465215864 |  OH |    1 |    32 |  1.4626258627771014 | wavemodel.py |
|  8467.684479295543 |  OH |    1 |    32 |  3.3921424136183926 | wavemodel.py |
|  8495.722335497647 |  OH |    1 |    32 |  0.8216651147351683 | wavemodel.py |
|  8507.177882789183 |  OH |    1 |    32 |    1.69048096052945 | wavemodel.py |
|   8541.02217997988 |  OH |    1 |    32 |  0.3514775024077422 | wavemodel.py |
|  8551.056356366294 |  OH |    1 |    32 |  0.7415040402918255 | wavemodel.py |
|   8599.40063768329 |  OH |    1 |    32 | 0.23081631430017707 | wavemodel.py |
|  8763.440917676899 |  OH |    1 |    32 |  2.4895802717762323 | wavemodel.py |
