# Creation Date: 2018-Jan-09
|    ion |       wave | NIST | Instr | amplitude |      Source |
|   Th I |  3264.1235 |    1 |     0 |       500 | NIST+MURPHY |
|  Ar II |  3264.5112 |    1 |     0 |        21 | NIST+MURPHY |
|  Th II |  3264.5670 |    1 |     0 |        91 |        NIST |
|   Th I |  3264.6969 |    1 |     0 |        80 |        NIST |
|  Th II |  3265.0626 |    1 |     0 |       240 | NIST+MURPHY |
|  Th II |  3265.3749 |    1 |     0 |       280 |        NIST |
|  Th II |  3265.7330 |    1 |     0 |       110 |        NIST |
|   Th I |  3265.8003 |    1 |     0 |        86 |        NIST |
|  Th II |  3266.5192 |    1 |     0 |       230 | NIST+MURPHY |
|  Th II |  3267.2533 |    1 |     0 |       100 |        NIST |
|  Th II |  3267.2718 |    1 |     0 |        31 |        NIST |
|  Th II |  3267.5428 |    1 |     0 |        31 |        NIST |
|   Th I |  3267.5763 |    1 |     0 |       590 |        NIST |
|  Th II |  3267.9441 |    1 |     0 |       640 | NIST+MURPHY |
|  Th II |  3268.9274 |    1 |     0 |        74 |        NIST |
|  Th II |  3269.0881 |    1 |     0 |        12 |        NIST |
|   Th I |  3269.3774 |    1 |     0 |       170 |        NIST |
|   Th I |  3269.3937 |    1 |     0 |        79 |        NIST |
| UNKNWN |  3269.6997 |    0 |     0 |         1 |      MURPHY |
|  Th II |  3269.7974 |    1 |     0 |        31 |        NIST |
|  Ar II |  3269.9290 |    1 |     0 |         5 |        NIST |
|   Th I |  3270.2945 |    1 |     0 |         6 |        NIST |
|  Th II |  3270.4122 |    1 |     0 |       250 | NIST+MURPHY |
|  Th II |  3270.9836 |    1 |     0 |         6 |        NIST |
|   Th I |  3271.0418 |    1 |     0 |       190 | NIST+MURPHY |
|  Th II |  3271.1356 |    1 |     0 |        19 |        NIST |
|  Th II |  3271.1762 |    1 |     0 |        93 |        NIST |
|  Th II |  3271.1905 |    1 |     0 |        66 |        NIST |
|  Ar II |  3271.4170 |    1 |     0 |         5 |        NIST |
|  Th II |  3271.7608 |    1 |     0 |       950 |        NIST |
|   Th I |  3271.8156 |    1 |     0 |       180 |        NIST |
|  Th II |  3271.8829 |    1 |     0 |        31 |        NIST |
| UNKNWN |  3272.0628 |    0 |     0 |         1 |      MURPHY |
|   Th I |  3272.3759 |    1 |     0 |         4 |        NIST |
|   Th I |  3272.4888 |    1 |     0 |       110 | NIST+MURPHY |
|   Th I |  3272.8342 |    1 |     0 |       670 |        NIST |
|   Th I |  3272.9697 |    1 |     0 |      4000 | NIST+MURPHY |
|   Th I |  3273.2442 |    1 |     0 |        11 |        NIST |
|  Th II |  3273.5202 |    1 |     0 |        50 |        NIST |
| UNKNWN |  3273.5232 |    0 |     0 |         1 |      MURPHY |
|  Th II |  3273.9384 |    1 |     0 |        12 |        NIST |
|  Th II |  3274.1395 |    1 |     0 |        93 |        NIST |
|  Ar II |  3274.2599 |    1 |     0 |         9 | NIST+MURPHY |
|  Th II |  3274.8592 |    1 |     0 |       760 |        NIST |
|  Th II |  3275.1357 |    1 |     0 |        25 |        NIST |
|  Th II |  3275.2097 |    1 |     0 |        25 |        NIST |
|  Th II |  3275.3476 |    1 |     0 |       160 | NIST+MURPHY |
|  Th II |  3276.0113 |    1 |     0 |      1100 | NIST+MURPHY |
|  Th II |  3276.2039 |    1 |     0 |        71 |        NIST |
|  Th II |  3276.3089 |    1 |     0 |         6 |        NIST |
|  Ar II |  3276.5874 |    1 |     0 |         6 | NIST+MURPHY |
|   Th I |  3276.9891 |    1 |     0 |       110 |        NIST |
|  Ar II |  3277.0290 |    1 |     0 |         3 |        NIST |
|   Th I |  3277.1689 |    1 |     0 |        99 |        NIST |
|   Th I |  3277.2560 |    1 |     0 |        71 |        NIST |
|   Th I |  3277.5063 |    1 |     0 |        55 |        NIST |
| UNKNWN |  3277.6642 |    0 |     0 |         1 |      MURPHY |
|   Th I |  3277.6654 |    1 |     0 |       670 |        NIST |
|  Th II |  3277.7583 |    1 |     0 |        18 |        NIST |
|  Th II |  3277.8853 |    1 |     0 |        49 |        NIST |
|   Th I |  3278.0059 |    1 |     0 |       190 | NIST+MURPHY |
|   Th I |  3278.6466 |    1 |     0 |       110 |        NIST |
|  Th II |  3278.8696 |    1 |     0 |       120 |        NIST |
|  Th II |  3279.1377 |    1 |     0 |        60 |        NIST |
|  Th II |  3279.5748 |    1 |     0 |        18 |        NIST |
|   Th I |  3279.6772 |    1 |     0 |       110 |        NIST |
|  Th II |  3279.7127 |    1 |     0 |       110 |        NIST |
|  Th II |  3280.3020 |    1 |     0 |        60 |        NIST |
|  Ar II |  3280.8869 |    1 |     0 |         2 |        NIST |
|  Th II |  3281.3163 |    1 |     0 |       560 |        NIST |
|  Th II |  3281.3598 |    1 |     0 |        78 |        NIST |
|   Th I |  3281.3962 |    1 |     0 |        44 |        NIST |
|  Th II |  3281.6854 |    1 |     0 |        66 |        NIST |
|  Th II |  3281.8074 |    1 |     0 |       140 |        NIST |
|  Th II |  3281.8993 |    1 |     0 |        67 |        NIST |
|  Th II |  3281.9454 |    1 |     0 |        18 |        NIST |
|   Th I |  3281.9940 |    1 |     0 |       500 |        NIST |
|   Th I |  3282.1339 |    1 |     0 |       120 |        NIST |
|  Th II |  3282.1794 |    1 |     0 |        30 |        NIST |
|   Th I |  3282.2363 |    1 |     0 |        89 |        NIST |
|  Th II |  3282.3594 |    1 |     0 |       310 | NIST+MURPHY |
|  Th II |  3282.5495 |    1 |     0 |        12 |        NIST |
|  Ar II |  3282.6468 |    1 |     0 |        43 | NIST+MURPHY |
|  Th II |  3282.9214 |    1 |     0 |        95 |        NIST |
|  Th II |  3283.0757 |    1 |     0 |        92 |        NIST |
|   Th I |  3283.1437 |    1 |     0 |        17 |        NIST |
|  Th II |  3283.1767 |    1 |     0 |        12 |        NIST |
|   Th I |  3283.3307 |    1 |     0 |       110 |        NIST |
| UNKNWN |  3283.5624 |    0 |     0 |         1 |      MURPHY |
|   Th I |  3283.7829 |    1 |     0 |        89 |        NIST |
|  Th II |  3283.8939 |    1 |     0 |        30 |        NIST |
|  Th II |  3283.9253 |    1 |     0 |       500 | NIST+MURPHY |
|   Th I |  3284.3151 |    1 |     0 |        17 |        NIST |
|   Th I |  3284.6161 |    1 |     0 |        95 |        NIST |
|  Th II |  3285.2562 |    1 |     0 |        12 |        NIST |
|  Th II |  3285.7223 |    1 |     0 |        18 |        NIST |
|   Th I |  3286.4612 |    1 |     0 |       330 | NIST+MURPHY |
|   Th I |  3286.6989 |    1 |     0 |      1600 |        NIST |
|   Th I |  3286.9670 |    1 |     0 |        51 |        NIST |
|  Th II |  3287.3608 |    1 |     0 |        72 |        NIST |
|  Th II |  3287.5296 |    1 |     0 |       910 | NIST+MURPHY |
|  Th II |  3288.0296 |    1 |     0 |        70 |        NIST |
|  Th II |  3288.3100 |    1 |     0 |        25 |        NIST |
|  Th II |  3288.7362 |    1 |     0 |      2600 | NIST+MURPHY |
|  Th II |  3289.1073 |    1 |     0 |       430 | NIST+MURPHY |
|   Th I |  3289.3345 |    1 |     0 |       350 |        NIST |
|   Th I |  3289.4253 |    1 |     0 |         4 |        NIST |
|   Th I |  3290.4641 |    1 |     0 |       120 |        NIST |
|   Th I |  3290.5801 |    1 |     0 |        67 |        NIST |
|  Th II |  3290.6226 |    1 |     0 |         0 |        NIST |
|  Th II |  3291.0742 |    1 |     0 |       550 | NIST+MURPHY |
|  Th II |  3291.1980 |    1 |     0 |        79 |        NIST |
| Th III |  3291.5474 |    0 |     0 |         1 |      MURPHY |
|  Th II |  3291.5808 |    1 |     0 |        13 |        NIST |
|   Th I |  3291.9849 |    1 |     0 |       880 |        NIST |
|  Th II |  3292.2910 |    1 |     0 |        54 |        NIST |
|  Ar II |  3292.3885 |    1 |     0 |        10 |        NIST |
|  Th II |  3292.5550 |    1 |     0 |       180 |        NIST |
|  Th II |  3292.6874 |    1 |     0 |      3200 | NIST+MURPHY |
|  Th II |  3292.8802 |    1 |     0 |       120 |        NIST |
| UNKNWN |  3293.2598 |    0 |     0 |         1 |      MURPHY |
|  Th II |  3293.4340 |    1 |     0 |       300 |        NIST |
|  Th II |  3293.4691 |    1 |     0 |      2200 |        NIST |
|  Th II |  3293.5011 |    1 |     0 |       280 |        NIST |
|  Th II |  3293.5225 |    1 |     0 |       140 |        NIST |
|   Th I |  3293.7584 |    1 |     0 |       110 |        NIST |
|  Th II |  3293.7925 |    1 |     0 |        35 |        NIST |
|   Th I |  3293.8737 |    1 |     0 |       100 |        NIST |
|  Th II |  3294.5436 |    1 |     0 |       360 |        NIST |
|  Ar II |  3294.5888 |    1 |     0 |       162 |        NIST |
|  Th II |  3294.6026 |    1 |     0 |        21 |        NIST |
|  Th II |  3294.6473 |    1 |     0 |       260 |        NIST |
|  Ar II |  3294.8731 |    1 |     0 |        21 |        NIST |
|  Th II |  3294.8966 |    1 |     0 |       710 |        NIST |
|  Th II |  3295.1938 |    1 |     0 |       310 | NIST+MURPHY |
|  Th II |  3295.3109 |    1 |     0 |        28 |        NIST |
|  Th II |  3295.5174 |    1 |     0 |       140 |        NIST |
|  Th II |  3295.7020 |    1 |     0 |       220 |        NIST |
|  Th II |  3295.9474 |    1 |     0 |       320 |        NIST |
|  Th II |  3296.2596 |    1 |     0 |       230 |        NIST |
|  Th II |  3296.2757 |    1 |     0 |       530 |        NIST |
|   Th I |  3296.3931 |    1 |     0 |        54 |        NIST |
|  Th II |  3296.4732 |    1 |     0 |       330 |        NIST |
|  Th II |  3296.4965 |    1 |     0 |        89 |        NIST |
|  Th II |  3296.5206 |    1 |     0 |        59 |        NIST |
|   Th I |  3296.5744 |    1 |     0 |        64 |        NIST |
|  Th II |  3297.3940 |    1 |     0 |        75 |        NIST |
|  Th II |  3297.4340 |    1 |     0 |        70 |        NIST |
|  Th II |  3297.5565 |    1 |     0 |       450 |        NIST |
|   Th I |  3297.8504 |    1 |     0 |        66 |        NIST |
|  Ar II |  3297.9690 |    1 |     0 |         2 |        NIST |
|  Th II |  3298.2545 |    1 |     0 |        36 |        NIST |
|  Th II |  3298.3242 |    1 |     0 |       340 | NIST+MURPHY |
|  Th II |  3298.6846 |    1 |     0 |        21 |        NIST |
|  Th II |  3298.7828 |    1 |     0 |       510 | NIST+MURPHY |
|  Th II |  3298.9687 |    1 |     0 |        57 |        NIST |
|   Th I |  3298.9994 |    1 |     0 |      1300 | NIST+MURPHY |
|   Th I |  3299.0687 |    1 |     0 |       170 |        NIST |
|  Ar II |  3299.3680 |    1 |     0 |         2 |        NIST |
|  Th II |  3299.4918 |    1 |     0 |         7 |        NIST |
|   Th I |  3299.6480 |    1 |     0 |        70 |        NIST |
|   Th I |  3299.7606 |    1 |     0 |       170 |        NIST |
|  Th II |  3300.4281 |    1 |     0 |         7 |        NIST |
|  Th II |  3300.6187 |    1 |     0 |         0 | NIST+MURPHY |
|  Th II |  3300.6571 |    1 |     0 |        14 |        NIST |
|  Th II |  3301.2175 |    1 |     0 |        54 |        NIST |
| Th III |  3301.4316 |    0 |     0 |         1 |      MURPHY |
|  Th II |  3301.5665 |    1 |     0 |       730 |        NIST |
|   Th I |  3301.7238 |    1 |     0 |        76 |        NIST |
|   Th I |  3301.8204 |    1 |     0 |        45 |        NIST |
|  Th II |  3302.2152 |    1 |     0 |       260 |        NIST |
|  Th II |  3302.2998 |    1 |     0 |       600 |        NIST |
|   Th I |  3302.3993 |    1 |     0 |       160 |        NIST |
|   Th I |  3302.5211 |    1 |     0 |       190 |        NIST |
|   Th I |  3302.6016 |    1 |     0 |      3200 | NIST+MURPHY |
|  Th II |  3302.6945 |    1 |     0 |       120 |        NIST |
|  Th II |  3302.7378 |    1 |     0 |        87 |        NIST |
|  Th II |  3302.7737 |    1 |     0 |        14 |        NIST |
|  Th II |  3302.8350 |    1 |     0 |       280 |        NIST |
|   Th I |  3303.1437 |    1 |     0 |       140 | NIST+MURPHY |
| UNKNWN |  3303.4280 |    0 |     0 |         1 |      MURPHY |
|  Th II |  3304.0770 |    1 |     0 |        21 |        NIST |
|  Th II |  3304.3612 |    1 |     0 |        36 |        NIST |
|  Th II |  3304.4328 |    1 |     0 |       300 | NIST+MURPHY |
|   Th I |  3304.4971 |    1 |     0 |        45 |        NIST |
|  Th II |  3305.1273 |    1 |     0 |       370 |        NIST |
|   Th I |  3305.1895 |    1 |     0 |     14000 | NIST+MURPHY |
|  Th II |  3305.4642 |    1 |     0 |        66 |        NIST |
|  Th II |  3305.7314 |    1 |     0 |        22 |        NIST |
|   Th I |  3306.2550 |    1 |     0 |      1300 | NIST+MURPHY |
|  Th II |  3306.2954 |    1 |     0 |        97 |        NIST |
|  Th II |  3306.5587 |    1 |     0 |        59 |        NIST |
|  Th II |  3306.8584 |    1 |     0 |       100 |        NIST |
|  Th II |  3307.0072 |    1 |     0 |        61 |        NIST |
|  Th II |  3307.3267 |    1 |     0 |       190 |        NIST |
|  Th II |  3307.3408 |    1 |     0 |         7 |        NIST |
|  Ar II |  3307.3970 |    1 |     0 |         5 |        NIST |
|   Th I |  3307.4579 |    1 |     0 |         4 |        NIST |
|  Th II |  3308.1671 |    1 |     0 |        22 |        NIST |
|  Ar II |  3308.1804 |    1 |     0 |       126 | NIST+MURPHY |
|  Th II |  3308.9228 |    1 |     0 |        57 |        NIST |
|   Th I |  3309.0105 |    1 |     0 |       100 |        NIST |
|  Th II |  3309.0373 |    1 |     0 |        68 |        NIST |
|  Th II |  3309.4263 |    1 |     0 |       130 |        NIST |
|  Th II |  3309.9685 |    1 |     0 |        54 |        NIST |
|  Th II |  3310.0882 |    1 |     0 |       290 | NIST+MURPHY |
|  Ar II |  3310.2923 |    1 |     0 |         4 |        NIST |
|   Th I |  3310.3179 |    1 |     0 |      3200 | NIST+MURPHY |
|  Th II |  3310.9539 |    1 |     0 |        27 |        NIST |
|  Th II |  3311.2018 |    1 |     0 |       290 |        NIST |
|   Th I |  3311.2353 |    1 |     0 |        62 |        NIST |
|   Th I |  3311.3986 |    1 |     0 |       110 |        NIST |
|  Th II |  3311.4500 |    1 |     0 |       490 |        NIST |
|   Th I |  3311.5892 |    1 |     0 |       350 |        NIST |
|   Th I |  3311.7660 |    1 |     0 |        88 |        NIST |
|   Th I |  3311.8750 |    1 |     0 |        18 |        NIST |
|  Th II |  3311.8991 |    1 |     0 |        32 |        NIST |
|  Th II |  3312.0085 |    1 |     0 |        72 |        NIST |
|  Th II |  3313.0291 |    1 |     0 |        96 |        NIST |
|  Th II |  3313.6334 |    1 |     0 |       130 |        NIST |
|  Ar II |  3313.6500 |    1 |     0 |         0 |        NIST |
|  Th II |  3313.9895 |    1 |     0 |        52 |        NIST |
|   Th I |  3314.0238 |    1 |     0 |       230 | NIST+MURPHY |
|   Th I |  3314.1046 |    1 |     0 |        11 |        NIST |
|   Th I |  3314.3206 |    1 |     0 |        59 |        NIST |
|   Th I |  3314.5999 |    1 |     0 |       960 |        NIST |
|   Th I |  3314.6978 |    1 |     0 |        47 |        NIST |
|  Th II |  3314.9482 |    1 |     0 |        92 | NIST+MURPHY |
|  Th II |  3315.1408 |    1 |     0 |        13 |        NIST |
|  Th II |  3315.2577 |    1 |     0 |        51 |        NIST |
|  Th II |  3315.3514 |    1 |     0 |        96 |        NIST |
|  Th II |  3315.4949 |    1 |     0 |        19 |        NIST |
|   Th I |  3315.7444 |    1 |     0 |       320 |        NIST |
|  Th II |  3315.7807 |    1 |     0 |       650 |        NIST |
|  Th II |  3316.1631 |    1 |     0 |        62 |        NIST |
|  Th II |  3316.5142 |    1 |     0 |        66 |        NIST |
|  Th II |  3316.7854 |    1 |     0 |        61 |        NIST |
|   Th I |  3316.8010 |    1 |     0 |        98 |        NIST |
|  Th II |  3316.9253 |    1 |     0 |        26 |        NIST |
|  Th II |  3317.1693 |    1 |     0 |       670 |        NIST |
|  Th II |  3318.5130 |    1 |     0 |        93 | NIST+MURPHY |
|  Th II |  3318.7002 |    1 |     0 |       160 |        NIST |
|  Ar II |  3318.7800 |    1 |     0 |         3 |        NIST |
|  Th II |  3318.9728 |    1 |     0 |        13 |        NIST |
|  Th II |  3319.0728 |    1 |     0 |        33 |        NIST |
|  Th II |  3319.1931 |    1 |     0 |       380 |        NIST |
|   Th I |  3319.3449 |    1 |     0 |       200 | NIST+MURPHY |
|   Th I |  3319.8376 |    1 |     0 |        68 |        NIST |
|  Th II |  3319.8700 |    1 |     0 |        26 |        NIST |
|  Th II |  3319.9114 |    1 |     0 |        74 |        NIST |
|  Th II |  3319.9393 |    1 |     0 |       250 |        NIST |
|   Th I |  3320.0880 |    1 |     0 |       160 | NIST+MURPHY |
|   Th I |  3320.1041 |    1 |     0 |        60 |        NIST |
|   Ar I |  3320.3000 |    1 |     0 |         7 |        NIST |
|   Th I |  3320.5272 |    1 |     0 |       120 |        NIST |
|  Th II |  3320.5842 |    1 |     0 |       170 |        NIST |
|   Th I |  3320.8653 |    1 |     0 |       740 | NIST+MURPHY |
|  Th II |  3321.2557 |    1 |     0 |       880 | NIST+MURPHY |
|  Ar II |  3321.3300 |    1 |     0 |         2 |        NIST |
|   Th I |  3321.4316 |    1 |     0 |      1100 | NIST+MURPHY |
|   Th I |  3321.8346 |    1 |     0 |        48 |        NIST |
|   Th I |  3322.0226 |    1 |     0 |         7 |        NIST |
|  Th II |  3322.2097 |    1 |     0 |        66 |        NIST |
|  Th II |  3322.4064 |    1 |     0 |      2200 | NIST+MURPHY |
|   Th I |  3322.5297 |    1 |     0 |       970 |        NIST |
|  Th II |  3322.6627 |    1 |     0 |        26 |        NIST |
|   Th I |  3322.7908 |    1 |     0 |        12 |        NIST |
|   Th I |  3323.0490 |    1 |     0 |       770 | NIST+MURPHY |
|  Th II |  3323.4266 |    1 |     0 |        82 | NIST+MURPHY |
|   Th I |  3323.8801 |    1 |     0 |        24 |        NIST |
|   Th I |  3323.9020 |    1 |     0 |       110 |        NIST |
|  Th II |  3324.5392 |    1 |     0 |        13 |        NIST |
|  Ar II |  3325.1840 |    1 |     0 |         2 |        NIST |
|  Th II |  3325.7091 |    1 |     0 |      2500 | NIST+MURPHY |
|  Th II |  3326.0772 |    1 |     0 |      6600 | NIST+MURPHY |
| UNKNWN |  3326.9226 |    0 |     0 |         1 |      MURPHY |
|  Th II |  3327.4221 |    1 |     0 |       290 | NIST+MURPHY |
|  Th II |  3327.8726 |    1 |     0 |        60 |        NIST |
|  Th II |  3327.9981 |    1 |     0 |        13 |        NIST |
|   Th I |  3328.1501 |    1 |     0 |      1500 | NIST+MURPHY |
|  Th II |  3328.3493 |    1 |     0 |        27 |        NIST |
| UNKNWN |  3328.6700 |    0 |     0 |         1 |      MURPHY |
|  Th II |  3329.2133 |    1 |     0 |       140 |        NIST |
|  Th II |  3329.2480 |    1 |     0 |        85 |        NIST |
|   Th I |  3329.5655 |    1 |     0 |         9 |        NIST |
|  Th II |  3329.6256 |    1 |     0 |        34 |        NIST |
|  Th II |  3329.6455 |    1 |     0 |         6 |        NIST |
|  Th II |  3329.8026 |    1 |     0 |        13 |        NIST |
|  Th II |  3329.9336 |    1 |     0 |       140 |        NIST |
|   Th I |  3329.9547 |    1 |     0 |        24 |        NIST |
|  Th II |  3330.3377 |    1 |     0 |        20 |        NIST |
|   Th I |  3330.6860 |    1 |     0 |       730 | NIST+MURPHY |
|  Th II |  3331.3369 |    1 |     0 |         0 |        NIST |
|   Th I |  3331.4348 |    1 |     0 |     10000 | NIST+MURPHY |
|   Th I |  3331.9343 |    1 |     0 |       170 |        NIST |
|  Th II |  3332.1657 |    1 |     0 |        67 |        NIST |
|  Th II |  3332.3873 |    1 |     0 |        13 |        NIST |
|   Th I |  3332.6845 |    1 |     0 |       110 |        NIST |
|  Th II |  3333.0322 |    1 |     0 |        55 |        NIST |
|  Th II |  3333.3574 |    1 |     0 |       160 |        NIST |
|  Th II |  3333.4185 |    1 |     0 |        19 |        NIST |
|   Th I |  3333.4372 |    1 |     0 |       180 |        NIST |
|  Th II |  3333.4906 |    1 |     0 |        33 |        NIST |
|   Th I |  3334.0875 |    1 |     0 |      4800 | NIST+MURPHY |
|  Th II |  3334.3416 |    1 |     0 |        66 | NIST+MURPHY |
|   Th I |  3334.5298 |    1 |     0 |        24 |        NIST |
|  Th II |  3334.9279 |    1 |     0 |        52 |        NIST |
|  Th II |  3335.0115 |    1 |     0 |       110 |        NIST |
|  Th II |  3335.5630 |    1 |     0 |      2700 | NIST+MURPHY |
|  Th II |  3335.8381 |    1 |     0 |        26 |        NIST |
|  Th II |  3336.0229 |    1 |     0 |       510 |        NIST |
|   Th I |  3336.0655 |    1 |     0 |        62 |        NIST |
|   Th I |  3336.1982 |    1 |     0 |       300 | NIST+MURPHY |
| UNKNWN |  3336.4334 |    0 |     0 |         1 |      MURPHY |
|  Th II |  3336.5353 |    1 |     0 |        13 |        NIST |
|   Th I |  3336.6539 |    1 |     0 |       120 |        NIST |
|   Th I |  3337.0334 |    1 |     0 |       370 |        NIST |
|  Th II |  3337.1211 |    1 |     0 |       110 |        NIST |
| UNKNWN |  3337.5298 |    0 |     0 |         1 |      MURPHY |
|  Th II |  3337.7353 |    1 |     0 |        99 |        NIST |
|  Th II |  3337.9787 |    1 |     0 |         6 |        NIST |
|  Ar II |  3338.0760 |    1 |     0 |         0 |        NIST |
|  Th II |  3338.1191 |    1 |     0 |       170 |        NIST |
|   Th I |  3338.2353 |    1 |     0 |       210 |        NIST |
|  Th II |  3338.4375 |    1 |     0 |       120 |        NIST |
|   Th I |  3338.4648 |    1 |     0 |        24 |        NIST |
|  Th II |  3338.6436 |    1 |     0 |        53 |        NIST |
|  Th II |  3338.7387 |    1 |     0 |        77 |        NIST |
|  Th II |  3338.8301 |    1 |     0 |      2500 | NIST+MURPHY |
|  Th II |  3339.3569 |    1 |     0 |       400 | NIST+MURPHY |
|  Th II |  3339.5579 |    1 |     0 |       360 |        NIST |
|  Ar II |  3339.7826 |    1 |     0 |         7 | NIST+MURPHY |
|  Th II |  3339.7897 |    1 |     0 |        92 |        NIST |
|  Th II |  3341.0574 |    1 |     0 |        13 |        NIST |
|   Th I |  3341.6859 |    1 |     0 |       680 | NIST+MURPHY |
| UNKNWN |  3342.3596 |    0 |     0 |         1 |      MURPHY |
|  Ar II |  3342.4680 |    1 |     0 |         3 |        NIST |
|   Th I |  3342.5108 |    1 |     0 |        24 |        NIST |
|  Ar II |  3342.7015 |    0 |     0 |         1 |      MURPHY |
|  Ar II |  3342.7070 |    1 |     0 |         6 |        NIST |
|   Th I |  3343.0299 |    1 |     0 |       490 |        NIST |
|  Th II |  3343.1292 |    1 |     0 |       370 |        NIST |
|  Th II |  3343.1998 |    1 |     0 |        72 |        NIST |
|   Th I |  3344.1255 |    1 |     0 |       360 |        NIST |
|  Th II |  3344.2187 |    1 |     0 |       190 |        NIST |
|   Th I |  3344.2428 |    1 |     0 |       110 |        NIST |
|   Th I |  3344.3046 |    1 |     0 |       200 |        NIST |
|   Th I |  3344.4600 |    1 |     0 |       130 |        NIST |
|  Th II |  3344.5063 |    1 |     0 |        19 |        NIST |
|  Th II |  3344.5795 |    1 |     0 |       650 | NIST+MURPHY |
|  Th II |  3344.7742 |    1 |     0 |       110 | NIST+MURPHY |
|   Th I |  3345.2715 |    1 |     0 |        49 |        NIST |
|  Th II |  3345.6317 |    1 |     0 |         6 |        NIST |
|  Th II |  3345.8328 |    1 |     0 |       190 |        NIST |
|  Th II |  3345.8506 |    1 |     0 |       200 |        NIST |
|  Th II |  3346.0237 |    1 |     0 |        64 |        NIST |
|   Th I |  3346.1324 |    1 |     0 |       230 |        NIST |
|  Th II |  3346.3459 |    1 |     0 |        33 |        NIST |
|   Th I |  3346.7840 |    1 |     0 |       490 |        NIST |
|   Th I |  3346.8130 |    1 |     0 |       490 |        NIST |
|  Th II |  3347.5179 |    1 |     0 |       550 | NIST+MURPHY |
|  Th II |  3347.7079 |    1 |     0 |        50 |        NIST |
|   Th I |  3347.9269 |    1 |     0 |       220 |        NIST |
|   Th I |  3347.9553 |    1 |     0 |        84 |        NIST |
|  Th II |  3348.2415 |    1 |     0 |        55 |        NIST |
|   Th I |  3348.3659 |    1 |     0 |       140 |        NIST |
|  Th II |  3348.4403 |    1 |     0 |        20 |        NIST |
|  Th II |  3348.5396 |    1 |     0 |       170 | NIST+MURPHY |
|  Th II |  3348.6405 |    1 |     0 |        13 |        NIST |
|  Ar II |  3348.6560 |    1 |     0 |         1 |        NIST |
|   Th I |  3349.2515 |    1 |     0 |        76 |        NIST |
|   Th I |  3349.7309 |    1 |     0 |      9400 |        NIST |
|   Th I |  3349.7534 |    1 |     0 |      1400 |        NIST |
|  Th II |  3349.9164 |    1 |     0 |       510 |        NIST |
|  Th II |  3349.9556 |    1 |     0 |        54 |        NIST |
|  Th II |  3350.2921 |    1 |     0 |       270 |        NIST |
|   Th I |  3350.7629 |    1 |     0 |        99 |        NIST |
|   Th I |  3350.7871 |    1 |     0 |        88 |        NIST |
|  Th II |  3350.8342 |    1 |     0 |       230 |        NIST |
|  Th II |  3350.8460 |    1 |     0 |        68 |        NIST |
|  Th II |  3351.1622 |    1 |     0 |       110 |        NIST |
|  Th II |  3351.2710 |    1 |     0 |        34 |        NIST |
|   Th I |  3351.3143 |    1 |     0 |       240 |        NIST |
|  Ar II |  3351.8870 |    1 |     0 |       129 | NIST+MURPHY |
|  Th II |  3352.1123 |    1 |     0 |       200 |        NIST |
|  Th II |  3352.1917 |    1 |     0 |      5200 | NIST+MURPHY |
|  Th II |  3352.2513 |    1 |     0 |       340 |        NIST |
|  Th II |  3352.4844 |    1 |     0 |        98 |        NIST |
|  Th II |  3352.5573 |    1 |     0 |       130 |        NIST |
|   Th I |  3352.7164 |    1 |     0 |         7 |        NIST |
|   Th I |  3352.9994 |    1 |     0 |       110 |        NIST |
|  Th II |  3353.3786 |    1 |     0 |        34 |        NIST |
|  Th II |  3354.1036 |    1 |     0 |       120 |        NIST |
|  Th II |  3354.1237 |    1 |     0 |        54 |        NIST |
|  Th II |  3354.9122 |    1 |     0 |       290 | NIST+MURPHY |
|  Th II |  3355.1434 |    1 |     0 |      1300 | NIST+MURPHY |
|   Th I |  3355.4811 |    1 |     0 |        73 |        NIST |
|  Th II |  3355.5825 |    1 |     0 |       420 | NIST+MURPHY |
|  Th II |  3355.7432 |    1 |     0 |        64 |        NIST |
|  Th II |  3355.8002 |    1 |     0 |        34 |        NIST |
|   Th I |  3356.0702 |    1 |     0 |      1000 | NIST+MURPHY |
|  Th II |  3356.2228 |    1 |     0 |       400 | NIST+MURPHY |
|  Th II |  3356.5324 |    1 |     0 |       900 | NIST+MURPHY |
|  Th II |  3356.5539 |    1 |     0 |        87 |        NIST |
|  Th II |  3356.9367 |    1 |     0 |       100 |        NIST |
|  Th II |  3357.2266 |    1 |     0 |        55 |        NIST |
|   Th I |  3357.6633 |    1 |     0 |        97 |        NIST |
|  Th II |  3357.7889 |    1 |     0 |       340 |        NIST |
|  Th II |  3357.8310 |    1 |     0 |        53 |        NIST |
|  Th II |  3357.8527 |    1 |     0 |        69 |        NIST |
|   Th I |  3357.9507 |    1 |     0 |        19 |        NIST |
|  Th II |  3358.0227 |    1 |     0 |       130 | NIST+MURPHY |
|  Th II |  3358.1998 |    1 |     0 |       150 | NIST+MURPHY |
|  Th II |  3358.3702 |    1 |     0 |        70 |        NIST |
|  Th II |  3358.7299 |    1 |     0 |        55 |        NIST |
|  Th II |  3359.5670 |    1 |     0 |      3600 | NIST+MURPHY |
|  Th II |  3360.0252 |    1 |     0 |       100 | NIST+MURPHY |
|  Th II |  3360.5546 |    1 |     0 |        59 |        NIST |
|  Th II |  3360.5728 |    1 |     0 |        61 |        NIST |
|  Th II |  3360.7221 |    1 |     0 |       180 | NIST+MURPHY |
