|  ion |        wave | NIST | amplitude | Instr |          Source |
| ThII | 4236.176454 |    1 |      3890 |    32 | Louis_Pepe_2007 |
|  ThI | 4236.656438 |    1 |    824528 |    32 | Louis_Pepe_2007 |
|  ThI | 4238.729314 |    1 |       757 |    32 | Louis_Pepe_2007 |
|  ThI | 4240.466199 |    1 |      1168 |    32 | Louis_Pepe_2007 |
| ThII | 4241.788678 |    1 |      6871 |    32 | Louis_Pepe_2007 |
|  ThI | 4242.289073 |    1 |     31822 |    32 | Louis_Pepe_2007 |
|  ThI | 4242.894609 |    1 |      2114 |    32 | Louis_Pepe_2007 |
| ThII | 4243.914485 |    1 |      3852 |    32 | Louis_Pepe_2007 |
|  ThI | 4244.455739 |    1 |     14756 |    32 | Louis_Pepe_2007 |
| ThII | 4245.119498 |    1 |      5443 |    32 | Louis_Pepe_2007 |
|  ThI | 4245.215177 |    1 |      2531 |    32 | Louis_Pepe_2007 |
|  ThI |  4246.75255 |    1 |      8041 |    32 | Louis_Pepe_2007 |
|  ThI | 4247.517776 |    1 |      2948 |    32 | Louis_Pepe_2007 |
|  ThI | 4248.484368 |    1 |      2494 |    32 | Louis_Pepe_2007 |
|  ThI | 4248.548755 |    1 |      2117 |    32 | Louis_Pepe_2007 |
| ThII | 4248.794634 |    1 |     16188 |    32 | Louis_Pepe_2007 |
|  ThI | 4249.054531 |    1 |      9275 |    32 | Louis_Pepe_2007 |
| ThII | 4249.183637 |    1 |     18887 |    32 | Louis_Pepe_2007 |
|  ThI | 4249.377791 |    1 |       988 |    32 | Louis_Pepe_2007 |
|  ThI | 4249.471365 |    1 |       741 |    32 | Louis_Pepe_2007 |
|  ThI | 4249.586551 |    1 |     34183 |    32 | Louis_Pepe_2007 |
|  ThI | 4249.714736 |    1 |      8844 |    32 | Louis_Pepe_2007 |
|  ThI | 4250.672218 |    1 |      8808 |    32 | Louis_Pepe_2007 |
| ThII |  4250.87576 |    1 |      5354 |    32 | Louis_Pepe_2007 |
|  ThI | 4251.971868 |    1 |     39130 |    32 | Louis_Pepe_2007 |
|  ThI | 4252.036576 |    1 |      3552 |    32 | Louis_Pepe_2007 |
|  ThI | 4252.277634 |    1 |      2773 |    32 | Louis_Pepe_2007 |
|  ArI | 4252.381382 |    1 |    279492 |    32 | Louis_Pepe_2007 |
|  ThI | 4252.483274 |    1 |     15679 |    32 | Louis_Pepe_2007 |
|  ThI |  4252.61861 |    1 |      2227 |    32 | Louis_Pepe_2007 |
|  ThI | 4254.736232 |    1 |     63901 |    32 | Louis_Pepe_2007 |
| ThII | 4255.065261 |    1 |      3715 |    32 | Louis_Pepe_2007 |
| ThII | 4255.215283 |    1 |       592 |    32 | Louis_Pepe_2007 |
|  ThI | 4255.575058 |    1 |      4500 |    32 | Louis_Pepe_2007 |
| ThII | 4255.649985 |    1 |      3100 |    32 | Louis_Pepe_2007 |
|  ThI | 4257.451761 |    1 |    148569 |    32 | Louis_Pepe_2007 |
|  ThI | 4259.718661 |    1 |     83044 |    32 | Louis_Pepe_2007 |
|  ThI |  4261.33509 |    1 |      3246 |    32 | Louis_Pepe_2007 |
|  ThI | 4261.531704 |    1 |     73659 |    32 | Louis_Pepe_2007 |
|  ThI | 4262.004797 |    1 |      3833 |    32 | Louis_Pepe_2007 |
| ThII | 4262.474593 |    1 |      6723 |    32 | Louis_Pepe_2007 |
|  ThI | 4262.692189 |    1 |      7436 |    32 | Louis_Pepe_2007 |
| ThII | 4263.942724 |    1 |       844 |    32 | Louis_Pepe_2007 |
|  ThI | 4264.421012 |    1 |      1750 |    32 | Louis_Pepe_2007 |
| ThII | 4264.556249 |    1 |      7838 |    32 | Louis_Pepe_2007 |
| ThII | 4265.306985 |    1 |      3201 |    32 | Louis_Pepe_2007 |
|  ThI |  4265.54071 |    1 |     12303 |    32 | Louis_Pepe_2007 |
| ThII | 4266.692291 |    1 |      1210 |    32 | Louis_Pepe_2007 |
|  ArI | 4267.487209 |    1 |   1103984 |    32 | Louis_Pepe_2007 |
| ArII | 4267.728139 |    1 |    450419 |    32 | Louis_Pepe_2007 |
|  ThI | 4270.266274 |    1 |      7552 |    32 | Louis_Pepe_2007 |
|  ThI | 4271.143995 |    1 |     37663 |    32 | Louis_Pepe_2007 |
| ThII | 4271.530344 |    1 |      5166 |    32 | Louis_Pepe_2007 |
|  ThI | 4271.936854 |    1 |      6747 |    32 | Louis_Pepe_2007 |
| ThII | 4272.754541 |    1 |      1246 |    32 | Louis_Pepe_2007 |
|  ThI |  4274.07683 |    1 |     67958 |    32 | Louis_Pepe_2007 |
| ThII | 4274.560049 |    1 |     85285 |    32 | Louis_Pepe_2007 |
|  ThI |  4275.11061 |    1 |      1659 |    32 | Louis_Pepe_2007 |
| ThII | 4275.227618 |    1 |     15302 |    32 | Louis_Pepe_2007 |
|  ThI | 4275.425248 |    1 |      3198 |    32 | Louis_Pepe_2007 |
|  ThI | 4275.557224 |    1 |      6807 |    32 | Louis_Pepe_2007 |
|  ThI | 4276.772669 |    1 |      2160 |    32 | Louis_Pepe_2007 |
| ThII | 4278.010705 |    1 |     25978 |    32 | Louis_Pepe_2007 |
| ThII | 4278.242724 |    1 |      2953 |    32 | Louis_Pepe_2007 |
|  ThI | 4278.363481 |    1 |      4949 |    32 | Louis_Pepe_2007 |
|  ThI | 4279.526822 |    1 |     76993 |    32 | Louis_Pepe_2007 |
| ThII | 4279.714299 |    1 |       850 |    32 | Louis_Pepe_2007 |
|  ThI |  4280.26325 |    1 |      6796 |    32 | Louis_Pepe_2007 |
|  ThI | 4280.485971 |    1 |      2065 |    32 | Louis_Pepe_2007 |
|  ThI | 4280.842335 |    1 |      2694 |    32 | Louis_Pepe_2007 |
|  ThI |  4281.52575 |    1 |      1094 |    32 | Louis_Pepe_2007 |
|  ThI | 4281.771524 |    1 |     79417 |    32 | Louis_Pepe_2007 |
| ThII | 4282.272795 |    1 |     50830 |    32 | Louis_Pepe_2007 |
| ThII | 4282.619491 |    1 |     27875 |    32 | Louis_Pepe_2007 |
|  ThI | 4283.081197 |    1 |      7285 |    32 | Louis_Pepe_2007 |
| ThII | 4283.246979 |    1 |    190894 |    32 | Louis_Pepe_2007 |
|  ThI | 4283.295345 |    1 |     51988 |    32 | Louis_Pepe_2007 |
| ArII | 4284.102831 |    1 |    126706 |    32 | Louis_Pepe_2007 |
| ThII | 4284.723511 |    1 |     14895 |    32 | Louis_Pepe_2007 |
|  ThI | 4286.605779 |    1 |      1425 |    32 | Louis_Pepe_2007 |
| ThII | 4286.662731 |    1 |      1025 |    32 | Louis_Pepe_2007 |
|  ThI |   4287.1457 |    1 |      4862 |    32 | Louis_Pepe_2007 |
|  ThI | 4287.434025 |    1 |     37175 |    32 | Louis_Pepe_2007 |
| ArII | 4287.561745 |    1 |      6408 |    32 | Louis_Pepe_2007 |
| ThII | 4287.906091 |    1 |      1985 |    32 | Louis_Pepe_2007 |
| ThII | 4289.254106 |    1 |      4187 |    32 | Louis_Pepe_2007 |
|  ThI | 4289.676091 |    1 |     19001 |    32 | Louis_Pepe_2007 |
|  ThI | 4289.875435 |    1 |     64693 |    32 | Louis_Pepe_2007 |
|  ThI | 4290.414868 |    1 |      1957 |    32 | Louis_Pepe_2007 |
|  ThI | 4290.623369 |    1 |      2126 |    32 | Louis_Pepe_2007 |
|  ThI | 4290.861899 |    1 |     22020 |    32 | Louis_Pepe_2007 |
|  ThI | 4291.600596 |    1 |     12828 |    32 | Louis_Pepe_2007 |
| ThII | 4292.591442 |    1 |      1404 |    32 | Louis_Pepe_2007 |
|  ThI | 4292.840087 |    1 |      3909 |    32 | Louis_Pepe_2007 |
|  ThI | 4293.017184 |    1 |     84477 |    32 | Louis_Pepe_2007 |
|  ThI | 4293.513859 |    1 |      5810 |    32 | Louis_Pepe_2007 |
|  ThI | 4295.233837 |    1 |      2376 |    32 | Louis_Pepe_2007 |
|  ThI | 4295.927871 |    1 |     20945 |    32 | Louis_Pepe_2007 |
| ThII | 4296.246633 |    1 |      3231 |    32 | Louis_Pepe_2007 |
| ThII | 4296.334029 |    1 |      2688 |    32 | Louis_Pepe_2007 |
|  ThI | 4296.445475 |    1 |      3387 |    32 | Louis_Pepe_2007 |
|  ThI | 4296.793327 |    1 |     22079 |    32 | Louis_Pepe_2007 |
|  ThI | 4297.024262 |    1 |      8474 |    32 | Louis_Pepe_2007 |
|  ThI | 4297.569628 |    1 |       958 |    32 | Louis_Pepe_2007 |
|  ThI | 4298.515878 |    1 |     84620 |    32 | Louis_Pepe_2007 |
| ThII | 4298.581508 |    1 |      4122 |    32 | Louis_Pepe_2007 |
|  ThI |  4299.33183 |    1 |      5839 |    32 | Louis_Pepe_2007 |
|  ThI | 4299.393521 |    1 |      2358 |    32 | Louis_Pepe_2007 |
|  ThI | 4299.773662 |    1 |      1812 |    32 | Louis_Pepe_2007 |
| ThII |  4300.03794 |    1 |      2572 |    32 | Louis_Pepe_2007 |
| ThII | 4300.098503 |    1 |      2658 |    32 | Louis_Pepe_2007 |
|  ThI | 4300.843753 |    1 |     51615 |    32 | Louis_Pepe_2007 |
|  ThI | 4301.049177 |    1 |    114409 |    32 | Louis_Pepe_2007 |
| ArII | 4301.859732 |    1 |    203270 |    32 | Louis_Pepe_2007 |
| ThII | 4302.497458 |    1 |       376 |    32 | Louis_Pepe_2007 |
|  ThI | 4303.430245 |    1 |      1228 |    32 | Louis_Pepe_2007 |
|  ThI | 4305.199872 |    1 |     18084 |    32 | Louis_Pepe_2007 |
|  ThI | 4305.502455 |    1 |      1180 |    32 | Louis_Pepe_2007 |
|  ThI | 4306.014097 |    1 |      2223 |    32 | Louis_Pepe_2007 |
|  ThI |   4306.0794 |    1 |      2151 |    32 | Louis_Pepe_2007 |
|  ThI | 4306.167416 |    1 |     26661 |    32 | Louis_Pepe_2007 |
|  ThI | 4307.576589 |    1 |     16819 |    32 | Louis_Pepe_2007 |
|  ThI | 4308.387577 |    1 |    173799 |    32 | Louis_Pepe_2007 |
|  ThI | 4309.333556 |    1 |     64216 |    32 | Louis_Pepe_2007 |
|  ThI | 4309.765925 |    1 |      6903 |    32 | Louis_Pepe_2007 |
|  ThI | 4309.811583 |    1 |     24213 |    32 | Louis_Pepe_2007 |
| ArII | 4310.305917 |    1 |    116797 |    32 | Louis_Pepe_2007 |
|  ThI | 4311.098996 |    1 |     69645 |    32 | Louis_Pepe_2007 |
| ThII | 4311.204888 |    1 |     27678 |    32 | Louis_Pepe_2007 |
|  ThI | 4311.311553 |    1 |      1239 |    32 | Louis_Pepe_2007 |
| ThII | 4311.395731 |    1 |      1492 |    32 | Louis_Pepe_2007 |
|  ThI | 4312.169453 |    1 |      4714 |    32 | Louis_Pepe_2007 |
|  ThI | 4312.274392 |    1 |     10699 |    32 | Louis_Pepe_2007 |
|  ThI | 4312.449548 |    1 |      2935 |    32 | Louis_Pepe_2007 |
|  ThI | 4312.788632 |    1 |     19068 |    32 | Louis_Pepe_2007 |
|  ThI | 4312.840335 |    1 |     11070 |    32 | Louis_Pepe_2007 |
|  ThI | 4313.011992 |    1 |     77116 |    32 | Louis_Pepe_2007 |
| ThII | 4314.523422 |    1 |      7135 |    32 | Louis_Pepe_2007 |
|  ThI | 4314.815646 |    1 |     10868 |    32 | Louis_Pepe_2007 |
|  ThI | 4314.991701 |    1 |      3335 |    32 | Louis_Pepe_2007 |
| ThII | 4315.225137 |    1 |      3470 |    32 | Louis_Pepe_2007 |
|  ThI | 4315.267435 |    1 |      2596 |    32 | Louis_Pepe_2007 |
|  ThI | 4315.710602 |    1 |       733 |    32 | Louis_Pepe_2007 |
|  ThI | 4316.262377 |    1 |      4526 |    32 | Louis_Pepe_2007 |
|  ThI | 4316.468099 |    1 |    274542 |    32 | Louis_Pepe_2007 |
| ThII | 4316.797536 |    1 |       509 |    32 | Louis_Pepe_2007 |
| ThII |  4316.92296 |    1 |      1511 |    32 | Louis_Pepe_2007 |
|  ThI | 4317.324082 |    1 |     15962 |    32 | Louis_Pepe_2007 |
|  ThI | 4317.434631 |    1 |      1090 |    32 | Louis_Pepe_2007 |
| ThII |  4318.44125 |    1 |       655 |    32 | Louis_Pepe_2007 |
|  ThI | 4319.055811 |    1 |      5151 |    32 | Louis_Pepe_2007 |
| ThII | 4319.508519 |    1 |      4748 |    32 | Louis_Pepe_2007 |
| ThII |  4319.63012 |    1 |     75970 |    32 | Louis_Pepe_2007 |
|  ThI | 4319.738821 |    1 |      2111 |    32 | Louis_Pepe_2007 |
| ThII | 4320.312838 |    1 |      3626 |    32 | Louis_Pepe_2007 |
|  ThI | 4320.407641 |    1 |      1487 |    32 | Louis_Pepe_2007 |
| ThII |  4321.34134 |    1 |     60621 |    32 | Louis_Pepe_2007 |
| ThII |  4321.66597 |    1 |      2227 |    32 | Louis_Pepe_2007 |
|  ThI | 4321.953969 |    1 |     10577 |    32 | Louis_Pepe_2007 |
|  ThI | 4322.439383 |    1 |       406 |    32 | Louis_Pepe_2007 |
|  ThI | 4322.941945 |    1 |      1742 |    32 | Louis_Pepe_2007 |
|  ThI | 4324.850855 |    1 |      1576 |    32 | Louis_Pepe_2007 |
|  ThI | 4326.116074 |    1 |      2835 |    32 | Louis_Pepe_2007 |
|  ThI |  4326.49053 |    1 |     39475 |    32 | Louis_Pepe_2007 |
|  ThI | 4327.076304 |    1 |     14733 |    32 | Louis_Pepe_2007 |
| ThII | 4328.446831 |    1 |     11422 |    32 | Louis_Pepe_2007 |
| ArII | 4328.554078 |    1 |      2193 |    32 | Louis_Pepe_2007 |
|  ThI | 4328.932065 |    1 |     12337 |    32 | Louis_Pepe_2007 |
|  ThI | 4329.199965 |    1 |      1649 |    32 | Louis_Pepe_2007 |
| ThII | 4329.906051 |    1 |      3252 |    32 | Louis_Pepe_2007 |
|  ThI | 4330.132665 |    1 |    281603 |    32 | Louis_Pepe_2007 |
| ArII | 4330.655547 |    1 |     19633 |    32 | Louis_Pepe_2007 |
| ThII | 4330.708948 |    1 |      7208 |    32 | Louis_Pepe_2007 |
|  ThI |  4331.42968 |    1 |      6902 |    32 | Louis_Pepe_2007 |
|  ThI |  4331.62895 |    1 |     17954 |    32 | Louis_Pepe_2007 |
|  ThI | 4331.784842 |    1 |      1076 |    32 | Louis_Pepe_2007 |
|  ThI |  4332.06185 |    1 |     90260 |    32 | Louis_Pepe_2007 |
|  ThI | 4332.799971 |    1 |      1345 |    32 | Louis_Pepe_2007 |
| ArII | 4333.247897 |    1 |    223182 |    32 | Louis_Pepe_2007 |
|  ThI | 4333.557239 |    1 |     17834 |    32 | Louis_Pepe_2007 |
|  ThI | 4334.503272 |    1 |      2855 |    32 | Louis_Pepe_2007 |
| ThII | 4335.155475 |    1 |      2944 |    32 | Louis_Pepe_2007 |
|  ThI | 4337.211877 |    1 |       830 |    32 | Louis_Pepe_2007 |
|  ThI | 4338.207657 |    1 |      7897 |    32 | Louis_Pepe_2007 |
| ArII | 4338.290236 |    1 |    140086 |    32 | Louis_Pepe_2007 |
|  ThI | 4338.496564 |    1 |    471330 |    32 | Louis_Pepe_2007 |
|  ThI | 4338.858032 |    1 |      1474 |    32 | Louis_Pepe_2007 |
| ThII | 4339.086539 |    1 |       430 |    32 | Louis_Pepe_2007 |
|  ThI | 4339.327356 |    1 |     51397 |    32 | Louis_Pepe_2007 |
| ArII | 4339.450168 |    1 |      7527 |    32 | Louis_Pepe_2007 |
|  ThI | 4340.594993 |    1 |      4207 |    32 | Louis_Pepe_2007 |
|  ThI | 4341.091925 |    1 |     11070 |    32 | Louis_Pepe_2007 |
|  ThI | 4341.148776 |    1 |      1292 |    32 | Louis_Pepe_2007 |
|  ThI | 4342.115542 |    1 |     85493 |    32 | Louis_Pepe_2007 |
|  ThI | 4343.269313 |    1 |      3303 |    32 | Louis_Pepe_2007 |
|  ThI | 4343.664754 |    1 |    244032 |    32 | Louis_Pepe_2007 |
|  ThI |  4343.89608 |    1 |      7035 |    32 | Louis_Pepe_2007 |
|  ThI | 4344.194038 |    1 |      1782 |    32 | Louis_Pepe_2007 |
|  ThI |  4344.60283 |    1 |     21166 |    32 | Louis_Pepe_2007 |
| ThII | 4344.824759 |    1 |      3895 |    32 | Louis_Pepe_2007 |
| ThII | 4345.172627 |    1 |     33874 |    32 | Louis_Pepe_2007 |
| ThII | 4345.547773 |    1 |     82031 |    32 | Louis_Pepe_2007 |
|  ThI | 4346.857509 |    1 |      9306 |    32 | Louis_Pepe_2007 |
|  ThI |  4346.92386 |    1 |      5167 |    32 | Louis_Pepe_2007 |
|  ThI | 4347.073013 |    1 |     23819 |    32 | Louis_Pepe_2007 |
| ArII | 4347.117463 |    1 |     12026 |    32 | Louis_Pepe_2007 |
| ThII | 4348.417058 |    1 |      1391 |    32 | Louis_Pepe_2007 |
| ThII | 4348.468606 |    1 |      1913 |    32 | Louis_Pepe_2007 |
|  ThI | 4348.860886 |    1 |      6045 |    32 | Louis_Pepe_2007 |
|  ThI | 4350.294656 |    1 |    176754 |    32 | Louis_Pepe_2007 |
|  ThI | 4350.566588 |    1 |      1983 |    32 | Louis_Pepe_2007 |
|  ThI |  4350.85265 |    1 |      3757 |    32 | Louis_Pepe_2007 |
|  ThI | 4351.494431 |    1 |     15258 |    32 | Louis_Pepe_2007 |
|  ThI |  4352.24231 |    1 |      2661 |    32 | Louis_Pepe_2007 |
|  ThI | 4353.835309 |    1 |     58979 |    32 | Louis_Pepe_2007 |
| ThII | 4354.043021 |    1 |      3106 |    32 | Louis_Pepe_2007 |
|  ThI | 4354.538291 |    1 |      4883 |    32 | Louis_Pepe_2007 |
|  ThI | 4354.672511 |    1 |    214246 |    32 | Louis_Pepe_2007 |
|  ThI | 4355.706655 |    1 |     25328 |    32 | Louis_Pepe_2007 |
| ThII | 4356.544413 |    1 |     13753 |    32 | Louis_Pepe_2007 |
|  ThI | 4357.268609 |    1 |     18047 |    32 | Louis_Pepe_2007 |
| ThII | 4358.838232 |    1 |     18628 |    32 | Louis_Pepe_2007 |
|  ThI | 4359.199296 |    1 |      1387 |    32 | Louis_Pepe_2007 |
|  ThI |  4359.30569 |    1 |      2728 |    32 | Louis_Pepe_2007 |
|  ThI | 4359.545255 |    1 |     82459 |    32 | Louis_Pepe_2007 |
|  ThI | 4360.597794 |    1 |     65616 |    32 | Louis_Pepe_2007 |
|  ThI | 4361.392744 |    1 |     20160 |    32 | Louis_Pepe_2007 |
|  ThI |  4361.94392 |    1 |      4614 |    32 | Louis_Pepe_2007 |
| ThII | 4362.532943 |    1 |      9485 |    32 | Louis_Pepe_2007 |
| ThII | 4363.021926 |    1 |      1454 |    32 | Louis_Pepe_2007 |
| ArII |  4363.29258 |    1 |    210177 |    32 | Louis_Pepe_2007 |
|  ThI | 4363.698111 |    1 |     15530 |    32 | Louis_Pepe_2007 |
|  ThI | 4363.947565 |    1 |      2000 |    32 | Louis_Pepe_2007 |
|  ThI | 4364.656927 |    1 |      2503 |    32 | Louis_Pepe_2007 |
|  ThI | 4364.725938 |    1 |      1130 |    32 | Louis_Pepe_2007 |
|  ArI | 4365.021134 |    1 |     46618 |    32 | Louis_Pepe_2007 |
|  ThI | 4365.267447 |    1 |      4823 |    32 | Louis_Pepe_2007 |
|  ThI | 4365.689451 |    1 |      2218 |    32 | Louis_Pepe_2007 |
|  ThI | 4365.735099 |    1 |      2413 |    32 | Louis_Pepe_2007 |
|  ThI | 4366.246744 |    1 |      3258 |    32 | Louis_Pepe_2007 |
|  ThI | 4367.157171 |    1 |    243751 |    32 | Louis_Pepe_2007 |
|  ThI | 4367.352508 |    1 |      4054 |    32 | Louis_Pepe_2007 |
|  ThI | 4368.036125 |    1 |       947 |    32 | Louis_Pepe_2007 |
|  ThI | 4368.417399 |    1 |      1048 |    32 | Louis_Pepe_2007 |
|  ThI | 4368.513487 |    1 |     22756 |    32 | Louis_Pepe_2007 |
|  ThI | 4368.645407 |    1 |     24146 |    32 | Louis_Pepe_2007 |
|  ThI | 4369.580831 |    1 |      1104 |    32 | Louis_Pepe_2007 |
|  ThI | 4370.220656 |    1 |      2750 |    32 | Louis_Pepe_2007 |
|  ThI |  4370.63531 |    1 |      1726 |    32 | Louis_Pepe_2007 |
|  ThI | 4370.722683 |    1 |     31319 |    32 | Louis_Pepe_2007 |
|  ThI | 4370.832978 |    1 |      5591 |    32 | Louis_Pepe_2007 |
|  ThI | 4371.103576 |    1 |    215312 |    32 | Louis_Pepe_2007 |
|  ThI | 4372.368463 |    1 |      7538 |    32 | Louis_Pepe_2007 |
| ArII | 4373.718216 |    1 |     17722 |    32 | Louis_Pepe_2007 |
|  ThI | 4373.877588 |    1 |      1578 |    32 | Louis_Pepe_2007 |
|  ThI | 4374.436946 |    1 |      3352 |    32 | Louis_Pepe_2007 |
|  ThI | 4375.241422 |    1 |     48162 |    32 | Louis_Pepe_2007 |
| ThII | 4376.014584 |    1 |     73421 |    32 | Louis_Pepe_2007 |
| ThII | 4376.259381 |    1 |      3943 |    32 | Louis_Pepe_2007 |
|  ThI | 4376.630759 |    1 |       835 |    32 | Louis_Pepe_2007 |
|  ThI | 4377.489935 |    1 |      4135 |    32 | Louis_Pepe_2007 |
| ThII | 4378.547473 |    1 |      2233 |    32 | Louis_Pepe_2007 |
|  ThI | 4378.880879 |    1 |      2655 |    32 | Louis_Pepe_2007 |
|  ThI | 4379.144473 |    1 |      3313 |    32 | Louis_Pepe_2007 |
|  ThI | 4379.407016 |    1 |    514635 |    32 | Louis_Pepe_2007 |
| ArII |  4380.44436 |    1 |     21483 |    32 | Louis_Pepe_2007 |
| ArII | 4380.897793 |    1 |    956225 |    32 | Louis_Pepe_2007 |
|  ThI | 4381.516786 |    1 |     22540 |    32 | Louis_Pepe_2007 |
|  ThI |  4381.94629 |    1 |      2270 |    32 | Louis_Pepe_2007 |
|  ThI | 4382.112793 |    1 |      2041 |    32 | Louis_Pepe_2007 |
| ThII | 4382.632455 |    1 |     48270 |    32 | Louis_Pepe_2007 |
| ThII | 4383.091148 |    1 |    255067 |    32 | Louis_Pepe_2007 |
|  ThI | 4383.434531 |    1 |      3126 |    32 | Louis_Pepe_2007 |
| ArII | 4384.984609 |    1 |     22317 |    32 | Louis_Pepe_2007 |
|  ThI | 4385.101025 |    1 |      5524 |    32 | Louis_Pepe_2007 |
|  ThI | 4385.887784 |    1 |     28789 |    32 | Louis_Pepe_2007 |
| ArII | 4386.289278 |    1 |    558737 |    32 | Louis_Pepe_2007 |
|  ThI | 4386.985842 |    1 |      6364 |    32 | Louis_Pepe_2007 |
| ArII | 4388.197876 |    1 |     15332 |    32 | Louis_Pepe_2007 |
|  ThI | 4388.967355 |    1 |     51153 |    32 | Louis_Pepe_2007 |
|  ThI | 4389.334602 |    1 |      6153 |    32 | Louis_Pepe_2007 |
| ThII | 4389.636098 |    1 |      1132 |    32 | Louis_Pepe_2007 |
| ThII |  4392.34448 |    1 |    373061 |    32 | Louis_Pepe_2007 |
|  ThI | 4392.622673 |    1 |     12998 |    32 | Louis_Pepe_2007 |
|  ThI | 4392.763599 |    1 |      6694 |    32 | Louis_Pepe_2007 |
|  ThI | 4394.208192 |    1 |    120233 |    32 | Louis_Pepe_2007 |
|  ThI | 4394.993735 |    1 |     36658 |    32 | Louis_Pepe_2007 |
| ArII | 4395.854809 |    1 |      2698 |    32 | Louis_Pepe_2007 |
|  ThI | 4396.069071 |    1 |      2590 |    32 | Louis_Pepe_2007 |
| ThII |  4396.12919 |    1 |      7363 |    32 | Louis_Pepe_2007 |
|  ThI | 4397.374504 |    1 |      5103 |    32 | Louis_Pepe_2007 |
| ThII | 4397.713268 |    1 |     13458 |    32 | Louis_Pepe_2007 |
|  ThI | 4398.244732 |    1 |      4781 |    32 | Louis_Pepe_2007 |
| ArII | 4399.033452 |    1 |      9014 |    32 | Louis_Pepe_2007 |
| ThII | 4399.150272 |    1 |     27331 |    32 | Louis_Pepe_2007 |
|  ThI | 4399.508038 |    1 |      1020 |    32 | Louis_Pepe_2007 |
|  ThI | 4400.260669 |    1 |      2209 |    32 | Louis_Pepe_2007 |
| ThII | 4400.330044 |    1 |      4726 |    32 | Louis_Pepe_2007 |
|  ThI | 4400.642348 |    1 |     10403 |    32 | Louis_Pepe_2007 |
|  ThI | 4401.205541 |    1 |     55836 |    32 | Louis_Pepe_2007 |
| ArII |  4401.33282 |    1 |    412428 |    32 | Louis_Pepe_2007 |
| ThII | 4401.621653 |    1 |      4951 |    32 | Louis_Pepe_2007 |
|  ThI | 4402.817288 |    1 |    192168 |    32 | Louis_Pepe_2007 |
|  ThI | 4403.481545 |    1 |     21193 |    32 | Louis_Pepe_2007 |
|  ThI | 4403.683875 |    1 |      2379 |    32 | Louis_Pepe_2007 |
| ThII | 4403.971585 |    1 |       843 |    32 | Louis_Pepe_2007 |
|  ThI |  4404.16351 |    1 |    438960 |    32 | Louis_Pepe_2007 |
|  ThI | 4405.349849 |    1 |     10563 |    32 | Louis_Pepe_2007 |
| ArII | 4406.140535 |    1 |     30608 |    32 | Louis_Pepe_2007 |
|  ThI | 4408.146248 |    1 |      4027 |    32 | Louis_Pepe_2007 |
|  ThI | 4409.719938 |    1 |     37639 |    32 | Louis_Pepe_2007 |
|  ThI |  4411.13737 |    1 |     28406 |    32 | Louis_Pepe_2007 |
| ThII | 4411.647062 |    1 |      1573 |    32 | Louis_Pepe_2007 |
| ThII |  4411.72627 |    1 |      2343 |    32 | Louis_Pepe_2007 |
| ThII | 4413.769098 |    1 |      7549 |    32 | Louis_Pepe_2007 |
|  ThI | 4413.807074 |    1 |     23319 |    32 | Louis_Pepe_2007 |
| ThII | 4413.978433 |    1 |     54054 |    32 | Louis_Pepe_2007 |
| ThII | 4414.039598 |    1 |      3117 |    32 | Louis_Pepe_2007 |
|  ThI | 4414.871442 |    1 |     11244 |    32 | Louis_Pepe_2007 |
|  ThI | 4415.453211 |    1 |      3003 |    32 | Louis_Pepe_2007 |
|  ThI | 4415.726077 |    1 |    160135 |    32 | Louis_Pepe_2007 |
| ThII | 4415.863039 |    1 |      1346 |    32 | Louis_Pepe_2007 |
|  ThI | 4416.006704 |    1 |      7422 |    32 | Louis_Pepe_2007 |
| ThII | 4417.478153 |    1 |     12442 |    32 | Louis_Pepe_2007 |
|  ThI | 4418.085414 |    1 |     69222 |    32 | Louis_Pepe_2007 |
| ThII | 4419.905278 |    1 |      2122 |    32 | Louis_Pepe_2007 |
| ThII | 4420.246794 |    1 |      1338 |    32 | Louis_Pepe_2007 |
|  ThI | 4421.011575 |    1 |      7119 |    32 | Louis_Pepe_2007 |
|  ThI | 4421.353845 |    1 |      6114 |    32 | Louis_Pepe_2007 |
|  ThI |  4421.49824 |    1 |     14143 |    32 | Louis_Pepe_2007 |
| ThII | 4423.073009 |    1 |      1564 |    32 | Louis_Pepe_2007 |
|  ThI | 4423.289865 |    1 |     72674 |    32 | Louis_Pepe_2007 |
| ThII | 4424.025276 |    1 |      7566 |    32 | Louis_Pepe_2007 |
|  ThI | 4424.504066 |    1 |      4281 |    32 | Louis_Pepe_2007 |
|  ThI | 4424.770281 |    1 |      3530 |    32 | Louis_Pepe_2007 |
|  ThI | 4424.962344 |    1 |     60548 |    32 | Louis_Pepe_2007 |
|  ArI | 4425.236758 |    1 |     29612 |    32 | Louis_Pepe_2007 |
|  ThI | 4425.485777 |    1 |      2617 |    32 | Louis_Pepe_2007 |
|  ThI | 4425.782213 |    1 |      2217 |    32 | Louis_Pepe_2007 |
|  ThI |  4426.07987 |    1 |     24964 |    32 | Louis_Pepe_2007 |
|  ThI |  4428.47416 |    1 |      4130 |    32 | Louis_Pepe_2007 |
|  ThI | 4428.771384 |    1 |      3105 |    32 | Louis_Pepe_2007 |
|  ThI |   4428.8103 |    1 |      1480 |    32 | Louis_Pepe_2007 |
