|  ion |        wave | NIST | amplitude | Instr |          Source |
|  ThI | 5659.204508 |    1 |      7061 |    32 | Louis_Pepe_2007 |
|  ThI | 5659.495427 |    1 |    224913 |    32 | Louis_Pepe_2007 |
|  ArI | 5660.697841 |    1 |     97815 |    32 | Louis_Pepe_2007 |
| ThII | 5661.585311 |    1 |      1889 |    32 | Louis_Pepe_2007 |
|  ThI | 5662.230159 |    1 |     13888 |    32 | Louis_Pepe_2007 |
|  ThI | 5664.613261 |    1 |    104972 |    32 | Louis_Pepe_2007 |
|  ThI | 5666.192867 |    1 |     74764 |    32 | Louis_Pepe_2007 |
|  ThI | 5666.751717 |    1 |    529038 |    32 | Louis_Pepe_2007 |
| ThII | 5667.200569 |    1 |     67135 |    32 | Louis_Pepe_2007 |
|  ThI | 5667.991702 |    1 |     11657 |    32 | Louis_Pepe_2007 |
|  ThI | 5668.700666 |    1 |    161646 |    32 | Louis_Pepe_2007 |
|  ThI | 5672.644525 |    1 |      7343 |    32 | Louis_Pepe_2007 |
| ArII | 5674.553021 |    1 |     27376 |    32 | Louis_Pepe_2007 |
|  ThI | 5675.410569 |    1 |     55070 |    32 | Louis_Pepe_2007 |
|  ThI | 5678.547789 |    1 |      4640 |    32 | Louis_Pepe_2007 |
|  ThI | 5678.627878 |    1 |    337329 |    32 | Louis_Pepe_2007 |
|  ThI | 5680.580449 |    1 |     39841 |    32 | Louis_Pepe_2007 |
|  ArI |  5683.47606 |    1 |    142250 |    32 | Louis_Pepe_2007 |
|  ThI | 5686.770091 |    1 |    165319 |    32 | Louis_Pepe_2007 |
|  ThI | 5688.453959 |    1 |     13006 |    32 | Louis_Pepe_2007 |
|  ThI | 5688.926539 |    1 |     17198 |    32 | Louis_Pepe_2007 |
|  ThI | 5692.272007 |    1 |     12431 |    32 | Louis_Pepe_2007 |
|  ThI | 5697.970925 |    1 |     22524 |    32 | Louis_Pepe_2007 |
|  ThI | 5699.875627 |    1 |     73124 |    32 | Louis_Pepe_2007 |
| ThII | 5702.040666 |    1 |     40948 |    32 | Louis_Pepe_2007 |
| ThII | 5702.278672 |    1 |     33659 |    32 | Louis_Pepe_2007 |
|  ThI | 5702.363417 |    1 |     60670 |    32 | Louis_Pepe_2007 |
| ThII | 5702.499352 |    1 |    270335 |    32 | Louis_Pepe_2007 |
|  ThI | 5704.233648 |    1 |     46417 |    32 | Louis_Pepe_2007 |
| ThII | 5705.524857 |    1 |      2528 |    32 | Louis_Pepe_2007 |
| ArII | 5705.959313 |    1 |      7449 |    32 | Louis_Pepe_2007 |
|  ThI | 5707.219955 |    1 |     17544 |    32 | Louis_Pepe_2007 |
| ThII | 5708.686511 |    1 |    358396 |    32 | Louis_Pepe_2007 |
|  ThI | 5710.264475 |    1 |     26957 |    32 | Louis_Pepe_2007 |
|  ThI | 5713.581212 |    1 |     11137 |    32 | Louis_Pepe_2007 |
| ThII | 5717.112677 |    1 |      1295 |    32 | Louis_Pepe_2007 |
|  ThI | 5717.309611 |    1 |     18645 |    32 | Louis_Pepe_2007 |
|  ThI | 5718.756874 |    1 |     63457 |    32 | Louis_Pepe_2007 |
|  ThI | 5719.110041 |    1 |      8199 |    32 | Louis_Pepe_2007 |
|  ThI |  5720.68389 |    1 |      7299 |    32 | Louis_Pepe_2007 |
|  ThI | 5723.011084 |    1 |     18583 |    32 | Louis_Pepe_2007 |
|  ThI |  5725.82508 |    1 |     73542 |    32 | Louis_Pepe_2007 |
|  ThI | 5726.051678 |    1 |    135804 |    32 | Louis_Pepe_2007 |
| ThII | 5726.600088 |    1 |     15214 |    32 | Louis_Pepe_2007 |
|  ThI | 5726.976377 |    1 |    575524 |    32 | Louis_Pepe_2007 |
| ThII | 5727.170324 |    1 |     25967 |    32 | Louis_Pepe_2007 |
|  ThI | 5728.601433 |    1 |      9382 |    32 | Louis_Pepe_2007 |
|  ThI | 5729.298899 |    1 |     52146 |    32 | Louis_Pepe_2007 |
|  ThI | 5731.572279 |    1 |     18243 |    32 | Louis_Pepe_2007 |
|  ThI | 5733.192369 |    1 |      8828 |    32 | Louis_Pepe_2007 |
| ThII | 5734.565625 |    1 |     57975 |    32 | Louis_Pepe_2007 |
|  ThI | 5734.688882 |    1 |     44489 |    32 | Louis_Pepe_2007 |
|  ThI | 5735.477111 |    1 |      6698 |    32 | Louis_Pepe_2007 |
|  ThI | 5737.620535 |    1 |     87071 |    32 | Louis_Pepe_2007 |
|  ArI | 5739.981618 |    1 |     59556 |    32 | Louis_Pepe_2007 |
|  ThI | 5740.556295 |    1 |     12244 |    32 | Louis_Pepe_2007 |
|  ArI | 5741.112235 |    1 |    502616 |    32 | Louis_Pepe_2007 |
| ThII | 5742.763526 |    1 |     33385 |    32 | Louis_Pepe_2007 |
|  ThI | 5743.421961 |    1 |    573063 |    32 | Louis_Pepe_2007 |
| ThII | 5743.676705 |    1 |     24619 |    32 | Louis_Pepe_2007 |
| ArII | 5744.872371 |    1 |      4768 |    32 | Louis_Pepe_2007 |
| ThII | 5747.268587 |    1 |      5892 |    32 | Louis_Pepe_2007 |
|  ThI | 5748.787119 |    1 |     28598 |    32 | Louis_Pepe_2007 |
|  ThI | 5748.979433 |    1 |     22680 |    32 | Louis_Pepe_2007 |
|  ThI | 5750.335737 |    1 |    495285 |    32 | Louis_Pepe_2007 |
|  ThI | 5750.822886 |    1 |      4163 |    32 | Louis_Pepe_2007 |
| ThII |  5750.98376 |    1 |    176368 |    32 | Louis_Pepe_2007 |
|  ThI | 5751.381474 |    1 |    189983 |    32 | Louis_Pepe_2007 |
|  ThI | 5753.028882 |    1 |      2875 |    32 | Louis_Pepe_2007 |
|  ThI | 5754.622588 |    1 |    636763 |    32 | Louis_Pepe_2007 |
| ThII | 5756.148987 |    1 |      3646 |    32 | Louis_Pepe_2007 |
|  ThI | 5764.394853 |    1 |     32335 |    32 | Louis_Pepe_2007 |
|  ThI | 5765.126928 |    1 |    607429 |    32 | Louis_Pepe_2007 |
|  ThI | 5769.378104 |    1 |    106807 |    32 | Louis_Pepe_2007 |
|  ThI | 5769.780791 |    1 |    382378 |    32 | Louis_Pepe_2007 |
|  ThI |  5770.23311 |    1 |      5560 |    32 | Louis_Pepe_2007 |
|  ThI | 5771.699199 |    1 |      8450 |    32 | Louis_Pepe_2007 |
|  ThI | 5773.360473 |    1 |     49900 |    32 | Louis_Pepe_2007 |
|  ThI | 5773.564641 |    1 |      7388 |    32 | Louis_Pepe_2007 |
|  ArI |  5773.71529 |    1 |    180412 |    32 | Louis_Pepe_2007 |
| ArII | 5773.922297 |    1 |     47650 |    32 | Louis_Pepe_2007 |
|  ThI | 5775.546631 |    1 |    273685 |    32 | Louis_Pepe_2007 |
|  ThI | 5777.769182 |    1 |     30567 |    32 | Louis_Pepe_2007 |
|  ThI | 5779.002408 |    1 |     83728 |    32 | Louis_Pepe_2007 |
|  ThI | 5781.437463 |    1 |     27808 |    32 | Louis_Pepe_2007 |
|  ThI | 5783.179388 |    1 |      4786 |    32 | Louis_Pepe_2007 |
|  ThI | 5783.261754 |    1 |     29632 |    32 | Louis_Pepe_2007 |
|  ThI | 5783.846191 |    1 |     18753 |    32 | Louis_Pepe_2007 |
|  ThI |  5783.91681 |    1 |     59481 |    32 | Louis_Pepe_2007 |
|  ArI | 5785.141777 |    1 |     40051 |    32 | Louis_Pepe_2007 |
| ThII |  5786.47076 |    1 |      7518 |    32 | Louis_Pepe_2007 |
| ArII | 5788.159952 |    1 |     30658 |    32 | Louis_Pepe_2007 |
|  ArI | 5791.080842 |    1 |     22307 |    32 | Louis_Pepe_2007 |
|  ThI | 5791.250276 |    1 |    634100 |    32 | Louis_Pepe_2007 |
|  ThI |  5794.03693 |    1 |    612239 |    32 | Louis_Pepe_2007 |
|  ThI | 5797.676114 |    1 |    244670 |    32 | Louis_Pepe_2007 |
| ThII | 5798.025828 |    1 |     15544 |    32 | Louis_Pepe_2007 |
|  ThI |   5798.9273 |    1 |     96029 |    32 | Louis_Pepe_2007 |
|  ThI | 5800.086601 |    1 |     92778 |    32 | Louis_Pepe_2007 |
| ArII | 5801.349106 |    1 |      4804 |    32 | Louis_Pepe_2007 |
|  ThI | 5802.438263 |    1 |   1256233 |    32 | Louis_Pepe_2007 |
|  ArI | 5803.690386 |    1 |    189594 |    32 | Louis_Pepe_2007 |
|  ThI | 5804.456941 |    1 |     10907 |    32 | Louis_Pepe_2007 |
|  ThI | 5807.310414 |    1 |     32840 |    32 | Louis_Pepe_2007 |
|  ThI | 5807.808398 |    1 |      9406 |    32 | Louis_Pepe_2007 |
| ThII | 5807.889827 |    1 |      8978 |    32 | Louis_Pepe_2007 |
|  ThI | 5809.292004 |    1 |     39234 |    32 | Louis_Pepe_2007 |
|  ThI | 5810.267047 |    1 |     21457 |    32 | Louis_Pepe_2007 |
|  ThI |  5813.45566 |    1 |     14797 |    32 | Louis_Pepe_2007 |
| ArII | 5814.371138 |    1 |     21738 |    32 | Louis_Pepe_2007 |
|  ThI | 5814.584268 |    1 |    161945 |    32 | Louis_Pepe_2007 |
| ThII | 5817.034017 |    1 |    256562 |    32 | Louis_Pepe_2007 |
| ArII | 5817.903684 |    1 |      1489 |    32 | Louis_Pepe_2007 |
| ThII | 5819.347049 |    1 |     11600 |    32 | Louis_Pepe_2007 |
|  ThI | 5820.062207 |    1 |     27680 |    32 | Louis_Pepe_2007 |
|  ThI | 5820.739753 |    1 |     18724 |    32 | Louis_Pepe_2007 |
|  ThI | 5821.216093 |    1 |     21525 |    32 | Louis_Pepe_2007 |
|  ThI | 5821.512754 |    1 |     10047 |    32 | Louis_Pepe_2007 |
|  ThI | 5821.689849 |    1 |      7840 |    32 | Louis_Pepe_2007 |
| ThII | 5821.990783 |    1 |      5856 |    32 | Louis_Pepe_2007 |
| ArII | 5823.744634 |    1 |     10198 |    32 | Louis_Pepe_2007 |
| ThII | 5824.136024 |    1 |      7802 |    32 | Louis_Pepe_2007 |
|  ThI | 5824.407278 |    1 |     36870 |    32 | Louis_Pepe_2007 |
|  ThI | 5826.501631 |    1 |     16723 |    32 | Louis_Pepe_2007 |
|  ThI | 5826.617608 |    1 |     10477 |    32 | Louis_Pepe_2007 |
|  ThI | 5827.888338 |    1 |     16809 |    32 | Louis_Pepe_2007 |
|  ThI | 5827.964717 |    1 |     21341 |    32 | Louis_Pepe_2007 |
| ArII | 5829.691407 |    1 |     14752 |    32 | Louis_Pepe_2007 |
|  ThI | 5830.726777 |    1 |     20027 |    32 | Louis_Pepe_2007 |
|  ThI | 5832.443872 |    1 |     84103 |    32 | Louis_Pepe_2007 |
|  ThI | 5833.987327 |    1 |    283925 |    32 | Louis_Pepe_2007 |
|  ArI | 5835.881711 |    1 |    402724 |    32 | Louis_Pepe_2007 |
| ThII | 5840.568327 |    1 |     37818 |    32 | Louis_Pepe_2007 |
|  ThI | 5841.208908 |    1 |     56510 |    32 | Louis_Pepe_2007 |
|  ThI |   5841.4699 |    1 |     43146 |    32 | Louis_Pepe_2007 |
|  ThI | 5842.259114 |    1 |    122408 |    32 | Louis_Pepe_2007 |
|  ThI | 5843.670419 |    1 |     11554 |    32 | Louis_Pepe_2007 |
|  ThI | 5846.411354 |    1 |     10553 |    32 | Louis_Pepe_2007 |
|  ThI | 5847.540073 |    1 |     99412 |    32 | Louis_Pepe_2007 |
|  ThI | 5854.303282 |    1 |    394719 |    32 | Louis_Pepe_2007 |
|  ThI | 5855.097064 |    1 |    433013 |    32 | Louis_Pepe_2007 |
|  ThI | 5855.743152 |    1 |    338097 |    32 | Louis_Pepe_2007 |
|  ThI |  5857.12188 |    1 |     16877 |    32 | Louis_Pepe_2007 |
|  ThI | 5860.262773 |    1 |     16109 |    32 | Louis_Pepe_2007 |
|  ThI | 5860.377488 |    1 |     31654 |    32 | Louis_Pepe_2007 |
| ThII | 5861.149859 |    1 |     16450 |    32 | Louis_Pepe_2007 |
| ThII | 5861.293248 |    1 |     24829 |    32 | Louis_Pepe_2007 |
|  ArI | 5861.935191 |    1 |    579868 |    32 | Louis_Pepe_2007 |
|  ThI | 5865.344413 |    1 |    334388 |    32 | Louis_Pepe_2007 |
|  ThI | 5868.438313 |    1 |     47873 |    32 | Louis_Pepe_2007 |
|  ThI | 5870.000919 |    1 |     53204 |    32 | Louis_Pepe_2007 |
|  ThI | 5871.478122 |    1 |    110238 |    32 | Louis_Pepe_2007 |
|  ThI | 5871.679688 |    1 |     16621 |    32 | Louis_Pepe_2007 |
| ThII | 5872.179656 |    1 |     26450 |    32 | Louis_Pepe_2007 |
|  ThI |   5872.8097 |    1 |    111231 |    32 | Louis_Pepe_2007 |
| ThII | 5874.230072 |    1 |     19962 |    32 | Louis_Pepe_2007 |
|  ThI | 5875.665939 |    1 |     22725 |    32 | Louis_Pepe_2007 |
| ThII | 5875.978766 |    1 |     21054 |    32 | Louis_Pepe_2007 |
|  ThI | 5876.614598 |    1 |     27062 |    32 | Louis_Pepe_2007 |
| ThII | 5879.905613 |    1 |      5244 |    32 | Louis_Pepe_2007 |
|  ThI | 5880.755222 |    1 |     21657 |    32 | Louis_Pepe_2007 |
|  ArI | 5884.254786 |    1 |    499116 |    32 | Louis_Pepe_2007 |
|  ThI | 5885.664013 |    1 |      9634 |    32 | Louis_Pepe_2007 |
|  ThI | 5887.131331 |    1 |     36522 |    32 | Louis_Pepe_2007 |
|  ThI | 5887.332278 |    1 |    610445 |    32 | Louis_Pepe_2007 |
|  ThI | 5888.162632 |    1 |    108371 |    32 | Louis_Pepe_2007 |
| ThII | 5889.895118 |    1 |     16801 |    32 | Louis_Pepe_2007 |
|  ThI | 5893.083511 |    1 |    533426 |    32 | Louis_Pepe_2007 |
|  ThI | 5894.065041 |    1 |     15186 |    32 | Louis_Pepe_2007 |
|  ThI | 5896.333695 |    1 |     32993 |    32 | Louis_Pepe_2007 |
|  ThI | 5896.915151 |    1 |     81140 |    32 | Louis_Pepe_2007 |
| ThII | 5897.997211 |    1 |     29194 |    32 | Louis_Pepe_2007 |
|  ThI | 5898.421914 |    1 |     16548 |    32 | Louis_Pepe_2007 |
| ThII | 5901.044727 |    1 |     13116 |    32 | Louis_Pepe_2007 |
|  ThI | 5901.153661 |    1 |     18683 |    32 | Louis_Pepe_2007 |
|  ThI | 5901.479023 |    1 |    190291 |    32 | Louis_Pepe_2007 |
|  ThI | 5904.237282 |    1 |     45384 |    32 | Louis_Pepe_2007 |
|  ThI | 5905.128708 |    1 |      4992 |    32 | Louis_Pepe_2007 |
|  ThI | 5906.811761 |    1 |     25663 |    32 | Louis_Pepe_2007 |
|  ThI | 5907.207267 |    1 |    431427 |    32 | Louis_Pepe_2007 |
|  ThI | 5907.397824 |    1 |     11466 |    32 | Louis_Pepe_2007 |
|  ThI | 5912.868304 |    1 |     64458 |    32 | Louis_Pepe_2007 |
|  ThI | 5915.002862 |    1 |     13554 |    32 | Louis_Pepe_2007 |
| ThII | 5916.024494 |    1 |    137718 |    32 | Louis_Pepe_2007 |
|  ArI | 5918.238692 |    1 |     91450 |    32 | Louis_Pepe_2007 |
|  ThI | 5918.367992 |    1 |     72940 |    32 | Louis_Pepe_2007 |
|  ThI | 5920.585585 |    1 |    187323 |    32 | Louis_Pepe_2007 |
|  ThI | 5924.506001 |    1 |     22814 |    32 | Louis_Pepe_2007 |
|  ThI | 5927.046035 |    1 |    402397 |    32 | Louis_Pepe_2007 |
|  ThI | 5927.873904 |    1 |    588140 |    32 | Louis_Pepe_2007 |
|  ArI | 5928.767636 |    1 |     75363 |    32 | Louis_Pepe_2007 |
| ThII | 5931.122745 |    1 |     13175 |    32 | Louis_Pepe_2007 |
|  ThI | 5931.576954 |    1 |    205063 |    32 | Louis_Pepe_2007 |
|  ThI | 5931.954434 |    1 |      4379 |    32 | Louis_Pepe_2007 |
|  ThI | 5934.070022 |    1 |     24166 |    32 | Louis_Pepe_2007 |
|  ThI | 5936.053682 |    1 |     57826 |    32 | Louis_Pepe_2007 |
|  ThI | 5936.107574 |    1 |     18180 |    32 | Louis_Pepe_2007 |
|  ThI | 5938.030836 |    1 |     83497 |    32 | Louis_Pepe_2007 |
|  ThI | 5938.519554 |    1 |     24674 |    32 | Louis_Pepe_2007 |
|  ThI | 5938.807038 |    1 |     44631 |    32 | Louis_Pepe_2007 |
|  ThI | 5939.308336 |    1 |    191066 |    32 | Louis_Pepe_2007 |
|  ThI | 5939.569611 |    1 |     24608 |    32 | Louis_Pepe_2007 |
|  ThI |  5940.10173 |    1 |    584018 |    32 | Louis_Pepe_2007 |
| ThII | 5940.221197 |    1 |     25126 |    32 | Louis_Pepe_2007 |
|  ThI | 5942.211431 |    1 |     19626 |    32 | Louis_Pepe_2007 |
|  ArI | 5942.500763 |    1 |     45983 |    32 | Louis_Pepe_2007 |
|  ArI | 5944.314598 |    1 |    245005 |    32 | Louis_Pepe_2007 |
| ThII | 5944.440487 |    1 |     25304 |    32 | Louis_Pepe_2007 |
|  ArI | 5945.536589 |    1 |     15277 |    32 | Louis_Pepe_2007 |
|  ThI | 5946.294239 |    1 |    418218 |    32 | Louis_Pepe_2007 |
|  ThI | 5947.883112 |    1 |     21653 |    32 | Louis_Pepe_2007 |
|  ThI | 5950.446737 |    1 |     85167 |    32 | Louis_Pepe_2007 |
|  ArI | 5950.905008 |    1 |     78357 |    32 | Louis_Pepe_2007 |
|  ThI | 5951.017778 |    1 |     32947 |    32 | Louis_Pepe_2007 |
|  ThI | 5952.074663 |    1 |      9434 |    32 | Louis_Pepe_2007 |
|  ThI | 5952.283319 |    1 |      6916 |    32 | Louis_Pepe_2007 |
| ArII | 5952.548344 |    1 |      1611 |    32 | Louis_Pepe_2007 |
|  ThI | 5955.231326 |    1 |     14900 |    32 | Louis_Pepe_2007 |
| ArII | 5955.479701 |    1 |      5245 |    32 | Louis_Pepe_2007 |
|  ThI | 5956.233954 |    1 |     21516 |    32 | Louis_Pepe_2007 |
|  ThI |  5957.21119 |    1 |     72083 |    32 | Louis_Pepe_2007 |
|  ThI | 5957.907343 |    1 |     34524 |    32 | Louis_Pepe_2007 |
|  ThI | 5959.118734 |    1 |      7730 |    32 | Louis_Pepe_2007 |
|  ThI | 5959.238809 |    1 |     27241 |    32 | Louis_Pepe_2007 |
|  ThI | 5960.388527 |    1 |      6809 |    32 | Louis_Pepe_2007 |
|  ThI | 5961.327236 |    1 |     59312 |    32 | Louis_Pepe_2007 |
|  ThI | 5962.433341 |    1 |     36815 |    32 | Louis_Pepe_2007 |
| ThII | 5963.616278 |    1 |     18424 |    32 | Louis_Pepe_2007 |
|  ThI | 5963.708398 |    1 |     35543 |    32 | Louis_Pepe_2007 |
|  ArI | 5966.125241 |    1 |     37784 |    32 | Louis_Pepe_2007 |
|  ThI | 5967.395189 |    1 |     14159 |    32 | Louis_Pepe_2007 |
|  ThI | 5967.480844 |    1 |     23717 |    32 | Louis_Pepe_2007 |
|  ThI | 5969.164733 |    1 |      9460 |    32 | Louis_Pepe_2007 |
|  ArI | 5969.972471 |    1 |     54176 |    32 | Louis_Pepe_2007 |
|  ThI |   5971.3905 |    1 |    102020 |    32 | Louis_Pepe_2007 |
|  ThI | 5972.103346 |    1 |      6544 |    32 | Louis_Pepe_2007 |
|  ArI | 5973.254234 |    1 |    140734 |    32 | Louis_Pepe_2007 |
|  ThI | 5974.089111 |    1 |     15087 |    32 | Louis_Pepe_2007 |
|  ThI | 5976.720615 |    1 |   1049829 |    32 | Louis_Pepe_2007 |
| ArII |  5977.61339 |    1 |      4640 |    32 | Louis_Pepe_2007 |
|  ThI | 5983.753683 |    1 |     28833 |    32 | Louis_Pepe_2007 |
| ArII | 5987.573316 |    1 |     15724 |    32 | Louis_Pepe_2007 |
|  ThI |  5987.92432 |    1 |     88097 |    32 | Louis_Pepe_2007 |
|  ArI | 5988.959436 |    1 |    321771 |    32 | Louis_Pepe_2007 |
| ThII | 5990.703749 |    1 |    597409 |    32 | Louis_Pepe_2007 |
|  ThI | 5992.665832 |    1 |    668686 |    32 | Louis_Pepe_2007 |
|  ThI | 5995.152938 |    1 |     41521 |    32 | Louis_Pepe_2007 |
|  ThI | 5996.880322 |    1 |     14852 |    32 | Louis_Pepe_2007 |
|  ThI | 5998.290445 |    1 |    141855 |    32 | Louis_Pepe_2007 |
|  ThI | 5998.670236 |    1 |      2108 |    32 | Louis_Pepe_2007 |
|  ArI | 6000.659951 |    1 |    244578 |    32 | Louis_Pepe_2007 |
|  ThI |  6002.42418 |    1 |     87164 |    32 | Louis_Pepe_2007 |
|  ThI | 6002.865351 |    1 |    397843 |    32 | Louis_Pepe_2007 |
|  ThI |  6003.39533 |    1 |     53110 |    32 | Louis_Pepe_2007 |
|  ThI |  6006.82857 |    1 |    522858 |    32 | Louis_Pepe_2007 |
|  ArI | 6007.387202 |    1 |    120264 |    32 | Louis_Pepe_2007 |
|  ThI | 6008.735408 |    1 |    654709 |    32 | Louis_Pepe_2007 |
|  ThI | 6011.683758 |    1 |      7983 |    32 | Louis_Pepe_2007 |
|  ThI | 6011.824932 |    1 |    693206 |    32 | Louis_Pepe_2007 |
|  ThI | 6013.012929 |    1 |     28204 |    32 | Louis_Pepe_2007 |
|  ThI | 6013.198424 |    1 |     81062 |    32 | Louis_Pepe_2007 |
|  ArI | 6015.343053 |    1 |    177185 |    32 | Louis_Pepe_2007 |
|  ThI | 6015.721234 |    1 |      8130 |    32 | Louis_Pepe_2007 |
| ThII | 6017.087778 |    1 |     68199 |    32 | Louis_Pepe_2007 |
|  ThI | 6018.025429 |    1 |     15059 |    32 | Louis_Pepe_2007 |
|  ThI | 6019.525814 |    1 |      8265 |    32 | Louis_Pepe_2007 |
| ThII | 6020.662095 |    1 |     14546 |    32 | Louis_Pepe_2007 |
|  ThI |  6021.30548 |    1 |     12087 |    32 | Louis_Pepe_2007 |
|  ThI | 6022.703399 |    1 |    905622 |    32 | Louis_Pepe_2007 |
| ThII |  6023.07849 |    1 |     17054 |    32 | Louis_Pepe_2007 |
|  ThI | 6024.892667 |    1 |     43952 |    32 | Louis_Pepe_2007 |
|  ArI | 6026.818668 |    1 |    373492 |    32 | Louis_Pepe_2007 |
|  ThI | 6027.713973 |    1 |     53434 |    32 | Louis_Pepe_2007 |
| ArII | 6028.917042 |    1 |     12947 |    32 | Louis_Pepe_2007 |
|  ThI | 6030.896167 |    1 |     40275 |    32 | Louis_Pepe_2007 |
|  ThI | 6031.319409 |    1 |     42558 |    32 | Louis_Pepe_2007 |
|  ThI | 6032.114601 |    1 |    446532 |    32 | Louis_Pepe_2007 |
|  ThI | 6034.543131 |    1 |     83838 |    32 | Louis_Pepe_2007 |
|  ThI |  6035.08322 |    1 |     73220 |    32 | Louis_Pepe_2007 |
|  ThI | 6035.185364 |    1 |      4505 |    32 | Louis_Pepe_2007 |
|  ThI | 6036.864185 |    1 |    127961 |    32 | Louis_Pepe_2007 |
|  ThI | 6038.435272 |    1 |     20443 |    32 | Louis_Pepe_2007 |
|  ThI | 6040.353069 |    1 |    335596 |    32 | Louis_Pepe_2007 |
|  ThI | 6044.263039 |    1 |     81916 |    32 | Louis_Pepe_2007 |
| ThII | 6046.106226 |    1 |    128741 |    32 | Louis_Pepe_2007 |
| ArII | 6048.572801 |    1 |     64642 |    32 | Louis_Pepe_2007 |
| ThII | 6051.450227 |    1 |      8010 |    32 | Louis_Pepe_2007 |
|  ThI | 6052.656827 |    1 |    147212 |    32 | Louis_Pepe_2007 |
|  ArI | 6054.399131 |    1 |    531734 |    32 | Louis_Pepe_2007 |
|  ThI | 6055.056997 |    1 |    463927 |    32 | Louis_Pepe_2007 |
|  ThI |  6057.27027 |    1 |     57795 |    32 | Louis_Pepe_2007 |
| ThII | 6059.857287 |    1 |     17499 |    32 | Louis_Pepe_2007 |
| ThII | 6060.289356 |    1 |      5031 |    32 | Louis_Pepe_2007 |
|  ThI | 6063.212665 |    1 |     63690 |    32 | Louis_Pepe_2007 |
|  ArI | 6066.429385 |    1 |     79742 |    32 | Louis_Pepe_2007 |
|  ThI | 6067.459133 |    1 |     43667 |    32 | Louis_Pepe_2007 |
| ThII | 6068.175408 |    1 |     10098 |    32 | Louis_Pepe_2007 |
| ThII | 6068.759106 |    1 |     11352 |    32 | Louis_Pepe_2007 |
|  ThI | 6070.700771 |    1 |    194602 |    32 | Louis_Pepe_2007 |
|  ThI | 6074.480645 |    1 |      7514 |    32 | Louis_Pepe_2007 |
| ThII | 6074.784809 |    1 |    165878 |    32 | Louis_Pepe_2007 |
|  ThI | 6078.788708 |    1 |    257835 |    32 | Louis_Pepe_2007 |
| ArII | 6079.113855 |    1 |      2027 |    32 | Louis_Pepe_2007 |
|  ThI | 6079.556128 |    1 |    308267 |    32 | Louis_Pepe_2007 |
|  ThI | 6080.104551 |    1 |    212439 |    32 | Louis_Pepe_2007 |
| ThII | 6080.655087 |    1 |      8121 |    32 | Louis_Pepe_2007 |
|  ThI | 6080.906201 |    1 |    370086 |    32 | Louis_Pepe_2007 |
|  ThI | 6081.156782 |    1 |     28005 |    32 | Louis_Pepe_2007 |
|  ArI | 6082.927476 |    1 |     62135 |    32 | Louis_Pepe_2007 |
| ThII | 6086.940939 |    1 |     42636 |    32 | Louis_Pepe_2007 |
|  ThI | 6087.059419 |    1 |    454967 |    32 | Louis_Pepe_2007 |
|  ArI |   6087.5634 |    1 |     42490 |    32 | Louis_Pepe_2007 |
|  ThI | 6088.385119 |    1 |      7429 |    32 | Louis_Pepe_2007 |
| ThII |  6088.94744 |    1 |     56796 |    32 | Louis_Pepe_2007 |
|  ThI | 6089.715554 |    1 |   1081874 |    32 | Louis_Pepe_2007 |
| ThII | 6091.793813 |    1 |      5393 |    32 | Louis_Pepe_2007 |
|  ThI |  6092.13286 |    1 |     27027 |    32 | Louis_Pepe_2007 |
|  ArI | 6092.472574 |    1 |    203328 |    32 | Louis_Pepe_2007 |
| ThII | 6098.881161 |    1 |     11450 |    32 | Louis_Pepe_2007 |
|  ArI | 6100.491572 |    1 |    626922 |    32 | Louis_Pepe_2007 |
| ThII | 6100.771654 |    1 |    108574 |    32 | Louis_Pepe_2007 |
|  ThI | 6101.677978 |    1 |     16069 |    32 | Louis_Pepe_2007 |
|  ArI | 6102.850586 |    1 |    118696 |    32 | Louis_Pepe_2007 |
|  ThI | 6103.414379 |    1 |    446249 |    32 | Louis_Pepe_2007 |
| ArII | 6103.606765 |    1 |      6413 |    32 | Louis_Pepe_2007 |
|  ThI | 6104.284201 |    1 |    729811 |    32 | Louis_Pepe_2007 |
| ArII | 6105.228443 |    1 |    116573 |    32 | Louis_Pepe_2007 |
| ThII | 6105.330005 |    1 |     30469 |    32 | Louis_Pepe_2007 |
|  ArI | 6107.325151 |    1 |    667292 |    32 | Louis_Pepe_2007 |
|  ThI | 6108.533683 |    1 |     29442 |    32 | Louis_Pepe_2007 |
|  ThI | 6109.971206 |    1 |     18993 |    32 | Louis_Pepe_2007 |
| ThII | 6114.529465 |    1 |    279067 |    32 | Louis_Pepe_2007 |
|  ArI | 6115.157913 |    1 |     84286 |    32 | Louis_Pepe_2007 |
|  ThI | 6117.858988 |    1 |    119211 |    32 | Louis_Pepe_2007 |
| ArII | 6121.785691 |    1 |     18074 |    32 | Louis_Pepe_2007 |
| ThII | 6122.250273 |    1 |     70947 |    32 | Louis_Pepe_2007 |
|  ThI | 6122.490078 |    1 |      9500 |    32 | Louis_Pepe_2007 |
| ArII | 6125.056971 |    1 |    100384 |    32 | Louis_Pepe_2007 |
|  ThI | 6125.528482 |    1 |    117480 |    32 | Louis_Pepe_2007 |
|  ThI |  6125.76418 |    1 |     34424 |    32 | Louis_Pepe_2007 |
|  ThI | 6126.175533 |    1 |    478573 |    32 | Louis_Pepe_2007 |
| ThII | 6127.434585 |    1 |     17952 |    32 | Louis_Pepe_2007 |
