|               wave | ion | NIST | Instr |          amplitude |   Source |
|  8026.213857715022 |  OH |    1 |    32 | 0.6330027827754647 | IDL code |
|  8293.955145929085 |  OH |    1 |    32 | 1.5960065698531134 | IDL code |
|  8348.619947021361 |  OH |    1 |    32 | 2.7374278035964688 | IDL code |
|  8401.802540403858 |  OH |    1 |    32 | 1.5569183815396102 | IDL code |
|   8431.59928084183 |  OH |    1 |    32 |  1.702449927646148 | IDL code |
|  8465.947474753571 |  OH |    1 |    32 |  1.246693626367902 | IDL code |
|   8504.91539422652 |  OH |    1 |    32 | 0.6776357124695198 | IDL code |
|  8772.491810383573 |  OH |    1 |    32 | 2.5188578450515107 | IDL code |
|  8831.361488558132 |  OH |    1 |    32 |  3.738348023892918 | IDL code |
|  8888.649666314755 |  OH |    1 |    32 | 2.1322278779755846 | IDL code |
|  8921.210783430663 |  OH |    1 |    32 |  2.391956347565935 | IDL code |
|  8959.009824316397 |  OH |    1 |    32 |  1.770219129502273 | IDL code |
|   9001.52812274292 |  OH |    1 |    32 |  1.002733330566641 | IDL code |
|  9317.665000615125 |  OH |    1 |    32 |  3.612171069000023 | IDL code |
|  9380.558829647945 |  OH |    1 |    32 |  4.421923456208572 | IDL code |
|  9442.406170435415 |  OH |    1 |    32 |  2.470990157940425 | IDL code |
|  9478.722699449987 |  OH |    1 |    32 | 2.7950026000566464 | IDL code |
|  9520.474623337645 |  OH |    1 |    32 | 2.1261724209869146 | IDL code |
|  9567.332075252772 |  OH |    1 |    32 | 1.1111830112007146 | IDL code |
|   9718.99473786229 |  OH |    1 |    32 | 2.1943215906943068 | IDL code |
|  9795.668945331043 |  OH |    1 |    32 |  7.214471863164559 | IDL code |
|  9874.978982968962 |  OH |    1 |    32 | 3.7488579402138615 | IDL code |
|  9916.706970312149 |  OH |    1 |    32 |  3.942395547314355 | IDL code |
|  9954.776333902371 |  OH |    1 |    32 |  6.783757186507398 | IDL code |
|  10017.03722762906 |  OH |    1 |    32 |  6.248655729229361 | IDL code |
| 10083.888568347367 |  OH |    1 |    32 |  2.823003886122267 | IDL code |
| 10126.361045946105 |  OH |    1 |    32 | 3.2626043274753487 | IDL code |
| 10211.539490617366 |  OH |    1 |    32 |  7.926441995156231 | IDL code |
| 10291.315571893785 |  OH |    1 |    32 | 20.573974135919567 | IDL code |
| 10375.933829866975 |  OH |    1 |    32 |  10.50245791059373 | IDL code |
|  10420.61961137701 |  OH |    1 |    32 | 11.195552885590462 | IDL code |
|  10470.15551442352 |  OH |    1 |    32 |  7.387749579503893 | IDL code |
| 10524.999140496153 |  OH |    1 |    32 |  3.477497108700075 | IDL code |
| 10585.450107028477 |  OH |    1 |    32 | 1.0757385342984134 | IDL code |
| 10749.228650703213 |  OH |    1 |    32 | 10.592278974055091 | IDL code |
| 10836.501530022926 |  OH |    1 |    32 | 28.220263639745426 | IDL code |
| 10901.776240317955 |  OH |    1 |    32 |  4.457312165767928 | IDL code |
|  10926.78045584768 |  OH |    1 |    32 | 15.170045195838812 | IDL code |
| 10974.719019041446 |  OH |    1 |    32 | 16.378819432563898 | IDL code |
| 11028.425288889024 |  OH |    1 |    32 | 11.136878628239666 | IDL code |
| 11087.476345916406 |  OH |    1 |    32 |  5.545009548459326 | IDL code |
| 11152.673194352352 |  OH |    1 |    32 | 1.9588260650165383 | IDL code |
|  11349.14588553535 |  OH |    1 |    32 | 13.220239660026753 | IDL code |
|  11442.34042250606 |  OH |    1 |    32 |  32.76104128796058 | IDL code |
| 11510.275342206827 |  OH |    1 |    32 |  5.219357331205841 | IDL code |
| 11539.093903018913 |  OH |    1 |    32 |  17.62570726144677 | IDL code |
| 11591.203331452005 |  OH |    1 |    32 | 19.515486409947055 | IDL code |
| 11649.482116446781 |  OH |    1 |    32 |  13.81741699583329 | IDL code |
| 11713.963046807363 |  OH |    1 |    32 |  7.171559957601943 | IDL code |
|  11784.67946344196 |  OH |    1 |    32 | 2.7267282971240467 | IDL code |
| 11863.825629167202 |  OH |    1 |    32 | 0.5816441211313551 | IDL code |
|  12025.85948106469 |  OH |    1 |    32 | 15.046638996023864 | IDL code |
| 12125.265667248672 |  OH |    1 |    32 | 34.616713059698725 | IDL code |
| 12197.063167892044 |  OH |    1 |    32 |  5.944061074099975 | IDL code |
| 12229.706925165201 |  OH |    1 |    32 | 18.912742738062615 | IDL code |
| 12286.645872783953 |  OH |    1 |    32 | 21.167457745836085 | IDL code |
| 12350.510733200548 |  OH |    1 |    32 |  15.57424467064516 | IDL code |
| 12421.176920934447 |  OH |    1 |    32 |  8.382343305059868 | IDL code |
| 12499.103914026602 |  OH |    1 |    32 |   3.50679497881448 | IDL code |
| 12584.931194012319 |  OH |    1 |    32 | 1.0689235966214308 | IDL code |
|  12800.10329332829 |  OH |    1 |    32 | 16.128256630332512 | IDL code |
| 12908.467320004977 |  OH |    1 |    32 |  34.10784073832695 | IDL code |
| 12985.137216552024 |  OH |    1 |    32 |   6.36145646133337 | IDL code |
| 13021.900722124565 |  OH |    1 |    32 | 19.442704963682996 | IDL code |
| 13084.909489556208 |  OH |    1 |    32 |  21.92393485583428 | IDL code |
| 13156.073157668941 |  OH |    1 |    32 |  16.56047601242746 | IDL code |
| 13235.006247369109 |  OH |    1 |    32 |  9.477694440826003 | IDL code |
| 13321.665971171129 |  OH |    1 |    32 |  4.204318122524272 | IDL code |
| 13417.566838723336 |  OH |    1 |    32 | 1.4231555074931583 | IDL code |
|  13708.62747930379 |  OH |    1 |    32 | 15.928946293732526 | IDL code |
|  13826.66936307164 |  OH |    1 |    32 |  30.40797260887247 | IDL code |
| 13910.613141244905 |  OH |    1 |    32 |  5.253974826115103 | IDL code |
|  13951.13275337272 |  OH |    1 |    32 |  17.00225273639013 | IDL code |
