|  ion |       wave | NIST | Instr | amplitude |     Source |
| Ne I |  22253.432 |  1.0 |   0.0 |      3850 |       NIST |
| Xe I |    22275.9 |  1.0 |   0.0 |       340 |       NIST |
| Xe I |    22392.5 |  1.0 |   0.0 |       320 |       NIST |
| Xe I |    22412.9 |  1.0 |   0.0 |      1000 |       NIST |
| Ne I |  22434.265 |  1.0 |   0.0 |      4140 |       NIST |
| Ne I |   22472.92 |  1.0 |   0.0 |      1500 |       NIST |
| Kr I |    22491.9 |  1.0 |   0.0 |      7160 |       NIST |
| Ne I |  22536.528 |  1.0 |   0.0 |     24000 |       NIST |
| Xe I |    22624.5 |  1.0 |   0.0 |       700 |       NIST |
| Ne I |  22667.971 |  1.0 |   0.0 |      2180 |       NIST |
| Ne I |  22693.959 |  1.0 |   0.0 |       370 |       NIST |
| Xe I |   22884.08 |  1.0 |   0.0 |       240 | ISAAC List |
| Xe I |    22971.1 |  1.0 |   0.0 |       390 |       NIST |
| Xe I |    23079.8 |  1.0 |   0.0 |       300 |       NIST |
| Ne I |  23106.784 |  1.0 |   0.0 |      9390 |       NIST |
| Ar I |   23139.51 |  1.0 |   0.0 |     11600 |       NIST |
| Xe I |    23198.0 |  1.0 |   0.0 |     38850 |       NIST |
| Xe I |    23259.1 |  1.0 |   0.0 |       520 |       NIST |
| Ne I |  23266.619 |  1.0 |   0.0 |      8800 |       NIST |
| Xe I |    23285.9 |  1.0 |   0.0 |      1740 |       NIST |
| Kr I |   23346.79 |  1.0 |   0.0 |      7465 |       NIST |
| Ne I |  23379.343 |  1.0 |   0.0 |     12000 |       NIST |
| Kr I |    23508.9 |  1.0 |   0.0 |      1780 |       NIST |
| Ne I |  23571.764 |  1.0 |   0.0 |      8020 |       NIST |
| Ne I |  23642.934 |  1.0 |   0.0 |     48700 |       NIST |
| Ne I |   23708.13 |  1.0 |   0.0 |      2520 |       NIST |
| Ne I |  23715.599 |  1.0 |   0.0 |     13100 |       NIST |
| Xe I |    23803.0 |  1.0 |   0.0 |       510 |       NIST |
| Ar I |   23851.54 |  1.0 |   0.0 |      7000 |       NIST |
| Ne I |  23918.541 |  1.0 |   0.0 |       525 |       NIST |
| Ne I |  23957.931 |  1.0 |   0.0 |     37000 |       NIST |
| Ne I |  23962.964 |  1.0 |   0.0 |     13750 |       NIST |
| Ar I |   23973.06 |  1.0 |   0.0 |      9800 |       NIST |
| Ne I |  23978.372 |  1.0 |   0.0 |       730 |       NIST |
| Ne I |  23984.701 |  1.0 |   0.0 |     12700 |       NIST |
| Ne I |  24105.148 |  1.0 |   0.0 |      1220 |       NIST |
| Ne I |  24156.486 |  1.0 |   0.0 |       400 |       NIST |
| Ne I |  24168.025 |  1.0 |   0.0 |      2250 |       NIST |
| Ne I |  24225.535 |  1.0 |   0.0 |       350 |       NIST |
| Ne I |  24256.224 |  1.0 |   0.0 |      6000 |       NIST |
| Kr I |   24267.18 |  1.0 |   0.0 |      4320 |       NIST |
| Kr I |    24298.9 |  1.0 |   0.0 |      5190 |       NIST |
| Ne I |   24316.42 |  1.0 |   0.0 |       350 |       NIST |
| Ne I |  24371.661 |  1.0 |   0.0 |     10500 |       NIST |
| Ne I |   24378.26 |  1.0 |   0.0 |      4890 |       NIST |
| Ne I |  24390.011 |  1.0 |   0.0 |       370 |       NIST |
| Xe I |    24450.3 |  1.0 |   0.0 |      1660 |       NIST |
| Ne I |  24454.531 |  1.0 |   0.0 |      2900 |       NIST |
| Ne I |  24459.775 |  1.0 |   0.0 |       630 |       NIST |
| Ne I |  24466.068 |  1.0 |   0.0 |      5620 |       NIST |
| Ne I |  24471.606 |  1.0 |   0.0 |       630 |       NIST |
| Ne I |  24532.498 |  1.0 |   0.0 |       370 |       NIST |
| Xe I |    24709.0 |  1.0 |   0.0 |       570 |       NIST |
| Kr I |   24775.39 |  1.0 |   0.0 |      1650 |       NIST |
| Ne I |  24783.248 |  1.0 |   0.0 |      2360 |       NIST |
| Xe I |    24832.2 |  1.0 |   0.0 |     47600 |       NIST |
| Ne I |  24910.521 |  1.0 |   0.0 |       880 |       NIST |
| Ne I |  24935.696 |  1.0 |   0.0 |      2520 |       NIST |
| Ne I |  25006.628 |  1.0 |   0.0 |       200 |       NIST |
| Ar I |   25132.13 |  1.0 |   0.0 |      2350 | U Kentucky |
| Xe I |    25152.8 |  1.0 |   0.0 |      1700 |       NIST |
| Xe I |    25166.3 |  1.0 |   0.0 |      1000 |       NIST |
| Ne I |  25168.567 |  1.0 |   0.0 |      2200 |       NIST |
| Ne I |  25234.824 |  1.0 |   0.0 |       600 |       NIST |
| Kr I |   25240.75 |  1.0 |   0.0 |     20000 |       NIST |
| Ne I |  25284.125 |  1.0 |   0.0 |       430 |       NIST |
| Ne I |  25400.128 |  1.0 |   0.0 |       750 |       NIST |
| Xe I |    25419.7 |  1.0 |   0.0 |       390 |       NIST |
| Ar I |    25494.6 |  1.0 |   0.0 |       580 | U Kentucky |
| Ar I |   25512.19 |  1.0 |   0.0 |      1500 | U Kentucky |
| Ne I |  25531.295 |  1.0 |   0.0 |      8650 |       NIST |
| Ar I |   25668.02 |  1.0 |   0.0 |       790 | U Kentucky |
| Ne I |  25794.008 |  1.0 |   0.0 |       330 |       NIST |
| Kr I |   25855.94 |  1.0 |   0.0 |       630 |       NIST |
| Xe I |    26027.8 |  1.0 |   0.0 |       240 |       NIST |
| Xe I |    26050.6 |  1.0 |   0.0 |       320 |       NIST |
| Ne I |  26178.206 |  1.0 |   0.0 |      1000 |       NIST |
| Kr I |    26270.0 |  1.0 |   0.0 |       560 |            |
| Xe I |    26275.9 |  1.0 |   0.0 |     23500 |       NIST |
| Xe I |   26518.09 |  1.0 |   0.0 |       250 |   NIST H73 |
| Ar I |   26550.28 |  1.0 |   0.0 |           |       IRTF |
| Ar I |   26843.03 |  1.0 |   0.0 |           |       IRTF |
| Ne I |  26868.106 |  1.0 |   0.0 |      1000 |       NIST |
| Ar I |   26917.05 |  1.0 |   0.0 |           |       IRTF |
| Ar I |   27233.03 |  1.0 |   0.0 |           |       IRTF |
| Ar I |   27363.81 |  1.0 |   0.0 |           |       IRTF |
| Ne I |   27528.25 |  1.0 |   0.0 |      1000 |       NIST |
| Ne I |  27580.984 |  1.0 |   0.0 |      1000 |       NIST |
| Ar I |   27793.51 |  1.0 |   0.0 |           |       IRTF |
| Xe I |    28123.2 |  1.0 |   0.0 |      1000 |       NIST |
| Ar I |   28202.42 |  1.0 |   0.0 |           |       IRTF |
| Ar I |   28245.95 |  1.0 |   0.0 |           |       IRTF |
| Ar I |   28321.77 |  1.0 |   0.0 |           |       IRTF |
| Xe I |    28389.3 |  1.0 |   0.0 |        25 |   NIST H73 |
| Ne I |  28393.944 |  1.0 |   0.0 |      1000 |       NIST |
| Ar I |   28505.73 |  1.0 |   0.0 |           |       IRTF |
| Ne I |   28540.97 |  1.0 |   0.0 |      1000 |       NIST |
| Xe I |    28590.0 |  1.0 |   0.0 |        80 |   NIST H73 |
| Kr I |   28618.36 |  1.0 |   0.0 |        30 |  NIST KH69 |
| Ar I |   28620.23 |  1.0 |   0.0 |           |       IRTF |
| Kr I |   28663.54 |  1.0 |   0.0 |       150 |  NIST KH69 |
| Kr I |   28777.56 |  1.0 |   0.0 |        25 |  NIST KH69 |
| Ar I |   28782.93 |  1.0 |   0.0 |           |       IRTF |
| Kr I |   28830.35 |  1.0 |   0.0 |        50 |  NIST KH69 |
| Ar I |   28843.09 |  1.0 |   0.0 |           |       IRTF |
| Ar I |   29134.04 |  1.0 |   0.0 |           |       IRTF |
| Kr I |   29244.67 |  1.0 |   0.0 |        50 |  NIST KH69 |
| Xe I |    29392.4 |  1.0 |   0.0 |        30 |   NIST H73 |
| Xe I |    29456.1 |  1.0 |   0.0 |        15 |   NIST H73 |
| Xe I |    29657.7 |  1.0 |   0.0 |        10 |   NIST H73 |
| Ar I |   29796.79 |  1.0 |   0.0 |           |       IRTF |
| Xe I |    29821.7 |  1.0 |   0.0 |        10 |   NIST H73 |
| Ne I |  30208.732 |  1.0 |   0.0 |         6 |  NIST SS04 |
| Xe I |    30261.4 |  1.0 |   0.0 |        60 |   NIST H73 |
| Ne I |  30371.786 |  1.0 |   0.0 |      1000 |       NIST |
| Xe I |    30483.7 |  1.0 |   0.0 |       150 |   NIST H73 |
| Kr I |    30671.9 |  1.0 |   0.0 |        50 |  NIST KH69 |
| Xe I |    30802.6 |  1.0 |   0.0 |        50 |   NIST H73 |
| Kr I |   30987.61 |  1.0 |   0.0 |        50 |  NIST KH69 |
| Xe I |    31077.7 |  1.0 |   0.0 |       600 |  NIST HP70 |
| Xe I |    31344.5 |  1.0 |   0.0 |        12 |   NIST H73 |
| Xe I |    31616.5 |  1.0 |   0.0 |        60 |   NIST H73 |
| Ne I |  31868.616 |  1.0 |   0.0 |      1000 |       NIST |
| Xe I |    32748.2 |  1.0 |   0.0 |       200 |   NIST H73 |
| Ne I |  33182.139 |  1.0 |   0.0 |         8 |  NIST SS04 |
| Ar I |    33295.6 |  1.0 |   0.0 |           |       IRTF |
| Ne I |  33361.478 |  1.0 |   0.0 |        17 |  NIST SS04 |
| Kr I |   33409.67 |  1.0 |   0.0 |      1000 |       NIST |
| Kr I |   33418.77 |  1.0 |   0.0 |      1000 |       NIST |
| Xe I |    33675.9 |  1.0 |   0.0 |       400 |   NIST H73 |
| Ne I |  33909.054 |  1.0 |   0.0 |      1000 |       NIST |
| Ne I |   33912.63 |  1.0 |   0.0 |      1000 |       NIST |
| Ne I |   33922.35 |  1.0 |   0.0 |      1000 |       NIST |
