# Creation Date: 2023-10-30
# taken from linelist in https://www2.keck.hawaii.edu/inst/hires/observing.html
# and plots in https://www2.keck.hawaii.edu/inst/hires/ThAr_atlas.html
# converted to vacuum, and matched to NIST,
# see dev_algorithms/wavelengths/hires_ThAr_linelist/create_hires_ThAr_list.py in PypeIt-development-suite
# for wavelength ranges not covered in the Keck webpage, we use NIST+MURPHY from ThAr_lines.dat
|    ion |       wave | NIST | Instr | amplitude |      Source |
|  Ar II |  3431.3983 |    1 |     0 |        26 |   Keck+NIST |
|  Th II |  3432.7941 |    1 |     0 |       440 |   Keck+NIST |
|  Th II |  3434.9831 |    1 |     0 |      4800 |   Keck+NIST |
|   Th I |  3435.7115 |    1 |     0 |       540 |   Keck+NIST |
|  Th II |  3436.9618 |    1 |     0 |      5800 |   Keck+NIST |
|   Th I |  3437.7121 |    1 |     0 |      4100 |   Keck+NIST |
|   Th I |  3438.2922 |    1 |     0 |     15000 |   Keck+NIST |
|  Th II |  3439.9358 |    1 |     0 |      1400 |   Keck+NIST |
|   Th I |  3440.3843 |    1 |     0 |      2200 |   Keck+NIST |
|  Th II |  3440.6975 |    1 |     0 |      2100 |   Keck+NIST |
|  Th II |  3442.0220 |    1 |     0 |       380 |   Keck+NIST |
|  Th II |  3442.3508 |    1 |     0 |       440 |   Keck+NIST |
|   Th I |  3442.5129 |    1 |     0 |       250 |   Keck+NIST |
|   Th I |  3443.5654 |    1 |     0 |      2100 |   Keck+NIST |
|  Th II |  3446.2044 |    1 |     0 |       590 |   Keck+NIST |
|  Th II |  3446.7314 |    1 |     0 |       580 |   Keck+NIST |
|   Th I |  3447.5349 |    1 |     0 |       600 |   Keck+NIST |
|   Th I |  3449.9368 |    1 |     0 |       340 |   Keck+NIST |
|  Th II |  3450.2752 |    1 |     0 |       370 |   Keck+NIST |
|  Th II |  3450.6330 |    1 |     0 |       440 |   Keck+NIST |
|   Th I |  3452.6911 |    1 |     0 |      3000 |   Keck+NIST |
|  Th II |  3453.6711 |    1 |     0 |       690 |   Keck+NIST |
|  Ar II |  3455.0845 |    1 |     0 |        76 |   Keck+NIST |
|   Th I |  3456.6028 |    1 |     0 |       410 |   Keck+NIST |
|   Th I |  3458.0593 |    1 |     0 |      1900 |   Keck+NIST |
|   Th I |  3462.0098 |    1 |     0 |     13000 |   Keck+NIST |
|   Th I |  3462.2084 |    1 |     0 |      9100 |   Keck+NIST |
|  Th II |  3463.8422 |    1 |     0 |      1600 |   Keck+NIST |
|  Th II |  3464.7115 |    1 |     0 |       680 |   Keck+NIST |
|  Ar II |  3465.1185 |    1 |     0 |         0 |   Keck+NIST |
|   Th I |  3466.0548 |    1 |     0 |       370 |   Keck+NIST |
|  Th II |  3466.7574 |    1 |     0 |      2300 |   Keck+NIST |
|   Th I |  3467.5311 |    1 |     0 |      2300 |   Keck+NIST |
|   Th I |  3467.6385 |    1 |     0 |      3700 |   Keck+NIST |
|  Th II |  3469.2128 |    1 |     0 |      2200 |   Keck+NIST |
|   Th I |  3470.3387 |    1 |     0 |      6500 |   Keck+NIST |
|  Th II |  3470.9142 |    1 |     0 |      6900 |   Keck+NIST |
|   Th I |  3471.5611 |    1 |     0 |       790 |   Keck+NIST |
|   Th I |  3471.9942 |    1 |     0 |       800 |   Keck+NIST |
|   Th I |  3472.2123 |    1 |     0 |      3300 |   Keck+NIST |
|   Th I |  3472.9533 |    1 |     0 |      1000 |   Keck+NIST |
|   Th I |  3477.3803 |    1 |     0 |       360 |   Keck+NIST |
|  Ar II |  3477.7425 |    1 |     0 |       427 |   Keck+NIST |
|  Th II |  3478.6996 |    1 |     0 |       310 |   Keck+NIST |
|  Ar II |  3479.2274 |    1 |     0 |       100 |   Keck+NIST |
|  Th II |  3479.4591 |    1 |     0 |       290 |   Keck+NIST |
|  Th II |  3480.1683 |    1 |     0 |       970 |   Keck+NIST |
|   Th I |  3480.6806 |    1 |     0 |       720 |   Keck+NIST |
|   Th I |  3481.0485 |    1 |     0 |       630 |   Keck+NIST |
|  Th II |  3483.5449 |    1 |     0 |       280 |   Keck+NIST |
|  Th II |  3483.7580 |    1 |     0 |       460 |   Keck+NIST |
|  Th II |  3485.0771 |    1 |     0 |       210 |   Keck+NIST |
|  Th II |  3486.2097 |    1 |     0 |       380 |   Keck+NIST |
|   Th I |  3487.5489 |    1 |     0 |      7700 |   Keck+NIST |
|  Th II |  3488.8417 |    1 |     0 |       180 |   Keck+NIST |
|   Th I |  3489.8321 |    1 |     0 |       660 |   Keck+NIST |
|   Th I |  3490.1825 |    1 |     0 |       750 |   Keck+NIST |
|   Th I |  3490.5060 |    1 |     0 |      1200 |   Keck+NIST |
|  Th II |  3491.4512 |    1 |     0 |       230 |   Keck+NIST |
|  Ar II |  3491.8719 |    1 |     0 |        45 |   Keck+NIST |
|  Ar II |  3492.2428 |    1 |     0 |       389 |   Keck+NIST |
|  Ar II |  3492.5348 |    1 |     0 |      1000 |   Keck+NIST |
|   Th I |  3492.8991 |    1 |     0 |       430 |   Keck+NIST |
|  Th II |  3494.5180 |    1 |     0 |       830 |   Keck+NIST |
|   Th I |  3496.6999 |    1 |     0 |      2300 |   Keck+NIST |
|   Th I |  3497.8110 |    1 |     0 |      3600 |   Keck+NIST |
|  Th II |  3498.2632 |    1 |     0 |       190 |   Keck+NIST |
|  Th II |  3499.0105 |    1 |     0 |       810 |   Keck+NIST |
|   Th I |  3499.6218 |    1 |     0 |      2600 |   Keck+NIST |
|   Th I |  3500.8229 |    1 |     0 |       180 |   Keck+NIST |
|  Th II |  3500.9878 |    1 |     0 |       620 |   Keck+NIST |
|   Th I |  3501.1045 |    1 |     0 |       310 |   Keck+NIST |
|  Th II |  3502.4574 |    1 |     0 |       590 |   Keck+NIST |
|   Th I |  3502.8683 |    1 |     0 |       690 |   Keck+NIST |
|   Th I |  3503.9656 |    1 |     0 |       150 |   Keck+NIST |
|  Th II |  3504.6166 |    1 |     0 |       310 |   Keck+NIST |
|   Th I |  3504.7881 |    1 |     0 |      1000 |   Keck+NIST |
|  Th II |  3506.4967 |    1 |     0 |       330 |   Keck+NIST |
|   Th I |  3507.1355 |    1 |     0 |       250 |   Keck+NIST |
|   Th I |  3507.6487 |    1 |     0 |       210 |   Keck+NIST |
| Th III |  3508.5495 |    1 |     0 |      1300 |   Keck+NIST |
|   Th I |  3510.0924 |    1 |     0 |       470 |   Keck+NIST |
|  Ar II |  3510.7818 |    1 |     0 |       447 |   Keck+NIST |
|   Th I |  3512.1615 |    1 |     0 |      2100 |   Keck+NIST |
|  Th II |  3512.5661 |    1 |     0 |      1100 |   Keck+NIST |
|  Th II |  3513.7469 |    1 |     0 |       220 |   Keck+NIST |
|  Ar II |  3515.3924 |    1 |     0 |       490 |   Keck+NIST |
|  Th II |  3515.9671 |    1 |     0 |       250 |   Keck+NIST |
|  Th II |  3517.3598 |    1 |     0 |       330 |   Keck+NIST |
|  Th II |  3517.8298 |    1 |     0 |       300 |   Keck+NIST |
|   Th I |  3519.4099 |    1 |     0 |      4200 |   Keck+NIST |
|   Th I |  3519.8917 |    1 |     0 |       510 |   Keck+NIST |
|  Ar II |  3520.9998 |    1 |     0 |       191 |   Keck+NIST |
|   Th I |  3522.0660 |    1 |     0 |      1500 |   Keck+NIST |
|  Ar II |  3522.2668 |    1 |     0 |       100 |   Keck+NIST |
|   Th I |  3524.5133 |    1 |     0 |      1300 |   Keck+NIST |
|   Th I |  3524.7658 |    1 |     0 |       460 |   Keck+NIST |
|   Th I |  3525.1861 |    1 |     0 |       190 |   Keck+NIST |
|   Th I |  3525.7166 |    1 |     0 |       250 |   Keck+NIST |
|   Th I |  3527.6422 |    1 |     0 |      1600 |   Keck+NIST |
|   Th I |  3528.3305 |    1 |     0 |       420 |   Keck+NIST |
|   Th I |  3529.4201 |    1 |     0 |       670 |   Keck+NIST |
|  Th II |  3529.8287 |    1 |     0 |       560 |   Keck+NIST |
|  Th II |  3529.9630 |    1 |     0 |      1200 |   Keck+NIST |
|   Th I |  3530.3946 |    1 |     0 |       610 |   Keck+NIST |
|   Th I |  3531.5237 |    1 |     0 |      1900 |   Keck+NIST |
|   Th I |  3532.4598 |    1 |     0 |      1900 |   Keck+NIST |
|   Th I |  3534.1923 |    1 |     0 |       220 |   Keck+NIST |
|  Ar II |  3536.3298 |    1 |     0 |       170 |   Keck+NIST |
