# Feige66
1147.8000  8.685  1.2
 1149.0000  8.657  1.2
 1150.2000  8.686  1.2
 1151.4000  8.685  1.2
 1152.6000  8.725  1.2
 1153.8000  8.742  1.2
 1155.0000  8.695  1.2
 1156.2000  8.662  1.2
 1157.4000  8.714  1.2
 1158.4000  8.658  1.0
 1159.6000  8.629  1.2
 1160.8000  8.626  1.2
 1162.0000  8.594  1.2
 1163.2000  8.597  1.2
 1164.4000  8.588  1.2
 1165.6000  8.609  1.2
 1166.8000  8.610  1.2
 1168.0000  8.631  1.2
 1169.2000  8.653  1.2
 1170.2000  8.675  1.0
 1171.4000  8.682  1.2
 1172.6000  8.706  1.2
 1173.8000  8.761  1.2
 1175.0000  8.802  1.2
 1176.2000  8.798  1.2
 1177.4000  8.738  1.2
 1178.6000  8.672  1.2
 1179.8000  8.661  1.2
 1181.0000  8.663  1.2
 1182.0000  8.657  1.0
 1183.2000  8.657  1.2
 1184.4000  8.655  1.2
 1185.6000  8.671  1.2
 1186.8000  8.670  1.2
 1188.0000  8.707  1.2
 1189.2000  8.725  1.2
 1190.4000  8.737  1.2
 1191.6000  8.772  1.2
 1192.8000  8.774  1.2
 1193.8000  8.795  1.0
 1195.0000  8.821  1.2
 1196.2000  8.843  1.2
 1197.4000  8.865  1.2
 1198.6000  8.831  1.2
 1199.8000  8.813  1.2
 1201.0000  8.793  1.2
 1202.2000  8.735  1.2
 1203.4000  8.760  1.2
 1204.6000  8.749  1.2
 1205.6000  8.784  1.0
 1206.8000  8.769  1.2
 1208.0000  8.826  1.2
 1209.2000  8.877  1.2
 1210.4000  8.913  1.2
 1211.6000  9.010  1.2
 1212.8000  9.210  1.2
 1214.0000  9.379  1.2
 1215.2000  9.523  1.2
 1216.2000  9.498  1.0
 1217.4000  9.320  1.2
 1218.6000  9.138  1.2
 1219.8000  8.973  1.2
 1221.0000  8.874  1.2
 1222.2000  8.775  1.2
 1223.4000  8.733  1.2
 1224.6000  8.724  1.2
 1225.8000  8.749  1.2
 1227.0000  8.757  1.2
 1228.0000  8.808  1.0
 1229.2000  8.815  1.2
 1230.4000  8.771  1.2
 1231.6000  8.740  1.2
 1232.8000  8.724  1.2
 1234.0000  8.706  1.2
 1235.2000  8.665  1.2
 1236.4000  8.684  1.2
 1237.6000  8.709  1.2
 1238.8000  8.690  1.2
 1239.8000  8.684  1.0
 1241.0000  8.679  1.2
 1242.2000  8.677  1.2
 1243.4000  8.689  1.2
 1244.6000  8.718  1.2
 1245.8000  8.707  1.2
 1247.0000  8.681  1.2
 1248.2000  8.707  1.2
 1249.4000  8.730  1.2
 1250.6000  8.740  1.2
 1251.6000  8.745  1.0
 1252.8000  8.749  1.2
 1254.0000  8.760  1.2
 1255.2000  8.748  1.2
 1256.4000  8.801  1.2
 1257.6000  8.827  1.2
 1258.8000  8.830  1.2
 1260.0000  8.833  1.2
 1261.2000  8.801  1.2
 1262.4000  8.805  1.2
 1263.4000  8.770  1.0
 1264.6000  8.793  1.2
 1265.8000  8.799  1.2
 1267.0000  8.773  1.2
 1268.2000  8.747  1.2
 1269.4000  8.709  1.2
 1270.6000  8.732  1.2
 1271.8000  8.763  1.2
 1273.0000  8.769  1.2
 1274.2000  8.757  1.2
 1275.2000  8.788  1.0
 1276.4000  8.760  1.2
 1277.6000  8.754  1.2
 1278.8000  8.756  1.2
 1280.0000  8.764  1.2
 1281.2000  8.776  1.2
 1282.4000  8.784  1.2
 1283.6000  8.818  1.2
 1284.8000  8.821  1.2
 1286.0000  8.799  1.2
 1287.0000  8.802  1.0
 1288.2000  8.788  1.2
 1289.4000  8.814  1.2
 1290.6000  8.865  1.2
 1291.8000  8.859  1.2
 1293.0000  8.885  1.2
 1294.2000  8.887  1.2
 1295.4000  8.871  1.2
 1296.6000  8.880  1.2
 1297.8000  8.908  1.2
 1298.8000  8.912  1.0
 1300.0000  8.913  1.2
 1301.2000  8.893  1.2
 1302.4000  8.839  1.2
 1303.6000  8.784  1.2
