 3200. 1.05
 3250. 0.91
 3300. 0.82
 3350. 0.75
 3400. 0.70
 3450. 0.66
 3500. 0.62
 3571. 0.57
 3636. 0.55
 3704. 0.50
 3862. 0.42
 4036. 0.38
 4167. 0.34
 4255. 0.31
 4464. 0.27
 4566. 0.25
 4785. 0.22
 5000. 0.19
 5263. 0.17
 5556. 0.14
 5840. 0.16
 6056. 0.15
 6436. 0.11
 6790. 0.071
 7100. 0.067
 7550. 0.053
 7780. 0.049
 8090. 0.053
 8370. 0.050
 8708. 0.030
 9832. 0.053
10256. 0.023
10400. 0.024
10610. 0.026
10796. 0.029
10870. 0.037
