# This spectrum, originally implemented in March 2004, was based on STIS
# observations and a 2003 Kurucz model. It was replaced 
# in September 2006 by a more recent spectrum described in Bohlin
# 2007, THE FUTURE OF PHOTOMETRIC, SPECTROPHOTOMETRIC AND POLARIMETRIC
# STANDARDIZATION, ASP Conference Series (in press).
#....................................................................
#
#      WAVELENGTH            FLUX
#       angstroms            flam
     3636.011   3.038700E-9
      3638.76   3.040900E-9
     3641.509   3.030500E-9
     3644.258   3.032900E-9
     3647.007   3.034200E-9
     3649.756   3.027100E-9
     3652.505   3.020300E-9
     3655.254   3.021000E-9
     3658.003   3.025900E-9
     3660.753   3.019200E-9
     3663.502   3.020800E-9
     3666.251   3.033600E-9
        3669.   3.020000E-9
     3671.749   3.010000E-9
     3674.498   3.007800E-9
     3677.247   3.001200E-9
     3679.997   2.991700E-9
     3682.746   2.991800E-9
     3685.495   2.977800E-9
     3688.244   2.975100E-9
     3690.993   3.007200E-9
     3693.742   3.032500E-9
     3696.492   3.024400E-9
     3699.241   3.057300E-9
      3701.99   3.071900E-9
     3704.739   2.991800E-9
     3707.489   3.119200E-9
     3710.238   3.093000E-9
     3712.987   3.015500E-9
     3715.736   3.279200E-9
     3718.486   3.348900E-9
     3721.235   3.059000E-9
     3723.984   3.105100E-9
     3726.733   3.553200E-9
     3729.483   3.733400E-9
     3732.232   3.382000E-9
     3734.981   3.031600E-9
      3737.73   3.350800E-9
      3740.48   3.973800E-9
     3743.229   4.243600E-9
     3745.979   3.924300E-9
     3748.728   3.309600E-9
     3751.477   3.097900E-9
     3754.227   3.649400E-9
     3756.976   4.347100E-9
     3759.725   4.755400E-9
     3762.475   4.795000E-9
     3765.224   4.430900E-9
     3767.973   3.745100E-9
     3770.723   3.186100E-9
     3773.472   3.438100E-9
     3776.221   4.279000E-9
     3778.971   5.138800E-9
      3781.72   5.758000E-9
      3784.47   6.050700E-9
     3787.219   5.954800E-9
     3789.969   5.511400E-9
     3792.718   4.757900E-9
     3795.467   3.867400E-9
     3798.217   3.289100E-9
     3800.966   3.598300E-9
     3803.716   4.464800E-9
     3806.465   5.353400E-9
     3809.215   6.146100E-9
     3811.964   6.724200E-9
     3814.713   6.999400E-9
     3817.463   7.185900E-9
     3820.212   7.085900E-9
     3822.962   6.750400E-9
     3825.711   6.160800E-9
     3828.461   5.371600E-9
      3831.21   4.459700E-9
      3833.96   3.609700E-9
     3836.709   3.299600E-9
     3839.459   3.859900E-9
     3842.208   4.805600E-9
     3844.958   5.758900E-9
     3847.707   6.557000E-9
     3850.457   7.169000E-9
     3853.206   7.623900E-9
     3855.956   7.882800E-9
     3858.705   8.082500E-9
     3861.455   8.189100E-9
     3864.204   8.234700E-9
     3866.954   8.206800E-9
     3869.703   8.070900E-9
     3872.453   7.768200E-9
     3875.203   7.334900E-9
     3877.952   6.736600E-9
     3880.702   5.973000E-9
     3883.451   5.097400E-9
     3886.201   4.141900E-9
      3888.95   3.435200E-9
       3891.7   3.577500E-9
     3894.449   4.365700E-9
     3897.199   5.278000E-9
     3899.949   6.095300E-9
     3902.698   6.810400E-9
     3905.448   7.395100E-9
     3908.197   7.858400E-9
     3910.947   8.176700E-9
     3913.697   8.335000E-9
     3916.446   8.490700E-9
     3919.196   8.635500E-9
     3921.945   8.699300E-9
     3924.695   8.749100E-9
     3927.445   8.722800E-9
     3930.194   8.521500E-9
     3932.944   8.060900E-9
     3935.693   8.000800E-9
     3938.443   8.397200E-9
     3941.192   8.520200E-9
     3943.942   8.426100E-9
     3946.692   8.259500E-9
     3949.441   8.046600E-9
     3952.191   7.752200E-9
      3954.94   7.342700E-9
      3957.69   6.805600E-9
      3960.44   6.136300E-9
     3963.189   5.343700E-9
     3965.939   4.448400E-9
     3968.689   3.574000E-9
     3971.438   3.310400E-9
     3974.188   3.860100E-9
     3976.938   4.741500E-9
     3979.687   5.570600E-9
     3982.437   6.304000E-9
     3985.186   6.894200E-9
     3987.936   7.340100E-9
     3990.686   7.717400E-9
     3993.435   7.998300E-9
     3996.185   8.155600E-9
     3998.935   8.296500E-9
     4001.684   8.396600E-9
     4004.434   8.466900E-9
     4007.183   8.525200E-9
     4009.933   8.580300E-9
     4012.683   8.596700E-9
     4015.432   8.593300E-9
     4018.182   8.645200E-9
     4020.931   8.638900E-9
     4023.681   8.617100E-9
     4026.431   8.595600E-9
      4029.18   8.581300E-9
      4031.93   8.601600E-9
      4034.68   8.611700E-9
     4037.429   8.632800E-9
     4040.179   8.596400E-9
     4042.928   8.535100E-9
     4045.678   8.490400E-9
     4048.428   8.478100E-9
     4051.177   8.472600E-9
     4053.927   8.432400E-9
     4056.677   8.380500E-9
     4059.426   8.309200E-9
     4062.176   8.219800E-9
     4064.925   8.182800E-9
     4067.675   8.137100E-9
     4070.425   8.021400E-9
     4073.174   7.918900E-9
     4075.924   7.808900E-9
     4078.674   7.647500E-9
     4081.423   7.448100E-9
     4084.173   7.154800E-9
     4086.922   6.759100E-9
     4089.672   6.270400E-9
     4092.421   5.661400E-9
     4095.171   4.948200E-9
     4097.921   4.128900E-9
      4100.67   3.407200E-9
      4103.42   3.263400E-9
     4106.169   3.808200E-9
     4108.919   4.539800E-9
     4111.668   5.256200E-9
     4114.418   5.867900E-9
     4117.168   6.358100E-9
     4119.917   6.752600E-9
     4122.667   7.064100E-9
     4125.417   7.283900E-9
     4128.166   7.408700E-9
     4130.916   7.537100E-9
     4133.665   7.662100E-9
     4136.415   7.796700E-9
     4139.165   7.856500E-9
     4141.914   7.909200E-9
     4144.664   7.903900E-9
     4147.413   7.945300E-9
     4150.163   7.949600E-9
     4152.912   7.958900E-9
     4155.662   7.957800E-9
     4158.411   7.988100E-9
     4161.161   7.977600E-9
      4163.91   7.919700E-9
      4166.66   7.933300E-9
     4169.409   7.928800E-9
     4172.159   7.884200E-9
     4174.908   7.838200E-9
     4177.658   7.830700E-9
     4180.407   7.849500E-9
     4183.157   7.870100E-9
     4185.906   7.890400E-9
     4188.656   7.888500E-9
     4191.405   7.875800E-9
     4194.155   7.859500E-9
     4196.904   7.830200E-9
     4199.654   7.812100E-9
     4200.543   7.769605E-9
     4204.754   7.775143E-9
     4208.969   7.795713E-9
     4213.189   7.763276E-9
     4217.413   7.713436E-9
      4221.64   7.691284E-9
     4225.873   7.629577E-9
     4230.109   7.574990E-9
      4234.35   7.545718E-9
     4238.595   7.563123E-9
     4242.844   7.551256E-9
     4247.097   7.501415E-9
     4251.355   7.483219E-9
     4255.617   7.491922E-9
     4259.883   7.464233E-9
     4264.154   7.453948E-9
     4268.429   7.427841E-9
     4272.708   7.348729E-9
     4276.991   7.351102E-9
     4281.279   7.360596E-9
     4285.571   7.318666E-9
     4289.867   7.244301E-9
     4294.168   7.162024E-9
     4298.473   7.067881E-9
     4302.782   6.962662E-9
     4307.095   6.887505E-9
     4311.413   6.780704E-9
     4315.735   6.601910E-9
     4320.062   6.344795E-9
     4324.393   5.904141E-9
     4328.728   5.252256E-9
     4333.067   4.366200E-9
     4337.412   3.299768E-9
      4341.76   2.740445E-9
     4346.112   3.322711E-9
     4350.469   4.355125E-9
     4354.831   5.230105E-9
     4359.196   5.866958E-9
     4363.566   6.264892E-9
     4367.941   6.492735E-9
      4372.32   6.624061E-9
     4376.703   6.707129E-9
     4381.091   6.716623E-9
     4385.483   6.670738E-9
     4389.879   6.715041E-9
      4394.28   6.749059E-9
     4398.686   6.758552E-9
     4403.095   6.762507E-9
     4407.509   6.767254E-9
     4411.928   6.758552E-9
     4416.351   6.700800E-9
     4420.778   6.712667E-9
      4425.21   6.749850E-9
     4429.646   6.735609E-9
     4434.087   6.711085E-9
     4438.532   6.693680E-9
     4442.982   6.650959E-9
     4447.436   6.628017E-9
     4451.895   6.628808E-9
     4456.357   6.620106E-9
     4460.825   6.605866E-9
     4465.297   6.564727E-9
     4469.773   6.504602E-9
     4474.254   6.488780E-9
      4478.74   6.415205E-9
     4483.229   6.341631E-9
     4487.724   6.416788E-9
     4492.223   6.440521E-9
     4496.727   6.444477E-9
     4501.234   6.424699E-9
     4505.747   6.396218E-9
     4510.264   6.370902E-9
     4514.786   6.348751E-9
     4519.312   6.310777E-9
     4523.842   6.283879E-9
     4528.377   6.293372E-9
     4532.917   6.275177E-9
     4537.461   6.261728E-9
      4542.01   6.253025E-9
     4546.563   6.192109E-9
     4551.122   6.116161E-9
     4555.684   6.108250E-9
     4560.251   6.128819E-9
     4564.823   6.155717E-9
     4569.399   6.152553E-9
      4573.98   6.118535E-9
     4578.565   6.086890E-9
     4583.155   6.033094E-9
      4587.75   6.016480E-9
     4592.349   6.045751E-9
     4596.953   6.063947E-9
     4601.562   6.062365E-9
     4606.175   6.049707E-9
     4610.792   6.029929E-9
     4615.415   5.989582E-9
     4620.042   5.944488E-9
     4624.673   5.931039E-9
      4629.31   5.900185E-9
      4633.95   5.876451E-9
     4638.596   5.887527E-9
     4643.246   5.899394E-9
     4647.901   5.886736E-9
     4652.561   5.866958E-9
     4657.225   5.845598E-9
     4661.894   5.825028E-9
     4666.567   5.798130E-9
     4671.245   5.782308E-9
     4675.928   5.779935E-9
     4680.616   5.770441E-9
     4685.308   5.753828E-9
     4690.005   5.734050E-9
     4694.707   5.716645E-9
     4699.413   5.696867E-9
     4704.125   5.673133E-9
      4708.84   5.658102E-9
     4713.561   5.640697E-9
     4718.286   5.620919E-9
     4723.017   5.606679E-9
     4727.751   5.586901E-9
     4732.491   5.560003E-9
     4737.235   5.544972E-9
     4741.984   5.535478E-9
     4746.738   5.522820E-9
     4751.497   5.507789E-9
      4756.26   5.489593E-9
     4761.028   5.468233E-9
     4765.801   5.446081E-9
     4770.579   5.428677E-9
     4775.361   5.410481E-9
     4780.148   5.388329E-9
     4784.941   5.367760E-9
     4789.737   5.346400E-9
      4794.54   5.322666E-9
     4799.346   5.292604E-9
     4804.157   5.257003E-9
     4808.974   5.223776E-9
     4813.794   5.186593E-9
      4818.62   5.135171E-9
     4823.451   5.061596E-9
     4828.287   4.976155E-9
     4833.127   4.864607E-9
     4837.972   4.689769E-9
     4842.822   4.423161E-9
     4847.677   4.023645E-9
     4852.537   3.457993E-9
     4857.401   2.749148E-9
     4862.271   2.298208E-9
     4867.146   2.627315E-9
     4872.025   3.320338E-9
     4876.909   3.890736E-9
     4881.798   4.284715E-9
     4886.692   4.531544E-9
     4891.591   4.677111E-9
     4896.495   4.777584E-9
     4901.403   4.843247E-9
     4906.317   4.875683E-9
     4911.236   4.889132E-9
     4916.159   4.883594E-9
     4921.088   4.847202E-9
     4926.021   4.838500E-9
     4930.959   4.877265E-9
     4935.903   4.889132E-9
     4940.851   4.885967E-9
     4945.805   4.878056E-9
     4950.763   4.861442E-9
     4955.726   4.834544E-9
     4960.694   4.821095E-9
     4965.667   4.826633E-9
     4970.645   4.819513E-9
     4975.628   4.805273E-9
     4980.616   4.783912E-9
     4985.609   4.764925E-9
     4990.607   4.753850E-9
      4995.61   4.740401E-9
     5000.619   4.715876E-9
     5005.632   4.694516E-9
      5010.65   4.687396E-9
     5015.673   4.649422E-9
     5020.701   4.613821E-9
     5025.734   4.638346E-9
     5030.772   4.644675E-9
     5035.816   4.624897E-9
     5040.865   4.600372E-9
     5045.918   4.595626E-9
     5050.977   4.586923E-9
      5056.04   4.559234E-9
     5061.109   4.555278E-9
     5066.183   4.556861E-9
     5071.261   4.543411E-9
     5076.345   4.529171E-9
     5081.435   4.518887E-9
     5086.529   4.507811E-9
     5091.628   4.493571E-9
     5096.732   4.473002E-9
     5101.842   4.454806E-9
     5106.956   4.450850E-9
     5112.076   4.443730E-9
     5117.201   4.430281E-9
     5122.331   4.414459E-9
     5127.466   4.397054E-9
     5132.606   4.379650E-9
     5137.751   4.363827E-9
     5142.902   4.347213E-9
     5148.058   4.335346E-9
     5153.219   4.327435E-9
     5158.385   4.315568E-9
     5163.557   4.276803E-9
     5168.733   4.204020E-9
     5173.915   4.195318E-9
     5179.102   4.227754E-9
     5184.293   4.210349E-9
     5189.491   4.203229E-9
     5194.693   4.198482E-9
     5199.901   4.187407E-9
     5205.113   4.191362E-9
     5210.332   4.186615E-9
     5215.556   4.173167E-9
     5220.784   4.158135E-9
     5226.018   4.130446E-9
     5231.257   4.098801E-9
     5236.501   4.085352E-9
      5241.75   4.101175E-9
     5247.006   4.105130E-9
     5252.266   4.089308E-9
     5257.531   4.068739E-9
     5262.802   4.045005E-9
     5268.078   4.022854E-9
     5273.359   4.000702E-9
     5278.646   3.993582E-9
     5283.938   4.003867E-9
     5289.234   4.007031E-9
     5294.537   4.001493E-9
     5299.845   3.988835E-9
     5305.158   3.973013E-9
     5310.476   3.950070E-9
       5315.8   3.912887E-9
     5321.129   3.901812E-9
     5326.464   3.901812E-9
     5331.804   3.890736E-9
     5337.148   3.884407E-9
     5342.499   3.882825E-9
     5347.855   3.882034E-9
     5353.216   3.874123E-9
     5358.583   3.857509E-9
     5363.955   3.832193E-9
     5369.332   3.819535E-9
     5374.715   3.816371E-9
     5380.103   3.808459E-9
     5385.497   3.795801E-9
     5390.896   3.786308E-9
       5396.3   3.772068E-9
     5401.709   3.749916E-9
     5407.125   3.735676E-9
     5412.546   3.731721E-9
     5417.972   3.724601E-9
     5423.403   3.712734E-9
      5428.84   3.699285E-9
     5434.283   3.692165E-9
      5439.73   3.687418E-9
     5445.184   3.677133E-9
     5450.643   3.665267E-9
     5456.107   3.652608E-9
     5461.577   3.642324E-9
     5467.052   3.632039E-9
     5472.532   3.622546E-9
     5478.019   3.609888E-9
     5483.511   3.599604E-9
     5489.008   3.589319E-9
     5494.511   3.579034E-9
     5500.019   3.568750E-9
     5505.533   3.555300E-9
     5511.052   3.545807E-9
     5516.577   3.540269E-9
     5522.107   3.528402E-9
     5527.643   3.508625E-9
     5533.184   3.495175E-9
     5538.731   3.490429E-9
     5544.284   3.484891E-9
     5549.842   3.474606E-9
     5555.406   3.464321E-9
     5560.976   3.454037E-9
      5566.55   3.442170E-9
     5572.131   3.430303E-9
     5577.717   3.420810E-9
     5583.308   3.410525E-9
     5588.906   3.398658E-9
     5594.509   3.390747E-9
     5600.117   3.382836E-9
     5605.731   3.373343E-9
     5611.351   3.362267E-9
     5616.977   3.349609E-9
     5622.607   3.340907E-9
     5628.244   3.332204E-9
     5633.886   3.323502E-9
     5639.534   3.313217E-9
     5645.188   3.302142E-9
     5650.847   3.291857E-9
     5656.513   3.279199E-9
     5662.183   3.268123E-9
     5667.859   3.261003E-9
     5673.541   3.253092E-9
     5679.229   3.243599E-9
     5684.922   3.233314E-9
     5690.621   3.223029E-9
     5696.326   3.214327E-9
     5702.037   3.204834E-9
     5707.753   3.194549E-9
     5713.476   3.185056E-9
     5719.203   3.176353E-9
     5724.937   3.166860E-9
     5730.676   3.157366E-9
     5736.421   3.147873E-9
     5742.172   3.138380E-9
     5747.928   3.128095E-9
      5753.69   3.117810E-9
     5759.458   3.109108E-9
     5765.232   3.099615E-9
     5771.012   3.090912E-9
     5776.797   3.080628E-9
     5782.588   3.070343E-9
     5788.386   3.061641E-9
     5794.189   3.052938E-9
     5799.998   3.043445E-9
     5805.812   3.034742E-9
     5811.632   3.025249E-9
     5817.458   3.015756E-9
     5823.291   3.007053E-9
     5829.128   2.998351E-9
     5834.972   2.988858E-9
     5840.821   2.980155E-9
     5846.677   2.971453E-9
     5852.539   2.961959E-9
     5858.405   2.951675E-9
     5864.278   2.942973E-9
     5870.157   2.932688E-9
     5876.042   2.920821E-9
     5881.933   2.910536E-9
      5887.83   2.891549E-9
     5893.732   2.873354E-9
     5899.641   2.873354E-9
     5905.555   2.877309E-9
     5911.475   2.871771E-9
     5917.402   2.863860E-9
     5923.334   2.855158E-9
     5929.272   2.846456E-9
     5935.216   2.837753E-9
     5941.167   2.829842E-9
     5947.122   2.820349E-9
     5953.084   2.809273E-9
     5959.052   2.798988E-9
     5965.026   2.791868E-9
     5971.006   2.784748E-9
     5976.992   2.774464E-9
     5982.984   2.764970E-9
     5988.982   2.758641E-9
     5994.986   2.750730E-9
     6000.996   2.743610E-9
     6007.012   2.734907E-9
     6013.034   2.724623E-9
     6019.062   2.716712E-9
     6025.096   2.709592E-9
     6031.136   2.702472E-9
     6037.183   2.694560E-9
     6043.235   2.685858E-9
     6049.293   2.677156E-9
     6055.357   2.669244E-9
     6061.428   2.661333E-9
     6067.504   2.653422E-9
     6073.587   2.645511E-9
     6079.676   2.636808E-9
     6085.771   2.628897E-9
     6091.872   2.620986E-9
     6097.979   2.613075E-9
     6104.092   2.604372E-9
     6110.212   2.596461E-9
     6116.337   2.588550E-9
     6122.469   2.580639E-9
     6128.606   2.571936E-9
      6134.75   2.564025E-9
       6140.9   2.554532E-9
     6147.057   2.541083E-9
     6153.219   2.526051E-9
     6159.388   2.514976E-9
     6165.562   2.517349E-9
     6171.744   2.516558E-9
     6177.931   2.509438E-9
     6184.124   2.503109E-9
     6190.323   2.495989E-9
     6196.529   2.488078E-9
     6202.742   2.480166E-9
      6208.96   2.473046E-9
     6215.185   2.465135E-9
     6221.415   2.458015E-9
     6227.652   2.449313E-9
     6233.896   2.438237E-9
     6240.145   2.426370E-9
     6246.401   2.416086E-9
     6252.662   2.412130E-9
     6258.931   2.410548E-9
     6265.206   2.405010E-9
     6271.486   2.397890E-9
     6277.773   2.390770E-9
     6284.067   2.383650E-9
     6290.367   2.375738E-9
     6296.673   2.367827E-9
     6302.985   2.359916E-9
     6309.304   2.352005E-9
     6315.629   2.344093E-9
      6321.96   2.336182E-9
     6328.298   2.330644E-9
     6334.643   2.322733E-9
     6340.993   2.309284E-9
      6347.35   2.291088E-9
     6353.713   2.289506E-9
     6360.083   2.292670E-9
     6366.459   2.281595E-9
     6372.841   2.267355E-9
     6379.229   2.265772E-9
     6385.625   2.264190E-9
     6392.026   2.258652E-9
     6398.435   2.251532E-9
     6404.849   2.243621E-9
      6411.27   2.235710E-9
     6417.697   2.227007E-9
     6424.131   2.220678E-9
     6430.571   2.214349E-9
     6437.018   2.206438E-9
     6443.471   2.198527E-9
     6449.931   2.188242E-9
     6456.396   2.174002E-9
     6462.869   2.170047E-9
     6469.348   2.168464E-9
     6475.834   2.161344E-9
     6482.325   2.151851E-9
     6488.824   2.140775E-9
     6495.329   2.129700E-9
     6501.841   2.119415E-9
     6508.359   2.106757E-9
     6514.883   2.088561E-9
     6521.415   2.066410E-9
     6527.952   2.037138E-9
     6534.497   1.991253E-9
     6541.047   1.916888E-9
     6547.605   1.793473E-9
     6554.169   1.592528E-9
      6560.74   1.352027E-9
     6567.317   1.320382E-9
       6573.9   1.538732E-9
     6580.491   1.744423E-9
     6587.087   1.865465E-9
     6593.691   1.931919E-9
     6600.302   1.968311E-9
     6606.918   1.987297E-9
     6613.542   1.996791E-9
     6620.171   2.000747E-9
     6626.809   2.001538E-9
     6633.452   1.999956E-9
     6640.102   1.997582E-9
     6646.758   1.993627E-9
     6653.422   1.988880E-9
     6660.092   1.984133E-9
     6666.769   1.979386E-9
     6673.452   1.973848E-9
     6680.142   1.968311E-9
     6686.839   1.963564E-9
     6693.543   1.958817E-9
     6700.253   1.953279E-9
      6706.97   1.947742E-9
     6713.694   1.941412E-9
     6720.424   1.935083E-9
     6727.162   1.927963E-9
     6733.906   1.923217E-9
     6740.656   1.918470E-9
     6747.414   1.912141E-9
     6754.178   1.906603E-9
     6760.949   1.900274E-9
     6767.727   1.895528E-9
     6774.512   1.889198E-9
     6781.303   1.883661E-9
     6788.101   1.878123E-9
     6794.907   1.871794E-9
     6801.718   1.866256E-9
     6808.537   1.860718E-9
     6815.362   1.855180E-9
     6822.195   1.848851E-9
     6829.034   1.842522E-9
     6835.881   1.836984E-9
     6842.734   1.832238E-9
     6849.594   1.825909E-9
      6856.46   1.820371E-9
     6863.334   1.814042E-9
     6870.214   1.809295E-9
     6877.102   1.803757E-9
     6883.996   1.798219E-9
     6890.897   1.792682E-9
     6897.805   1.787144E-9
     6904.721   1.781606E-9
     6911.643   1.776068E-9
     6918.571   1.770530E-9
     6925.507   1.764201E-9
      6932.45   1.759454E-9
     6939.399   1.753917E-9
     6946.356   1.748379E-9
      6953.32   1.742841E-9
     6960.291   1.737303E-9
     6967.269   1.731765E-9
     6974.253   1.727019E-9
     6981.245   1.721481E-9
     6988.243   1.715943E-9
      6995.25   1.710405E-9
     7002.262   1.703285E-9
     7009.282   1.698538E-9
     7016.309   1.693791E-9
     7023.343   1.688254E-9
     7030.383   1.683507E-9
     7037.432   1.678760E-9
     7044.487   1.673222E-9
     7051.548   1.668475E-9
     7058.618   1.662938E-9
     7065.694   1.658191E-9
     7072.778   1.652653E-9
     7079.868   1.647906E-9
     7086.965   1.643160E-9
      7094.07   1.637622E-9
     7101.182   1.632084E-9
     7108.301   1.623382E-9
     7115.427   1.613888E-9
     7122.561   1.611515E-9
       7129.7   1.610724E-9
     7136.848   1.606768E-9
     7144.003   1.601230E-9
     7151.165   1.596483E-9
     7158.334   1.590946E-9
      7165.51   1.586199E-9
     7172.693   1.581452E-9
     7179.884   1.576705E-9
     7187.082   1.571168E-9
     7194.287   1.566421E-9
     7201.499   1.562465E-9
     7208.719   1.556927E-9
     7215.945   1.552181E-9
     7223.179   1.546643E-9
      7230.42   1.541896E-9
     7237.669   1.537940E-9
     7244.925   1.532403E-9
     7252.188   1.527656E-9
     7259.458   1.522909E-9
     7266.736   1.518162E-9
     7274.021   1.514207E-9
     7281.313   1.508669E-9
     7288.613   1.503922E-9
      7295.92   1.499175E-9
     7303.233   1.494429E-9
     7310.556   1.488891E-9
     7317.884   1.484935E-9
      7325.22   1.480189E-9
     7332.563   1.476233E-9
     7339.915   1.472277E-9
     7347.273   1.467531E-9
     7354.639   1.462784E-9
     7362.012   1.458037E-9
     7369.392   1.453290E-9
      7376.78   1.449335E-9
     7384.175   1.443797E-9
     7391.578   1.439050E-9
     7398.988   1.435095E-9
     7406.405   1.430348E-9
      7413.83   1.425601E-9
     7421.263   1.420063E-9
     7428.702   1.416108E-9
      7436.15   1.412152E-9
     7443.604   1.406614E-9
     7451.067   1.402659E-9
     7458.536   1.397912E-9
     7466.014   1.392374E-9
     7473.499   1.386836E-9
     7480.991   1.382881E-9
      7488.49   1.379716E-9
     7495.997   1.376552E-9
     7503.512   1.372596E-9
     7511.035   1.367849E-9
     7518.564   1.363103E-9
     7526.102   1.359147E-9
     7533.646   1.355982E-9
     7541.199   1.352027E-9
     7548.759   1.347280E-9
     7556.327   1.343325E-9
     7563.902   1.339369E-9
     7571.485   1.334622E-9
     7579.075   1.330667E-9
     7586.673   1.325920E-9
     7594.278   1.321964E-9
     7601.892   1.318009E-9
     7609.513   1.314053E-9
     7617.142   1.309306E-9
     7624.778   1.305351E-9
     7632.422   1.301395E-9
     7640.073   1.297439E-9
     7647.732   1.292693E-9
     7655.399   1.288737E-9
     7663.074   1.283990E-9
     7670.756   1.280035E-9
     7678.446   1.276870E-9
     7686.144   1.272915E-9
     7693.849   1.268168E-9
     7701.562   1.264212E-9
     7709.283   1.259466E-9
     7717.011   1.255510E-9
     7724.748   1.252346E-9
     7732.492   1.249181E-9
     7740.244   1.245225E-9
     7748.003   1.240479E-9
     7755.771   1.236523E-9
     7763.545   1.228612E-9
     7771.329   1.209625E-9
     7779.119   1.203296E-9
     7786.918   1.215163E-9
     7794.725   1.216745E-9
     7802.539   1.213581E-9
     7810.361   1.209625E-9
     7818.191   1.206460E-9
     7826.028   1.201714E-9
     7833.874   1.197758E-9
     7841.728   1.193803E-9
     7849.589   1.189847E-9
     7857.458   1.185891E-9
     7865.335   1.181936E-9
      7873.22   1.177189E-9
     7881.113   1.171651E-9
     7889.014   1.168487E-9
     7896.923   1.162158E-9
     7904.839   1.160575E-9
     7912.764   1.159784E-9
     7920.696   1.156620E-9
     7928.637   1.153455E-9
     7936.586   1.148709E-9
     7944.542   1.143962E-9
     7952.506   1.139215E-9
     7960.479   1.137633E-9
     7968.459   1.135260E-9
     7976.448   1.129722E-9
     7984.444   1.123393E-9
     7992.448   1.117855E-9
     8000.461   1.117064E-9
     8008.481   1.116273E-9
     8016.509   1.113108E-9
     8024.546   1.109944E-9
     8032.591   1.106779E-9
     8040.644   1.102823E-9
     8048.704   1.099659E-9
     8056.773   1.095703E-9
      8064.85   1.092539E-9
     8072.935   1.089374E-9
     8081.028   1.085419E-9
      8089.13   1.082254E-9
     8097.239   1.079090E-9
     8105.356   1.075134E-9
     8113.482   1.071970E-9
     8121.616   1.068805E-9
     8129.758   1.064850E-9
     8137.908   1.061685E-9
     8146.066   1.058521E-9
     8154.232   1.055356E-9
     8162.407   1.051401E-9
      8170.59   1.048236E-9
     8178.781   1.044281E-9
      8186.98   1.039534E-9
     8195.188   1.034787E-9
     8203.403   1.031623E-9
     8211.627   1.027667E-9
     8219.859   1.024502E-9
       8228.1   1.021338E-9
     8236.349   1.018965E-9
     8244.605   1.015800E-9
      8252.87   1.013427E-9
     8261.145   1.012636E-9
     8269.426   1.011053E-9
     8277.716   1.007889E-9
     8286.015   1.004724E-9
     8294.321   1.001560E-9
     8302.636  9.991866E-10
     8310.959  9.968133E-10
     8319.291  9.936487E-10
     8327.632  9.889021E-10
      8335.98  9.841553E-10
     8344.337  9.825730E-10
     8352.702  9.809908E-10
     8361.075  9.786174E-10
     8369.457  9.754529E-10
     8377.848  9.722885E-10
     8386.247  9.683329E-10
     8394.654  9.651684E-10
     8403.069  9.620039E-10
     8411.493  9.572572E-10
     8419.926  9.540927E-10
     8428.367  9.501371E-10
     8436.817  9.406436E-10
     8445.274  9.319413E-10
     8453.741  9.335235E-10
     8462.216  9.287768E-10
     8470.699  9.216567E-10
     8479.191  9.287768E-10
     8487.691  9.295679E-10
       8496.2  9.050432E-10
     8504.718  8.868473E-10
     8513.244  9.050432E-10
     8521.778  9.248212E-10
     8530.321  9.177011E-10
     8538.873  8.749805E-10
     8547.434  8.425445E-10
     8556.002  8.726072E-10
     8564.579  9.137455E-10
     8573.166  9.264034E-10
      8581.76  9.097899E-10
     8590.363  8.567847E-10
     8598.976  8.037796E-10
     8607.596  8.267221E-10
     8616.225  8.876385E-10
     8624.862  9.232389E-10
      8633.51  9.319413E-10
     8642.164  9.200745E-10
     8650.828  8.741894E-10
     8659.501  7.904887E-10
     8668.182  7.445246E-10
     8676.871  8.014062E-10
      8685.57  8.773539E-10
     8694.277  9.216567E-10
     8702.994  9.398525E-10
     8711.718  9.430170E-10
     8720.451  9.311502E-10
     8729.193  8.987142E-10
     8737.945  8.306777E-10
     8746.705  7.378000E-10
     8755.474  7.116139E-10
     8764.251  7.862958E-10
     8773.037  8.678605E-10
     8781.832  9.153277E-10
     8790.636  9.398525E-10
     8799.448  9.493459E-10
      8808.27  9.493459E-10
     8817.101  9.445992E-10
     8825.939  9.303590E-10
     8834.787  9.034609E-10
     8843.645  8.520380E-10
      8852.51  7.698405E-10
     8861.385  6.850322E-10
     8870.268  6.909656E-10
     8879.161  7.757739E-10
     8888.062  8.488735E-10
     8896.972  8.915941E-10
     8905.892  9.121632E-10
      8914.82  9.208656E-10
     8923.757  9.240301E-10
     8932.703  9.256123E-10
     8941.658  9.271945E-10
     8950.622  9.240301E-10
     8959.595  9.169099E-10
     8968.576  9.050432E-10
     8977.567  8.868473E-10
     8986.568  8.567847E-10
     8995.577  8.069441E-10
     9004.596  7.279110E-10
     9013.622  6.476122E-10
     9022.658  6.549696E-10
     9031.703  7.362178E-10
     9040.758  8.045707E-10
     9049.821  8.425445E-10
     9058.894  8.575758E-10
     9067.976  8.662782E-10
     9077.066  8.733983E-10
     9086.166  8.726072E-10
     9095.274  8.710249E-10
     9104.393  8.733983E-10
      9113.52  8.733983E-10
     9122.656  8.733983E-10
     9131.802  8.726072E-10
     9140.956  8.702338E-10
      9150.12  8.662782E-10
     9159.293  8.607403E-10
     9168.476  8.528291E-10
     9177.667  8.417534E-10
