# SIMPLE  =                    T / Written by IDL:  Tue Aug 19 16:14:18 2008
# BITPIX  =                  -32 / Number of bits per data pixel
# NAXIS   =                    2 / Number of data axes
# NAXIS1  =                21617 /
# NAXIS2  =                    3 /
# DATE    = '2008-08-20'         / Creation UTC (CCCC-MM-DD) date of FITS header
# NORDERS =                    1 / Number of Orders
# ORDERS  = '1       '           / Order Numbers
# NAPS    =                    1 / Number of Apertures
# XUNITS  = 'A      '           / Wavelength Units
# YUNITS  = 'ergss-1cm-2A-1'     / Flux Units
# COMMENT FITS (Flexible Image Transport System) format is defined in 'Astronomy
# COMMENT and Astrophysics', volume 376, page 359; bibcode 2001A&A...376..359H
# Converted vacuum by Feige Wang
# END
#      WAVELENGTH            FLUX    Flag
#       angstroms            flam     none
   5832.416572958235   2.99899e-09    1.0  
   5835.387368171926    2.9965e-09    1.0  
   5838.348160723951   2.98727e-09    1.0  
    5841.31895596937   2.98604e-09    1.0  
   5844.279748552966   2.98123e-09    1.0  
   5847.250543830005   2.97771e-09    1.0  
   5850.211336445063   2.97261e-09    1.0  
    5853.18213175362   2.96816e-09    1.0  
   5856.142924400032   2.96135e-09    1.0  
  5859.1137197399985   2.95655e-09    1.0  
   5862.074512417664   2.95052e-09    1.0  
  5865.0453077889315    2.9464e-09    1.0  
   5868.006100497744   2.94632e-09    1.0  
   5870.976895900212    2.9412e-09    1.0  
   5873.937688640068   2.93474e-09    1.0  
   5876.908484073633    2.9161e-09    1.0  
   5879.869276844425   2.92722e-09    1.0  
   5882.840072308981   2.92374e-09    1.0  
   5885.800865110611    2.9172e-09    1.0  
   5888.771660606053   2.91381e-09    1.0  
   5891.732453438416   2.81772e-09    1.0  
   5894.703248964644   2.90525e-09    1.0  
  5897.6640418276365   2.82291e-09    1.0  
   5900.634837384547   2.89647e-09    1.0  
    5903.59563027807   2.89136e-09    1.0  
   5906.566425865562   2.88807e-09    1.0  
   5909.527218789509   2.88353e-09    1.0  
   5912.498014407481   2.87892e-09    1.0  
   5915.458807361754   2.86919e-09    1.0  
   5918.429603010106   2.86991e-09    1.0  
   5921.390395994605   2.86656e-09    1.0  
   5924.361191673234   2.86109e-09    1.0  
    5927.32198468786   2.85779e-09    1.0  
   5930.292780396664   2.85104e-09    1.0  
   5933.253573441318   2.84794e-09    1.0  
   5936.214366500921   2.84354e-09    1.0  
    5939.18516225478    2.8395e-09    1.0  
   5942.145955344261   2.83548e-09    1.0  
   5945.116751128049   2.83148e-09    1.0  
    5948.07754424731   2.82672e-09    1.0  
    5951.04834006093   2.81758e-09    1.0  
   5954.009133209871    2.8099e-09    1.0  
   5956.979929053224    2.8133e-09    1.0  
   5959.940722231749   2.79608e-09    1.0  
  5962.9115181047355   2.80304e-09    1.0  
   5965.872311312749   2.80122e-09    1.0  
  5968.8431072152725   2.79657e-09    1.0  
   5971.803900452675   2.79299e-09    1.0  
    5974.77469638464   2.78863e-09    1.0  
   5977.735489651336   2.78028e-09    1.0  
   5980.706285612647   2.75852e-09    1.0  
    5983.66707890854    2.7755e-09    1.0  
   5986.637874899098   2.76895e-09    1.0  
   5989.598668224095   2.76573e-09    1.0  
   5992.569464243806   2.75984e-09    1.0  
  5995.5302575978085    2.7586e-09    1.0  
    5998.50105364658   2.75504e-09    1.0  
   6001.461847029494   2.75123e-09    1.0  
   6004.432643107227   2.74512e-09    1.0  
   6007.393436518963   2.74279e-09    1.0  
   6010.364232625564   2.73646e-09    1.0  
   6013.325026066023   2.73329e-09    1.0  
   6016.295822201401   2.72322e-09    1.0  
  6019.2566156704925    2.7232e-09    1.0  
   6022.227411834551   2.71774e-09    1.0  
    6025.18820533218   2.71514e-09    1.0  
   6028.159001524827   2.71396e-09    1.0  
   6031.119795050903   2.70754e-09    1.0  
   6034.090591272046   2.70624e-09    1.0  
   6037.051384826477   2.70231e-09    1.0  
   6040.022181076023   2.69835e-09    1.0  
   6042.982974658715   2.69286e-09    1.0  
   6045.953770936575   2.68971e-09    1.0  
    6048.91456454744   2.68032e-09    1.0  
   6051.885360853519   2.68034e-09    1.0  
   6054.846154492462   2.67538e-09    1.0  
    6057.81695082667   2.67192e-09    1.0  
   6060.777744493605   2.67011e-09    1.0  
   6063.748540855853   2.66421e-09    1.0  
   6066.709334550686   2.66086e-09    1.0  
   6069.680130940884   2.65697e-09    1.0  
   6072.640924663527   2.65208e-09    1.0  
   6075.611721081583   2.64976e-09    1.0  
   6078.572514831948   2.64585e-09    1.0  
   6081.543311277775   2.64049e-09    1.0  
   6084.504105055767   2.63767e-09    1.0  
  6087.4749015292755   2.63053e-09    1.0  
   6090.435695334814   2.62944e-09    1.0  
   6093.406491835913   2.62597e-09    1.0  
   6096.367285668905   2.62245e-09    1.0  
   6099.338082197508   2.61807e-09    1.0  
   6102.298876057867   2.61466e-09    1.0  
  6105.2696726138865   2.60499e-09    1.0  
   6108.230466501527   2.60569e-09    1.0  
   6111.201263084875     2.603e-09    1.0  
   6114.162056999708    2.5986e-09    1.0  
   6117.132853610296   2.59499e-09    1.0  
   6120.093647552237   2.59135e-09    1.0  
   6123.064444189978   2.58668e-09    1.0  
   6126.025238158937    2.5821e-09    1.0  
   6128.996034823748   2.57946e-09    1.0  
  6131.9568288196415   2.57347e-09    1.0  
   6134.927625511434   2.57188e-09    1.0  
   6137.888419534178   2.56684e-09    1.0  
   6140.859216252867   2.56261e-09    1.0  
   6143.820010302372   2.55434e-09    1.0  
   6146.790807047873   2.55476e-09    1.0  
    6149.75160112406   2.51576e-09    1.0  
   6152.722397896286   2.54016e-09    1.0  
   6155.683191999065   2.54572e-09    1.0  
   6158.653988797934   2.48307e-09    1.0  
   6161.614782927223   2.51729e-09    1.0  
   6164.585579752649   2.51965e-09    1.0  
   6167.546373908366   2.53031e-09    1.0  
  6170.5171707602685   2.52647e-09    1.0  
   6173.477964942326   2.52203e-09    1.0  
   6176.448761820617   2.51676e-09    1.0  
   6179.409556028939   2.51536e-09    1.0  
   6182.380352933537   2.51049e-09    1.0  
   6185.341147168034   2.50874e-09    1.0  
  6188.3119440988585   2.50499e-09    1.0  
    6191.27273835945   2.50116e-09    1.0  
   6194.243535316418   2.49466e-09    1.0  
   6197.204329603022   2.49349e-09    1.0  
   6200.175126586051   2.49012e-09    1.0  
   6203.135920898589   2.48574e-09    1.0  
   6206.106717907593   2.48128e-09    1.0  
   6209.067512245983    2.4789e-09    1.0  
   6212.038309280886   2.47584e-09    1.0  
   6214.999103645044    2.4719e-09    1.0  
   6217.959898022036   2.46756e-09    1.0  
   6220.930695095611   2.46433e-09    1.0  
   6223.891489498254   2.46067e-09    1.0  
   6226.862286597526   2.45693e-09    1.0  
   6229.823081025734   2.45383e-09    1.0  
   6232.793878150622   2.44503e-09    1.0  
   6235.754672604325   2.44353e-09    1.0  
   6238.725469754747   2.43988e-09    1.0  
  6241.6862642338565   2.42275e-09    1.0  
   6244.657061409736   2.43459e-09    1.0  
   6247.617855914177   2.42717e-09    1.0  
   6250.588653115435   2.39277e-09    1.0  
   6253.549447645129   2.42458e-09    1.0  
   6256.520244871685   2.41521e-09    1.0  
   6259.481039426552   2.41819e-09    1.0  
   6262.451836678328    2.4144e-09    1.0  
   6265.412631258294   2.41126e-09    1.0  
   6268.383428535211    2.4072e-09    1.0  
   6271.344223140193   2.40382e-09    1.0  
   6274.315020442176   2.40083e-09    1.0  
     6277.2758150721   2.39705e-09    1.0  
    6280.24661239907   2.39402e-09    1.0  
   6283.207407053857   2.38982e-09    1.0  
   6286.178204405735   2.38713e-09    1.0  
   6289.138999085312   2.38352e-09    1.0  
   6292.109796462025   2.37895e-09    1.0  
   6295.070591166312   2.37574e-09    1.0  
   6298.041388567779   2.37299e-09    1.0  
     6301.0021832967   2.36922e-09    1.0  
   6303.972980722849   2.36026e-09    1.0  
   6306.933775476333   2.35856e-09    1.0  
   6309.904572927085   2.35872e-09    1.0  
   6312.865367705048   2.35512e-09    1.0  
   6315.836165180331   2.35199e-09    1.0  
   6318.796959982704    2.3473e-09    1.0  
   6321.767757482439   2.34309e-09    1.0  
   6324.728552309148   2.34151e-09    1.0  
   6327.699349833261   2.33855e-09    1.0  
   6330.660144684229    2.3348e-09    1.0  
   6333.630942232647   2.32565e-09    1.0  
  6336.5917371077985   2.32775e-09    1.0  
   6339.562534680445   2.32318e-09    1.0  
   6342.523329579712    2.3213e-09    1.0  
   6345.494127176513   2.31705e-09    1.0  
   6348.454922099816   2.22184e-09    1.0  
   6351.425719720702    2.3076e-09    1.0  
   6354.386514667969   2.30802e-09    1.0  
   6357.357312312863   2.30429e-09    1.0  
    6360.31810728402   2.29978e-09    1.0  
   6363.288904952851   2.29761e-09    1.0  
   6366.249699947831   2.29388e-09    1.0  
   6369.220497640523   2.29095e-09    1.0  
   6372.181292659246   2.26525e-09    1.0  
    6375.15209037573   2.26242e-09    1.0  
   6378.112885418128   2.27999e-09    1.0  
   6381.083683158332   2.27764e-09    1.0  
   6384.044478224331   2.27457e-09    1.0  
   6387.015275988181    2.2661e-09    1.0  
   6389.976071077714   2.26731e-09    1.0  
   6392.946868865136   2.26435e-09    1.0  
    6395.90766397813   2.25812e-09    1.0  
   6398.878461789058   2.25728e-09    1.0  
   6401.839256925437   2.24688e-09    1.0  
     6404.8100547598   2.24987e-09    1.0  
     6407.7708499195   2.24739e-09    1.0  
   6410.741647777222   2.24251e-09    1.0  
    6413.70244296017   2.23859e-09    1.0  
  6416.6732408411835   2.23661e-09    1.0  
  6419.6340360473105   2.21441e-09    1.0  
   6422.604833951546   2.22708e-09    1.0  
   6425.565629180783   2.22756e-09    1.0  
    6428.53642710817   2.22387e-09    1.0  
  6431.4972223604445   2.22078e-09    1.0  
   6434.468020310915   2.20845e-09    1.0  
  6437.4288155861595   2.21404e-09    1.0  
  6440.3996135596435   2.20776e-09    1.0  
   6443.360408857788   2.20701e-09    1.0  
   6446.331206854213    2.2037e-09    1.0  
    6449.29200217519   2.19594e-09    1.0  
   6452.262800194493   2.19596e-09    1.0  
   6455.223595538237   2.18898e-09    1.0  
   6458.194393580345   2.13843e-09    1.0  
   6461.155188946782   2.18572e-09    1.0  
   6464.125987011631   2.17783e-09    1.0  
   6467.086782400697   2.17908e-09    1.0  
  6470.0575804882155   2.17471e-09    1.0  
   6473.018375899843   2.17104e-09    1.0  
   6475.989174009963   2.16737e-09    1.0  
   6478.949969444084   2.16371e-09    1.0  
   6481.920767576741   2.15818e-09    1.0  
    6484.88156303329   2.14852e-09    1.0  
  6487.8523611884175   2.14978e-09    1.0  
   6490.813156667324   2.14558e-09    1.0  
   6493.783954844853   2.13282e-09    1.0  
   6496.744750346054   2.12986e-09    1.0  
   6499.715548545918   2.12904e-09    1.0  
   6502.676344069346   2.12507e-09    1.0  
   6505.637139603844   2.12007e-09    1.0  
   6508.607937837069   2.11298e-09    1.0  
   6511.568733393698   2.10706e-09    1.0  
   6514.539531649093   2.09916e-09    1.0  
   6517.500327227783   2.08317e-09    1.0  
  6520.4711255052825   2.07807e-09    1.0  
   6523.431921105973   2.07032e-09    1.0  
   6526.402719405512   2.05676e-09    1.0  
   6529.363515028135    2.0425e-09    1.0  
   6532.334313349649   2.02485e-09    1.0  
   6535.295108994139   2.00303e-09    1.0  
   6538.265907337563   1.97588e-09    1.0  
   6541.226703003857   1.94258e-09    1.0  
   6544.197501369128   1.90004e-09    1.0  
   6547.158297057161   1.84453e-09    1.0  
   6550.129095444213    1.7794e-09    1.0  
   6553.089891153922    1.6946e-09    1.0  
   6556.060689562691   1.58765e-09    1.0  
   6559.021485294013   1.45122e-09    1.0  
   6561.992283724434    1.2749e-09    1.0  
  6564.9530794773045   7.89786e-10    1.0  
  6567.9238779293155   1.24414e-09    1.0  
   6570.884673703671   1.42462e-09    1.0  
   6573.855472177209   1.56146e-09    1.0  
   6576.816267972988   1.66431e-09    1.0  
   6579.787066467989   1.75022e-09    1.0  
  6582.7478622851295   1.81406e-09    1.0  
    6585.71866080153   1.86246e-09    1.0  
   6588.679456639966   1.89781e-09    1.0  
   6591.650255177706    1.9278e-09    1.0  
   6594.611051037377   1.94788e-09    1.0  
   6597.581849596394   1.96544e-09    1.0  
    6600.54264547724   1.97623e-09    1.0  
    6603.51344405747   1.98543e-09    1.0  
   6606.474239959426   1.99268e-09    1.0  
   6609.445038560809   1.99728e-09    1.0  
   6612.405834483815   2.00159e-09    1.0  
    6615.37663310629    2.0039e-09    1.0  
   6618.337429050287   2.00569e-09    1.0  
   6621.308227693789   2.00658e-09    1.0  
   6624.269023658712   2.00579e-09    1.0  
   6627.239822323185   2.00684e-09    1.0  
   6630.200618308976    2.0042e-09    1.0  
   6633.171416994354   2.00499e-09    1.0  
   6636.132213000953   2.00306e-09    1.0  
   6639.103011707179   2.00285e-09    1.0  
   6642.063807734524    2.0011e-09    1.0  
   6645.034606461537   2.00007e-09    1.0  
   6647.995402509569   1.99786e-09    1.0  
   6650.966201257308   1.99628e-09    1.0  
   6653.926997325968   1.99471e-09    1.0  
   6656.897796094374   1.98977e-09    1.0  
     6659.8585921836   1.99036e-09    1.0  
  6662.8293909726135   1.98778e-09    1.0  
   6665.790187082348   1.98291e-09    1.0  
   6668.760985891909   1.98343e-09    1.0  
   6671.721782022094   1.98165e-09    1.0  
   6674.692580852143   1.97749e-09    1.0  
   6677.653377002716    1.9765e-09    1.0  
   6680.624175853196   1.96372e-09    1.0  
   6683.584972024103   1.97092e-09    1.0  
   6686.555770894953   1.96906e-09    1.0  
   6689.516567086131   1.96702e-09    1.0  
   6692.487365977294   1.96445e-09    1.0  
   6695.448162188687   1.96141e-09    1.0  
   6698.418961100107   1.95883e-09    1.0  
   6701.379757331657   1.95687e-09    1.0  
   6704.350556263271    1.9542e-09    1.0  
   6707.311352514922   1.95163e-09    1.0  
   6710.282151466673   1.94942e-09    1.0  
   6713.242947738367   1.94667e-09    1.0  
   6716.213746710201   1.94318e-09    1.0  
  6719.1745430018755   1.94078e-09    1.0  
  6722.1453419937325   1.93883e-09    1.0  
  6725.1061383053375   1.93571e-09    1.0  
   6728.076937317162   1.92251e-09    1.0  
   6731.037733648638   1.93116e-09    1.0  
   6734.008532680371    1.9286e-09    1.0  
   6736.969329031659   1.92635e-09    1.0  
   6739.940128083247   1.92362e-09    1.0  
   6742.900924454295   1.92168e-09    1.0  
   6745.871723525677   1.91759e-09    1.0  
   6748.832519916427   1.91623e-09    1.0  
   6751.803319007549   1.91205e-09    1.0  
   6754.764115417945   1.91073e-09    1.0  
   6757.734914528753   1.90848e-09    1.0  
   6760.695710958737   1.90415e-09    1.0  
   6763.666510089174   1.90341e-09    1.0  
   6766.627306538693    1.9007e-09    1.0  
   6769.598105688702   1.89799e-09    1.0  
   6772.558902157702   1.89545e-09    1.0  
   6775.529701327227    1.8929e-09    1.0  
    6778.49049781565   1.89063e-09    1.0  
   6781.461297004638   1.88792e-09    1.0  
   6784.422093512431   1.88527e-09    1.0  
   6787.382890029873   1.88251e-09    1.0  
   6790.353689247933   1.88019e-09    1.0  
    6793.32448847568   1.87844e-09    1.0  
    6796.28528502205   1.87511e-09    1.0  
  6799.2560842690955   1.87329e-09    1.0  
    6802.21688083467   1.87059e-09    1.0  
  6805.1876801009585   1.86789e-09    1.0  
   6808.148476685683   1.86575e-09    1.0  
   6811.109273279949   1.86322e-09    1.0  
   6814.080072574988    1.8606e-09    1.0  
   6817.040869188324   1.85767e-09    1.0  
   6820.011668502469   1.85561e-09    1.0  
   6822.972465134822   1.85253e-09    1.0  
   6825.943264468024   1.85055e-09    1.0  
   6828.904061119344   1.84724e-09    1.0  
  6831.8748604715465   1.84376e-09    1.0  
   6834.835657141778   1.84296e-09    1.0  
   6837.806456512928    1.8407e-09    1.0  
   6840.767253202016    1.8379e-09    1.0  
   6843.738052592064   1.83305e-09    1.0  
   6846.698849299959   1.83302e-09    1.0  
  6849.6696487088475   1.83078e-09    1.0  
   6852.630445435496   1.82858e-09    1.0  
  6855.6012448631745   1.82606e-09    1.0  
   6858.562041608524   1.82195e-09    1.0  
   6861.532841054942   1.82089e-09    1.0  
   6864.493637818937   1.81637e-09    1.0  
    6867.46443728404   1.81635e-09    1.0  
   6870.425234066635   1.81369e-09    1.0  
  6873.3960335503725   1.81102e-09    1.0  
   6876.356830351509    1.8092e-09    1.0  
  6879.3276298538285   1.80668e-09    1.0  
    6882.28842667346   1.80417e-09    1.0  
   6885.259226194308   1.79955e-09    1.0  
   6888.220023032383   1.79913e-09    1.0  
   6891.190822571711   1.79736e-09    1.0  
   6894.151619428175   1.79489e-09    1.0  
    6897.12241898593   1.79238e-09    1.0  
   6900.083215860736   1.78987e-09    1.0  
   6903.054015436867   1.78735e-09    1.0  
   6906.014812329961   1.78501e-09    1.0  
   6908.985611924419   1.78146e-09    1.0  
    6911.94640883575   1.78051e-09    1.0  
   6914.917208448483   1.77731e-09    1.0  
   6917.878005378003    1.7756e-09    1.0  
    6920.84880500896   1.77309e-09    1.0  
   6923.809601956618    1.7668e-09    1.0  
   6926.780401605749   1.76807e-09    1.0  
   6929.741198571496   1.76487e-09    1.0  
   6932.711998238751   1.76306e-09    1.0  
  6935.6727952225365   1.76135e-09    1.0  
   6938.643594907864   1.75916e-09    1.0  
   6941.604391909638   1.75653e-09    1.0  
   6944.575191612992   1.75463e-09    1.0  
   6947.535988632705   1.75134e-09    1.0  
   6950.506788354032   1.74963e-09    1.0  
   6953.467585391634   1.74731e-09    1.0  
   6956.438385130889   1.74378e-09    1.0  
   6959.399182186333   1.74293e-09    1.0  
   6962.369981943463   1.73976e-09    1.0  
   6965.330779016698   1.73635e-09    1.0  
   6968.301578791657    1.7352e-09    1.0  
   6971.262375882635    1.7335e-09    1.0  
   6974.233175675372   1.73123e-09    1.0  
   6977.193972784045   1.72907e-09    1.0  
  6980.1647725945095   1.72625e-09    1.0  
    6983.12556972083   1.72385e-09    1.0  
   6986.096369548976   1.72205e-09    1.0  
   6989.057166692895   1.71943e-09    1.0  
   6992.027966538676   1.71762e-09    1.0  
   6994.988763700143   1.71537e-09    1.0  
    6997.95956356351   1.71288e-09    1.0  
   7000.920360742479   1.70944e-09    1.0  
   7003.891160623382   1.69412e-09    1.0  
   7006.851957819807   1.70542e-09    1.0  
     7009.8227577182   1.70373e-09    1.0  
   7012.783554932031   1.70181e-09    1.0  
   7015.754354847865   1.69864e-09    1.0  
   7018.715152079057   1.69662e-09    1.0  
   7021.685952012286   1.69513e-09    1.0  
    7024.64674926079   1.68426e-09    1.0  
   7027.617549211366   1.69041e-09    1.0  
   7030.578346477136   1.68865e-09    1.0  
   7033.549146445014   1.68624e-09    1.0  
  7036.5099437280005     1.684e-09    1.0  
   7039.480743713133    1.6817e-09    1.0  
   7042.441541013292   1.67928e-09    1.0  
   7045.412341015631   1.67605e-09    1.0  
   7048.373138332916   1.67475e-09    1.0  
  7051.3439383524155   1.67296e-09    1.0  
   7054.304735686779   1.67048e-09    1.0  
   7057.275535723392   1.66844e-09    1.0  
   7060.236333074793   1.66529e-09    1.0  
   7063.207133128472   1.66385e-09    1.0  
  7066.1679304968575    1.6617e-09    1.0  
   7069.138730567561   1.65947e-09    1.0  
   7072.099527952888   1.65775e-09    1.0  
   7075.070328040569   1.65555e-09    1.0  
   7078.031125442791   1.65382e-09    1.0  
     7081.0019255474   1.65126e-09    1.0  
   7083.962722966473   1.64893e-09    1.0  
   7086.933523087967   1.64646e-09    1.0  
  7089.8943205238475   1.64479e-09    1.0  
   7092.855117968096   1.64232e-09    1.0  
    7095.82591811482   1.64065e-09    1.0  
   7098.786715575808   1.63818e-09    1.0  
   7101.757515739304   1.63498e-09    1.0  
   7104.718313216985   1.63405e-09    1.0  
   7107.689113397206   1.63223e-09    1.0  
   7110.649910891535   1.62899e-09    1.0  
   7113.620711088439   1.61923e-09    1.0  
   7116.581508599372   1.59733e-09    1.0  
   7119.552308812913   1.61509e-09    1.0  
   7122.513106340406   1.61826e-09    1.0  
   7125.483906570539   1.61782e-09    1.0  
   7128.444704114547   1.61681e-09    1.0  
   7131.415504361231   1.61506e-09    1.0  
   7134.376301921709   1.61043e-09    1.0  
   7137.347102184896   1.60892e-09    1.0  
   7140.307899761801   1.60825e-09    1.0  
   7143.278700041448   1.60684e-09    1.0  
    7146.23949763474   1.60322e-09    1.0  
   7149.210297930805   1.60176e-09    1.0  
   7152.171095540433   1.59956e-09    1.0  
   7155.141895852872   1.59861e-09    1.0  
   7158.102693478797   1.59334e-09    1.0  
   7161.073493807565   1.59433e-09    1.0  
   7164.034291449743   1.59126e-09    1.0  
  7167.0050917947965   1.58722e-09    1.0  
   7169.965889453188   1.58795e-09    1.0  
  7172.9366898144835   1.58602e-09    1.0  
   7175.897487489041   1.58384e-09    1.0  
  7178.8682878665395    1.5814e-09    1.0  
   7181.829085557218   1.57974e-09    1.0  
   7184.799885950873    1.5768e-09    1.0  
   7187.760683657636   1.57565e-09    1.0  
   7190.731484067406   1.57251e-09    1.0  
   7193.692281790206   1.57155e-09    1.0  
   7196.663082216048   1.56833e-09    1.0  
  7199.6238799548455   1.56746e-09    1.0  
   7202.594680396715   1.56567e-09    1.0  
   7205.555478151469   1.56337e-09    1.0  
   7208.526278609327   1.56038e-09    1.0  
   7211.487076379993   1.55882e-09    1.0  
   7214.457876853796   1.55725e-09    1.0  
   7217.418674640332   1.55441e-09    1.0  
  7220.3894751300395   1.55356e-09    1.0  
   7223.350272932403   1.55112e-09    1.0  
   7226.321073437972    1.5433e-09    1.0  
   7229.281871256124   1.54694e-09    1.0  
   7232.252671777513    1.5454e-09    1.0  
   7235.213469611409   1.54375e-09    1.0  
   7238.184270148577   1.54133e-09    1.0  
   7241.145067998177    1.5391e-09    1.0  
   7244.115868551081   1.53584e-09    1.0  
   7247.076666416348   1.53482e-09    1.0  
   7250.047466984946   1.53398e-09    1.0  
   7253.008264865834   1.53122e-09    1.0  
   7255.979065450088   1.52572e-09    1.0  
   7258.939863346557   1.52748e-09    1.0  
   7261.910663946425   1.52585e-09    1.0  
   7264.871461858435   1.52342e-09    1.0  
   7267.842262473875     1.521e-09    1.0  
   7270.803060401387   1.52015e-09    1.0  
   7273.773861032359   1.51785e-09    1.0  
    7276.73465897533   1.51538e-09    1.0  
   7279.705459621794   1.51444e-09    1.0  
   7282.666257580184   1.51204e-09    1.0  
   7285.637058242099   1.50962e-09    1.0  
   7288.597856215867   1.50766e-09    1.0  
   7291.568656893195   1.49967e-09    1.0  
   7294.529454882303   1.50454e-09    1.0  
      7297.500255575   1.50232e-09    1.0  
   7300.461053579407   1.50041e-09    1.0  
   7303.431854287436   1.49874e-09    1.0  
   7306.392652307105   1.49665e-09    1.0  
   7309.363453030425   1.49101e-09    1.0  
   7312.324251065314   1.48856e-09    1.0  
   7315.295051803885   1.49067e-09    1.0  
   7318.255849853955   1.48936e-09    1.0  
   7321.226650607739   1.48774e-09    1.0  
   7324.187448672948   1.48349e-09    1.0  
   7327.158249441905    1.4837e-09    1.0  
   7330.119047522217   1.48182e-09    1.0  
   7333.089848306307   1.47908e-09    1.0  
   7336.050646401684   1.47805e-09    1.0  
    7339.02144720087   1.47644e-09    1.0  
   7341.982245311269   1.47403e-09    1.0  
    7344.95304612551   1.47241e-09    1.0  
   7347.913844250896   1.47079e-09    1.0  
   7350.884645080153   1.46839e-09    1.0  
   7353.845443220483   1.46677e-09    1.0  
   7356.816244064721   1.46421e-09    1.0  
   7359.777042219961   1.46275e-09    1.0  
   7362.747843079134   1.46114e-09    1.0  
   7365.708641249245   1.45929e-09    1.0  
   7368.679442123323   1.45766e-09    1.0  
   7371.640240308263   1.45551e-09    1.0  
   7374.601038500596    1.4539e-09    1.0  
   7377.571839396939   1.45196e-09    1.0  
   7380.532637604044   1.45032e-09    1.0  
   7383.503438515194   1.44828e-09    1.0  
   7386.464236737035   1.44668e-09    1.0  
   7389.435037662953   1.44306e-09    1.0  
   7392.405838596253   1.44198e-09    1.0  
    7395.36663684014    1.4406e-09    1.0  
   7398.327435091344   1.43946e-09    1.0  
   7401.298236046683   1.43706e-09    1.0  
   7404.259034312509   1.43546e-09    1.0  
   7407.229835282503   1.43331e-09    1.0  
   7410.190633562914   1.43146e-09    1.0  
  7413.1614345475255   1.42828e-09    1.0  
   7416.122232842487   1.42826e-09    1.0  
   7419.093033841679   1.42453e-09    1.0  
   7422.053832151155   1.42427e-09    1.0  
   7425.024633164887   1.41947e-09    1.0  
   7427.985431488837   1.41996e-09    1.0  
   7430.956232517074   1.41947e-09    1.0  
   7433.917030855464   1.41719e-09    1.0  
   7436.887831898171   1.41617e-09    1.0  
    7439.84863025096   1.41389e-09    1.0  
  7442.8194313080985   1.41229e-09    1.0  
   7445.780229675254   1.40704e-09    1.0  
   7448.751030746789   1.40606e-09    1.0  
   7451.711829128271   1.40228e-09    1.0  
   7454.682630214166   1.40513e-09    1.0  
   7457.643428609939   1.40353e-09    1.0  
   7460.614229710155   1.40194e-09    1.0  
   7463.575028120186   1.40035e-09    1.0  
   7466.545829234689   1.39836e-09    1.0  
   7469.506627658939   1.39638e-09    1.0  
   7472.477428787689   1.39456e-09    1.0  
   7475.438227226123   1.38691e-09    1.0  
   7478.409028369088   1.37979e-09    1.0  
   7481.369826821672   1.38765e-09    1.0  
   7484.340627978812   1.38764e-09    1.0  
    7487.30142644551   1.38525e-09    1.0  
   7490.272227616794   1.38448e-09    1.0  
   7493.233026097564   1.38289e-09    1.0  
   7496.203827282955   1.38131e-09    1.0  
   7499.164625777768   1.37891e-09    1.0  
   7502.135426977229   1.37735e-09    1.0  
   7505.096225486047   1.37577e-09    1.0  
   7508.067026699543   1.37417e-09    1.0  
   7511.027825222333   1.37259e-09    1.0  
   7513.998626449831   1.36481e-09    1.0  
   7516.959424986553   1.36696e-09    1.0  
   7519.930226228016   1.36688e-09    1.0  
   7522.891024778639   1.36549e-09    1.0  
   7525.861826034032   1.35794e-09    1.0  
   7528.822624598519   1.36229e-09    1.0  
   7531.793425867805   1.36076e-09    1.0  
  7534.7542244461265   1.35839e-09    1.0  
  7537.7250257292735   1.35674e-09    1.0  
   7540.685824321389   1.35524e-09    1.0  
  7543.6566256183605   1.35367e-09    1.0  
   7546.617424224238    1.3521e-09    1.0  
   7549.588225534999   1.35052e-09    1.0  
   7552.549024154605   1.34881e-09    1.0  
   7555.519825479123   1.34738e-09    1.0  
   7558.480624112421   1.34502e-09    1.0  
    7561.45142545066   1.34345e-09    1.0  
   7564.412224097616   1.34188e-09    1.0  
   7567.383025449542   1.33973e-09    1.0  
   7570.343824110122   1.33874e-09    1.0  
   7573.314625475702   1.33717e-09    1.0  
   7576.275424149874   1.33508e-09    1.0  
   7579.246225529073   1.33376e-09    1.0  
   7582.207024216802   1.33168e-09    1.0  
   7585.177825609587   1.33011e-09    1.0  
   7588.138624310837    1.3281e-09    1.0  
   7591.109425717174   1.32699e-09    1.0  
  7594.0702244319145   1.32542e-09    1.0  
  7597.0410258517695   1.32386e-09    1.0  
   7600.001824579964    1.3223e-09    1.0  
   7602.972626013302   1.32074e-09    1.0  
   7605.933424754919   1.31917e-09    1.0  
   7608.904226201708   1.31761e-09    1.0  
   7611.865024956716   1.31578e-09    1.0  
   7614.835826416924   1.31449e-09    1.0  
   7617.796625185285   1.31272e-09    1.0  
   7620.767426658877   1.31059e-09    1.0  
   7623.728225440562    1.3084e-09    1.0  
   7626.699026927507   1.30747e-09    1.0  
  7629.6598257224805   1.30591e-09    1.0  
   7632.630627222742   1.30436e-09    1.0  
   7635.591426030975   1.30276e-09    1.0  
   7638.562227544521   1.30047e-09    1.0  
   7641.523026365977   1.29969e-09    1.0  
  7644.4938278927775   1.29809e-09    1.0  
  7647.4546267274245   1.29659e-09    1.0  
   7650.425428267443   1.29504e-09    1.0  
   7653.386227115251   1.29349e-09    1.0  
   7656.357028668457   1.29132e-09    1.0  
