|      wave | amplitude | ion | NIST | Instr |                         Source |
|  14341.99 |     316.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
|  14352.25 |      92.4 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
|  14356.69 |     973.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 14374.351 |     296.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 14402.592 |      51.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 14404.172 |      51.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 14519.123 |    2140.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 14564.018 |     778.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 14605.127 |    2170.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 14664.989 |     565.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 14697.998 |    1350.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
|  14701.92 |      58.1 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
|  14799.24 |     597.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 14800.423 |     597.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 14805.702 |     307.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 14832.902 |    1370.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 14864.397 |     568.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 14887.819 |    1760.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 14908.278 |     196.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 14909.776 |     196.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 14931.795 |     640.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 15006.255 |      27.2 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 15007.219 |      27.2 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 15187.009 |    1050.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 15240.788 |    3520.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 15287.747 |    1300.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
|   15332.1 |    3650.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 15332.705 |    3650.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 15429.836 |      16.1 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
|  15430.49 |      16.1 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 15500.571 |     281.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 15509.559 |     506.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 15517.706 |     143.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 15539.711 |    1080.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 15540.945 |    1080.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
|  15545.89 |     776.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
|  15570.07 |     360.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 15597.439 |    1550.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
|  15631.56 |     640.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 15654.833 |    1930.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 15781.163 |      98.5 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
|  15783.09 |      98.5 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 15830.354 |     557.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 15833.263 |    5140.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 15842.477 |     167.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
|  15842.53 |     167.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 15848.027 |    1830.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 15848.095 |    1830.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 15869.235 |     594.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 15869.379 |     594.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 15972.455 |    1140.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 16128.294 |    4030.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 16128.923 |    4030.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 16194.544 |    1100.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 16234.899 |    2680.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 16315.279 |      46.3 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 16441.965 |    1480.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 16447.252 |     239.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
|  16447.98 |     239.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 16475.648 |     470.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 16477.318 |     470.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 16479.059 |     608.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 16502.244 |    1800.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 16553.723 |     647.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 16585.797 |      72.4 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 16586.848 |      72.4 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 16609.994 |     133.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 16612.053 |     133.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 16840.326 |    1040.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 16903.502 |    3480.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 16955.012 |    1330.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 17008.426 |    3770.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 17009.088 |    3770.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 17210.109 |     597.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 17247.926 |    1300.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
|  17249.32 |    1300.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 17282.584 |     273.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 17330.621 |     683.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 17350.779 |     252.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 17351.525 |     252.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 17359.586 |     311.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 17382.906 |     500.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 17384.705 |     500.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 17386.504 |    1260.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 17528.254 |     149.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 17530.475 |     149.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 17649.828 |     410.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 17653.211 |    3820.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
|  17664.84 |     125.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 17664.922 |     125.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
|  17671.77 |    1430.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 17671.854 |    1430.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
|  17684.16 |      35.1 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 17686.826 |      35.1 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 17698.533 |     497.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 17733.299 |     151.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 17811.307 |     842.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
|  17819.49 |  1.57e-05 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 17823.338 |  1.57e-05 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 17829.367 |      8.55 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 17835.564 |  2.25e-05 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 17850.875 |      6.54 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 17854.008 |      6.54 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
|  17880.48 |    2840.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 17994.305 |    3150.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 18067.883 |     902.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 18117.965 |    2240.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 18119.023 |    2240.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 18210.805 |     532.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 18217.973 |     0.115 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 18232.811 |  0.000264 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 18253.479 |    1170.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 18254.949 |    1170.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 18269.844 |  2.52e-08 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 18274.621 |  2.52e-08 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 18278.893 |  3.54e-08 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 18295.107 |      10.8 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 18433.438 |     247.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 18459.773 |     970.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 18513.906 |  7.37e-10 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 18525.947 |    1110.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 18526.188 |    1110.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 18558.971 |     151.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 18558.971 |     151.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 18561.348 |     151.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 18587.232 |     397.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 18618.891 |  0.000573 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 18637.916 |  0.000844 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 18744.527 |    2830.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 18765.836 |    1080.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
|  18914.65 |     624.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 19048.342 |     832.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 19085.828 |     0.786 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 19091.891 |  1.88e-06 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 19111.457 |      1.26 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 19193.496 |     704.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 19349.914 |     434.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 19399.959 |     969.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 19510.525 |     0.642 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 19513.697 |      3.55 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 19518.051 |     204.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 19518.828 |     204.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 19523.703 |    0.0118 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 19528.408 |      16.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 19528.822 |      16.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
|   19538.1 |  3.11e-05 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 19555.104 |      58.4 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
|  19555.59 |      58.4 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 19560.004 |     414.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 19562.061 |     414.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 19573.514 |      31.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
|  19593.17 |     170.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 19618.494 |      83.8 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 19642.236 |     389.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 19677.859 |     175.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 19698.348 |      74.6 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 19699.527 |      74.6 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 19701.898 |     668.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
|  19734.92 |     141.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
|   19737.5 |     141.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 19751.486 |     269.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 19758.057 |   0.00105 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 19771.744 |     744.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 19774.061 |   0.00155 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 19780.072 |   0.00155 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 19839.643 |     267.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 19923.512 |      38.4 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 19926.654 |      38.4 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 20004.971 |     200.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 20005.059 |     200.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 20008.148 |    1890.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 20024.758 |      62.8 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 20033.158 |     739.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 20068.877 |     276.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 20097.691 |      5.01 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 20099.766 |      5.01 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 20116.184 |      91.8 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 20126.219 |      8.46 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
|  20193.02 |     419.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 20193.434 |     419.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 20276.033 |    1420.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 20278.326 |  4.55e-06 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 20283.607 |  4.55e-06 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 20291.826 |  6.52e-06 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 20299.533 |  6.52e-06 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 20318.027 |     0.935 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
|   20320.6 |     0.935 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 20339.371 |     571.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 20343.553 |      1.52 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 20347.959 |      1.52 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 20412.305 |    1660.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 20499.357 |     501.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
|  20553.09 |     0.142 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 20562.953 |    1270.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 20564.143 |    1270.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 20576.113 |     0.222 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 20581.236 |     0.222 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 20672.668 |     323.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
|  20728.17 |     730.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 20729.859 |     730.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 20803.672 |    0.0175 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 20807.363 |    0.0175 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 20824.588 |    0.0267 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 20830.494 |    0.0267 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 20859.871 |     160.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 20908.451 |     330.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 20910.686 |     330.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 21012.408 |      11.5 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 21025.848 |      6.45 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
|  21033.09 |      39.6 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 21053.072 |      20.9 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 21061.498 |      62.9 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 21062.689 |      62.9 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 21067.729 |     110.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 21068.141 |     110.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 21070.635 |   0.00177 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 21074.732 |    0.0109 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
|  21089.76 |   0.00264 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 21096.316 |      54.1 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 21096.527 |   0.00264 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 21104.275 |     120.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 21107.104 |     120.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 21115.652 |     242.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 21156.307 |     109.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 21176.387 |     403.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 21232.354 |     163.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 21232.494 |     163.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
|  21249.48 |     439.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 21278.219 |      19.7 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 21279.893 |      19.7 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
|  21316.18 |      35.4 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 21319.652 |      35.4 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 21325.914 |     158.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 21354.938 |  0.000148 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 21359.967 |  0.000148 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
|  21372.52 |  0.000217 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 21380.238 |  0.000217 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
|  21504.98 |     118.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 21505.109 |     118.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 21507.291 |    1120.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 21510.805 |      4.99 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 21513.006 |      4.99 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 21537.586 |     449.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 21580.498 |     174.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 21580.787 |     174.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 21673.873 |  1.48e-05 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 21682.646 |  1.48e-05 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 21710.932 |     251.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 21711.408 |     251.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 21760.121 |      1.03 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
|   21762.9 |      1.03 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 21790.783 |      1.69 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 21795.719 |      1.69 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 21802.111 |     856.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 21873.348 |     351.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 21956.035 |    1030.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
|  21979.91 |  5.93e-07 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
|  22004.91 |  8.42e-07 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 22027.121 |     0.175 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 22030.539 |     0.175 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
|  22052.32 |     320.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 22055.023 |     0.276 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 22060.797 |     0.276 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 22124.875 |     820.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
|  22126.16 |     820.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 22247.682 |     217.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 22274.561 |    0.0013 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 22311.799 |     496.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
|  22313.65 |     496.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 22316.988 |    0.0243 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 22338.455 |    0.0373 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 22338.455 |    0.0373 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 22345.152 |    0.0373 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 22460.602 |     114.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 22516.727 |     239.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 22519.211 |     239.0 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 22618.535 |   0.00281 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 22623.441 |   0.00281 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
|  22642.17 |   0.00422 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 22649.895 |   0.00422 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 22690.982 |      48.1 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 22740.375 |      93.2 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 22743.555 |      93.2 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 22938.246 |      16.4 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 22939.947 |      16.4 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 22967.426 |  0.000398 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 22976.295 |  0.000398 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
| 22983.535 |      29.8 |  OH |    0 |    32 | nirspec_OH_R24000_vacuum.ascii |
